Period,Asset,Start,End,Months,AverageWeight,MedianWeight,MinWeight,MaxWeight,LastWeight,ZeroWeightMonths
full_common,KODEX200,2007-08,2026-07,228,0.2759196932484715,0.33332142895613626,0.0,0.4971560616387266,0.2539179579811651,42
full_common,BOND,2007-08,2026-07,228,0.3777615214894978,0.35417826361749294,0.0,1.0,0.0,1
full_common,GLD,2007-08,2026-07,228,0.2920879072156231,0.33333333321342906,0.0,0.519081006919823,0.38391477907273436,22
full_common,GSG,2007-08,2026-07,228,0.05423087804640751,0.0,0.0,0.3949729450766112,0.3621672629461004,151
locked_2018_2026,KODEX200,2018-01,2026-07,103,0.2637031211098145,0.33333322369243595,0.0,0.4256565002844555,0.2539179579811651,16
locked_2018_2026,BOND,2018-01,2026-07,103,0.34718294244308434,0.33474871957450386,0.0,0.5035605746098071,0.0,1
locked_2018_2026,GLD,2018-01,2026-07,103,0.3366003372692831,0.3333333333333333,0.13019162758135402,0.49936051065092624,0.38391477907273436,0
locked_2018_2026,GSG,2018-01,2026-07,103,0.05251359917781799,0.0,0.0,0.3949729450766112,0.3621672629461004,81
