month,w_KODEX200,w_BOND,w_GLD,w_GSG
2007-08,0.3852105008020084,0.523212142086541,0.0915773571114506,0.0
2007-09,0.3731110275008614,0.4936549921874953,0.1332339803116433,0.0
2007-10,0.3594904813513394,0.4589124098127716,0.1815971088358889,0.0
2007-11,0.3489104996800623,0.4324021291594055,0.2011689899606532,0.0175183811998787
2007-12,0.2880367479339907,0.4423841902142276,0.250610484999361,0.0189685768524206
2008-01,0.2535292803162354,0.4169417202492422,0.2676201750482455,0.0619088243862768
2008-02,0.1633351017452852,0.4180017871051425,0.3568935452613923,0.0617695658881799
2008-03,0.0,0.3570064995398141,0.3566684051748832,0.2863250952853027
2008-04,0.0,0.349178079561502,0.3514653951912632,0.2993565252472348
2008-05,0.214735813667337,0.2671562851606974,0.25878231849342,0.2593255826785456
2008-06,0.2022539320880565,0.1861609787629135,0.3022775688374965,0.3093075203115334
2008-07,0.0,0.3309215362534585,0.3390262341369488,0.3300522296095927
2008-08,0.0,0.5299922236125818,0.4700077763874181,0.0
2008-09,0.0,1.0,0.0,0.0
2008-10,0.0,0.480918993080177,0.519081006919823,0.0
2008-11,0.0,0.5074124757726791,0.4925875242273209,0.0
2008-12,0.0,0.4898531024596744,0.5101468975403256,0.0
2009-01,0.0,0.5012765388559728,0.4987234611440272,0.0
2009-02,0.1684714022636622,0.4169784182687451,0.4145501794675927,0.0
2009-03,0.0042542513036831,0.4981383549731699,0.4976073937231468,0.0
2009-04,0.2424178377960932,0.3789155587749933,0.3786666034289135,0.0
2009-05,0.3231548747760185,0.3385401104655194,0.338305014758462,0.0
2009-06,0.3416067627955221,0.2829778860851364,0.3381770042495561,0.0372383468697851
2009-07,0.3738450055998306,0.1410463943622891,0.3339848098366066,0.1511237902012736
2009-08,0.4513900607946723,0.0639442296696274,0.3367109127081684,0.1479547968275318
2009-09,0.4031405414011479,0.0803576006582968,0.34963698274142,0.1668648751991351
2009-10,0.344611899429999,0.2978078577389179,0.337000421639636,0.020579821191447
2009-11,0.3051041818605605,0.2748553635991987,0.3069009808766827,0.1131394736635578
2009-12,0.2963310174303089,0.2899914123124267,0.3087651442936893,0.1049124259635751
2010-01,0.2917008828816767,0.286712185361271,0.295033418722942,0.1265535130341101
2010-02,0.0294416928356675,0.3966186097939319,0.407188040269092,0.1667516571013086
2010-03,0.0,0.376205678286248,0.3876870119637697,0.2361073097499821
2010-04,0.0,0.3844976365947401,0.3960764174007753,0.2194259460044846
2010-05,0.0,0.3823558990728719,0.3978840226892426,0.2197600782378854
2010-06,0.0,0.3538352482282407,0.455635796974186,0.1905289547975731
2010-07,0.0,0.2982267118534602,0.4827161817444385,0.2190571064021013
2010-08,0.0,0.3363726888319497,0.4151407881610993,0.2484865230069508
2010-09,0.0,0.4158169804548813,0.429838000958505,0.1543450185866136
2010-10,0.0,0.4173555360973148,0.4173813596181536,0.1652631042845317
2010-11,0.0,0.40624129162666,0.4082615320333864,0.1854971763399535
2010-12,0.0,0.3998505578605716,0.3999226445430439,0.2002267975963844
2011-01,0.03498744166989,0.361349545670546,0.3613849700859831,0.2422780425735808
2011-02,0.0,0.3489204475982729,0.3725447744561466,0.2785347779455804
2011-03,0.0,0.4000324602162542,0.400033542602367,0.1999339971813786
2011-04,0.0,0.3534567650327307,0.3677242316977363,0.2788190032695329
2011-05,0.0,0.3718558798161797,0.3757437562014292,0.2524003639823909
2011-06,0.0,0.3959729337382918,0.3969807038154654,0.2070463624462427
2011-07,0.0727717390103635,0.4636141650115473,0.4636140959780892,0.0
2011-08,0.1784629415067691,0.4107685292574436,0.4107685292357872,0.0
2011-09,0.0,0.4705091801464888,0.4705091798587233,0.0589816399947878
2011-10,0.0,0.5000000000000048,0.4999999999999952,0.0
2011-11,0.238987109902015,0.3805064450523538,0.3805064450456312,0.0
2011-12,0.259652321363007,0.3701738395098845,0.3701738391271085,0.0
2012-01,0.2543055220487759,0.3728472582500822,0.3728472197011418,0.0
2012-02,0.3159008141814805,0.3420497187257136,0.3420494670928059,0.0
2012-03,0.3333274164131882,0.3333362917934059,0.3333362917934059,0.0
2012-04,0.3328947800700974,0.3335526100761444,0.3335526098537582,0.0
2012-05,0.3331606348194665,0.3334196997418815,0.333419665438652,0.0
2012-06,0.3329429081445848,0.3335286383604361,0.3335284534949789,0.0
2012-07,0.3319957154294221,0.3343071061328583,0.3336971784377195,0.0
2012-08,0.3300960583138874,0.3333258094852298,0.3244534243671564,0.0121247078337264
2012-09,0.3095762201080274,0.3101163013915883,0.3068667305244076,0.0734407479759765
2012-10,0.3258949304988935,0.3277227552922796,0.3261207881897635,0.0202615260190634
2012-11,0.3310419663224009,0.3380710585736346,0.3308869751039645,0.0
2012-12,0.3389396819974522,0.3407416583398268,0.3203186596627209,0.0
2013-01,0.3535202541518671,0.3306107300569087,0.3040866923280835,0.0117823234631407
2013-02,0.3121081049805593,0.3127989553518915,0.2943580770096001,0.080734862657949
2013-03,0.3614990971270542,0.3579323341091924,0.259433637621854,0.0211349311418993
2013-04,0.3369455822320233,0.3429084073473778,0.2813038552715268,0.0388421551490721
2013-05,0.3920556639676619,0.4040829336398535,0.1983652859579605,0.0054961164345241
2013-06,0.413172309184628,0.4194361758022893,0.1361547626816272,0.0312367523314554
2013-07,0.4700463100733414,0.4792922518634944,0.0,0.0506614380631641
2013-08,0.3907569949933923,0.4017661131485517,0.1287298711331156,0.0787470207249404
2013-09,0.3672193482360738,0.3763533599829767,0.1928359428321359,0.0635913489488134
2013-10,0.4873007023503939,0.4969778023100022,0.0127902488528278,0.0029312464867761
2013-11,0.4568647118220638,0.4632992616656112,0.0493050729966123,0.0305309535157128
2013-12,0.4880096019606506,0.4933316420905442,0.0,0.0186587559488051
2014-01,0.4971560616387266,0.5028439383612734,0.0,0.0
2014-02,0.4742757088690545,0.4821310619344902,0.0435932291964552,0.0
2014-03,0.3840552181061343,0.3877556767117975,0.1827100356713091,0.0454790695107588
2014-04,0.4007071121165788,0.4045369033266691,0.1275054103640465,0.0672505741927055
2014-05,0.3920826686802405,0.3943135990258715,0.1637104742351666,0.0498932580587212
2014-06,0.4810770300610779,0.4850022449845703,0.0192078964601998,0.0147128284941519
2014-07,0.4468235457657494,0.4504229355431471,0.1008678602874467,0.0018856584036568
2014-08,0.483301162412257,0.4875756948606506,0.0291231427270924,0.0
2014-09,0.4959091652488184,0.5040908347511815,0.0,0.0
2014-10,0.4945823200835645,0.5054176799164355,0.0,0.0
2014-11,0.4931637432572954,0.5068362567427046,0.0,0.0
2014-12,0.4904083563150089,0.5095916436849911,0.0,0.0
