month,w_KODEX200,w_BOND,w_GLD,w_GSG
2015-01,0.4913180590242123,0.5086819409757878,0.0,0.0
2015-02,0.488526939885165,0.5114730601148351,0.0,0.0
2015-03,0.4861458792934767,0.5138541207065233,0.0,0.0
2015-04,0.4917062604137533,0.5082937395862467,0.0,0.0
2015-05,0.4929952268647714,0.5070047731352285,0.0,0.0
2015-06,0.4920157211272967,0.5079842788727033,0.0,0.0
2015-07,0.488611870993943,0.511388129006057,0.0,0.0
2015-08,0.481249082358839,0.518750917641161,0.0,0.0
2015-09,0.4711835632633023,0.5288164367366976,0.0,0.0
2015-10,0.477306795029692,0.522693204970308,0.0,0.0
2015-11,0.4846929906753275,0.5153070093246724,0.0,0.0
2015-12,0.4863744733387746,0.5136255266612254,0.0,0.0
2016-01,0.481741094037138,0.518258905962862,0.0,0.0
2016-02,0.4810469601158613,0.5189530398841387,0.0,0.0
2016-03,0.4059809987013687,0.4241234501013837,0.1698955511972475,0.0
2016-04,0.4575604203579204,0.4703509501927686,0.0720886294493109,0.0
2016-05,0.4249901518481276,0.4395581087571031,0.1354517393947692,0.0
2016-06,0.4113749542920615,0.4193261888181059,0.1692988568898326,0.0
2016-07,0.367723160575591,0.3716078199968787,0.2606690194275302,0.0
2016-08,0.3866640046160852,0.3907288389884212,0.2226071563954935,0.0
2016-09,0.3861324644619799,0.3885748782584446,0.2252926572795754,0.0
2016-10,0.4076382080617268,0.4112309086347738,0.1811308833034992,0.0
2016-11,0.3633442853316445,0.3642562902711661,0.2723994243971894,0.0
2016-12,0.3344558865326522,0.3344590605241956,0.3310850529431522,0.0
2017-01,0.3333338420047932,0.3333339362565606,0.3333322217386461,0.0
2017-02,0.3318990651451091,0.3340729922453785,0.3340279426095122,0.0
2017-03,0.2794550375126061,0.3603563392893211,0.3601886231980727,0.0
2017-04,0.3065632527952941,0.346766463636511,0.3466702835681948,0.0
2017-05,0.2899059532334666,0.3551494035625249,0.3549446432040085,0.0
2017-06,0.3221159616665828,0.3389682498940727,0.3389157884393445,0.0
2017-07,0.3329432046203308,0.3335291207142661,0.3335276746654029,0.0
2017-08,0.3333333110208736,0.3333333447660037,0.3333333442131226,0.0
2017-09,0.3326757193309957,0.3336627458282022,0.333661534840802,0.0
2017-10,0.3001189368896893,0.3502719957808353,0.3496090673294753,0.0
2017-11,0.3306250558881228,0.3347453079729319,0.3346296361389453,0.0
2017-12,0.332457023344076,0.3337765206291979,0.3337664560267261,0.0
2018-01,0.3333333112167533,0.3333333448828235,0.3333333439004231,0.0
2018-02,0.3333344199241543,0.3333344213898467,0.3333311586859989,0.0
2018-03,0.3338312297933459,0.3338312345081653,0.3323375356984888,0.0
2018-04,0.3333333333366668,0.3333333333366668,0.3333333333266663,0.0
2018-05,0.3333346856371522,0.3333346856386939,0.3333306287241539,0.0
2018-06,0.3333333333333347,0.3333333333333354,0.3333333333333299,0.0
2018-07,0.3330624620553196,0.3335101993291584,0.333427338615522,0.0
2018-08,0.3319235538144299,0.3340587499840079,0.3340176962015622,0.0
2018-09,0.3309953063558888,0.3347285471607059,0.3342761464834052,0.0
2018-10,0.3303244445333563,0.3365323937869157,0.3331431616797281,0.0
2018-11,0.3165135905884131,0.3417565535302412,0.3417298558813456,0.0
2018-12,0.3248312313922266,0.3387359803991362,0.3364327882086372,0.0
2019-01,0.332517645850563,0.3356058377790502,0.3318765163703868,0.0
2019-02,0.3353972632749709,0.3354170798192331,0.3291856569057958,0.0
2019-03,0.3579864461480494,0.3584642015466893,0.2835493523052612,0.0
2019-04,0.3339184202472738,0.3339190367176133,0.3321625430351128,0.0
2019-05,0.3335512480143188,0.3335519407194848,0.3328968112661963,0.0
2019-06,0.3338047258511757,0.3338800971128224,0.3323151770360019,0.0
2019-07,0.335888795536699,0.3360674094691612,0.3280437949941398,0.0
2019-08,0.3558808355949442,0.356789594273768,0.2873295701312877,0.0
2019-09,0.3568129950324373,0.3611087630747719,0.2820782418927908,0.0
2019-10,0.3701704068553119,0.3724042294237655,0.2574253637209225,0.0
2019-11,0.3865717151540337,0.390011757053074,0.2234165277928922,0.0
2019-12,0.4256565002844555,0.4323223436513834,0.1420211560641611,0.0
2020-01,0.3624028674320949,0.3628992663512242,0.2746978662166808,0.0
2020-02,0.3333487057395038,0.3333508648907813,0.3333004293697148,0.0
2020-03,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2020-04,0.3343400711228819,0.3347739051356553,0.3308860237414628,0.0
2020-05,0.3920942223974862,0.4092691052297122,0.1986366723728014,0.0
2020-06,0.4233550376967926,0.4464533347218534,0.130191627581354,0.0
2020-07,0.4131103547494856,0.4248283266625349,0.1620613185879794,0.0
2020-08,0.3515518871570093,0.354521279006745,0.2939268338362457,0.0
2020-09,0.3555515620538852,0.3586048286456243,0.2858436093004904,0.0
2020-10,0.3406865411030638,0.3409268893028052,0.318386569594131,0.0
2020-11,0.3525962325060603,0.3534997625080988,0.2939040049858409,0.0
2020-12,0.3508263741630294,0.3509158538869477,0.2982577719500229,0.0
2021-01,0.3361158804922149,0.3361345825456638,0.3277495369621211,0.0
2021-02,0.3347479717532394,0.3347487195745038,0.3305033086722567,0.0
2021-03,0.3333349419139019,0.3333349419225659,0.3333301161635321,0.0
2021-04,0.3333154414990842,0.3333424433454849,0.3333421151554308,0.0
2021-05,0.0997555736044363,0.397841305059308,0.3866984226999257,0.1157046986363298
2021-06,0.0046924919266038,0.3986000501537828,0.4064266003524615,0.1902808575671519
2021-07,0.0515587279827511,0.365733657745151,0.3547053043578899,0.228002309914208
2021-08,0.0,0.3537496714980982,0.3558683156393204,0.2903820128625812
2021-09,0.0,0.3760976222918063,0.3786242933398984,0.2452780843682953
2021-10,0.0,0.3451150626408192,0.3676944562005446,0.2871904811586361
2021-11,0.0,0.3099915413757744,0.3789237992173093,0.3110846594069163
2021-12,0.0,0.3959627027980004,0.3981987430486109,0.2058385541533886
2022-01,0.0,0.4166236924331513,0.410921140750947,0.1724551668159017
2022-02,0.0,0.3612005040609594,0.3733161958626222,0.2654833000764183
2022-03,0.0,0.3118505054073081,0.3633715735476218,0.3247779210450702
2022-04,0.0,0.1887414988792414,0.4162855560441473,0.3949729450766112
2022-05,0.0,0.3851962807249902,0.3863692608518999,0.2284344584231099
2022-06,0.0,0.230597591124249,0.3971268700139812,0.3722755388617697
2022-07,0.0,0.4301198407261869,0.430288904003922,0.139591255269891
2022-08,0.0,0.501649940440469,0.498350059559531,0.0
2022-09,0.0,0.502170831840365,0.4978291681596349,0.0
2022-10,0.0,0.5006394893490738,0.4993605106509262,0.0
2022-11,0.0,0.5035605746098071,0.4964394253901929,0.0
2022-12,0.0715707469701781,0.4706715204604131,0.4577577325694087,0.0
2023-01,0.0171723056257935,0.497153918183431,0.4856737761907754,0.0
2023-02,0.1849095619460979,0.415901917099484,0.3991885209544181,0.0
2023-03,0.2515805089134309,0.3765382894988436,0.3718812015877255,0.0
2023-04,0.2925786211792861,0.3552983770755679,0.352123001745146,0.0
2023-05,0.3265165114223419,0.3371906064500978,0.3362928821275601,0.0
2023-06,0.3331346415671468,0.3335706854103195,0.3332946730225337,0.0
2023-07,0.3333549508881087,0.3333553632470521,0.3332896858648391,0.0
2023-08,0.3393940904008293,0.3394259881348236,0.321179921464347,0.0
2023-09,0.3382983520584443,0.3383321874813488,0.3233694604602069,0.0
2023-10,0.3333811537915598,0.3333907211222404,0.3332281250861997,0.0
2023-11,0.3333328478673076,0.3333335932925566,0.3333335588401356,0.0
2023-12,0.333333333176886,0.3333333335834864,0.3333333332396275,0.0
2024-01,0.333333446240843,0.3333334524497826,0.3333331013093744,0.0
2024-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2024-03,0.3333332236924359,0.3333333881538933,0.3333333881536707,0.0
2024-04,0.333333333069726,0.333333333465137,0.333333333465137,0.0
2024-05,0.3144580637205465,0.3144580660909929,0.3144580660909929,0.0566258040974677
2024-06,0.3328323302553377,0.3335838348723312,0.3335838348723312,0.0
2024-07,0.3265070083405841,0.3367464958408863,0.3367464958185295,0.0
2024-08,0.2870670240620742,0.3564664917555077,0.356466484182418,0.0
2024-09,0.2746369569282246,0.3626817162674313,0.362681326804344,0.0
2024-10,0.3333333333332692,0.3333333333333654,0.3333333333333654,0.0
2024-11,0.3333333332653831,0.3333333335473864,0.3333333331872306,0.0
2024-12,0.3333338122391992,0.3333338948213918,0.3333322929394088,0.0
2025-01,0.333330752082791,0.3333346239691702,0.3333346239480388,0.0
2025-02,0.3207588626557408,0.3397210829240936,0.3395200544201656,0.0
2025-03,0.3224363923039301,0.338785607610115,0.3387780000859548,0.0
2025-04,0.3329623086950729,0.3335188469123225,0.3335188443926045,0.0
2025-05,0.3332086766139964,0.3333956638542931,0.3333956595317103,0.0
2025-06,0.3333339146273458,0.3333355675201012,0.3333305178525529,0.0
2025-07,0.3333336437770348,0.3333336452848561,0.333332710938109,0.0
2025-08,0.3333333356998222,0.333333335742864,0.3333333285573137,0.0
2025-09,0.3333367189889354,0.3333367861944194,0.333326494816645,0.0
2025-10,0.3333333333333191,0.3333333333333405,0.3333333333333403,0.0
2025-11,0.33333333331586,0.3333333333420702,0.3333333333420698,0.0
2025-12,0.3333333333333332,0.3333333333333333,0.3333333333333333,0.0
2026-01,0.3333333332647031,0.3333333333676485,0.3333333333676485,0.0
2026-02,0.261472946464042,0.2614729569870185,0.2614729569870187,0.2155811395619207
2026-03,0.258276737300993,0.2582767373387323,0.2582767373395074,0.2251697880207671
2026-04,0.2485906601413403,0.2519084431529397,0.2519112248390569,0.247589671866663
2026-05,0.1771992561264037,0.2801133806419498,0.2811601398222241,0.2615272234094225
2026-06,0.2321770348645604,0.2121310170147297,0.2872043663440779,0.2684875817766319
2026-07,0.2539179579811651,0.0,0.3839147790727343,0.3621672629461004
