month,Stage52_NAV,KODEX200_NAV,BOND_NAV,GLD_NAV,GSG_NAV,Stage52_PnL,KODEX200_PnL,BOND_PnL,GLD_PnL,GSG_PnL
2018-01,1.0151466161668694,1.0284107245220284,0.9931909445382062,1.023854455892881,1.0372030514607045,0.015146616166869409,0.02841072452202842,-0.006809055461793778,0.023854455892881044,0.03720305146070446
2018-02,0.9853377398313807,0.9453054492960187,0.9948786591398473,1.0147290525096067,1.0058586587640599,-0.014662260168619268,-0.054694550703981326,-0.005121340860152701,0.014729052509606655,0.0058586587640598875
2018-03,0.9961098063995854,0.9731081698364654,1.0011057440493512,1.0119290198888244,1.0075613686111957,-0.0038901936004146487,-0.02689183016353458,0.0011057440493511539,0.011929019888824444,0.007561368611195718
2018-04,0.9977801513433067,0.9921170270890882,1.00058197055229,0.9978501832434531,1.0633159761478674,-0.002219848656693335,-0.007882972910911779,0.0005819705522900342,-0.0021498167565469073,0.06331597614786744
2018-05,0.9875634549171125,0.9592876535602817,1.0039573997555722,0.996911985452842,1.0854941970952583,-0.012436545082887496,-0.04071234643971833,0.0039573997555721885,-0.0030880145471580134,0.0854941970952583
2018-06,0.9764597034817283,0.9246089670711986,1.0115230169353429,0.9918854619044066,1.138084021861372,-0.02354029651827172,-0.07539103292880145,0.011523016935342856,-0.008114538095593371,0.13808402186137192
2018-07,0.9686638530824523,0.9226075118162388,1.0134435197579,0.9684717381676858,1.0854604596384414,-0.031336146917547714,-0.07739248818376121,0.013443519757899924,-0.031528261832314164,0.0854604596384414
2018-08,0.966498103359057,0.925078922753094,1.0281091776756093,0.9454538542297937,1.116031512372137,-0.03350189664094305,-0.074921077246906,0.028109177675609276,-0.054546145770206333,0.11603151237213694
2018-09,0.9658226108291432,0.9321843237074195,1.025548507245533,0.9387184372699671,1.149597478372148,-0.034177389170856776,-0.06781567629258045,0.025548507245533036,-0.061281562730032935,0.1495974783721481
2018-10,0.9506112012989714,0.8191500574636552,1.033870686143281,0.9995384703853724,1.1141915249331873,-0.049388798701028636,-0.1808499425363448,0.033870686143280926,-0.00046152961462764264,0.1141915249331873
