老磊,辆格内靛,辆格疙,辆啊,措厚,矫啊,绊啊,历啊,郴犁函悼己,劳老扁霖啊,芭贰樊,芭贰措陛,固搬力距沥
"2000/12/26 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","6.10","0.60","6.50","6.70","5.70","57.00","6.10","80","49115000","415"
"2000/12/26 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","4.20","0.25","4.30","5.05","4.10","52.00","4.20","933","416755000","3235"
"2000/12/26 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","2.71","0.41","3.00","3.35","2.66","50.00","2.71","4405","1301896000","6008"
"2000/12/26 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","1.77","0.27","1.85","2.13","1.61","51.80","1.77","22720","4330330000","27556"
"2000/12/26 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","1.02","0.16","1.05","1.32","0.93","51.00","1.02","8348","951077000","19281"
"2000/12/26 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","0.58","0.05","0.66","0.83","0.52","51.30","0.58","225421","15169549000","101622"
"2000/12/26 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","0.31","0.04","0.34","0.43","0.29","51.30","0.31","19792","713157000","29073"
"2000/12/26 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.14","-0.01","0.20","0.21","0.14","50.00","0.14","153466","2678745000","142192"
"2000/12/26 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.60","-0.09","0.46","0.65","0.43","44.30","0.60","221732","12330739000","97926"
"2000/12/26 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","1.25","-0.30","1.11","1.43","1.05","43.80","1.25","47390","5760272000","31177"
"2000/12/26 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","2.40","-0.35","2.00","2.85","1.93","45.00","2.40","3100","679596000","11498"
"2000/12/26 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","4.25","-0.15","3.70","4.25","3.10","52.00","4.25","8101","2965675000","32248"
"2000/12/26 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","5.50","-0.65","5.40","5.70","4.75","39.00","5.50","372","191550000","6504"
"2000/12/26 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","7.00","-1.40","7.10","7.85","6.85","3.00","7.00","743","543890000","14194"
"2000/12/26 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","9.80","-0.65","9.05","10.45","9.05","3.00","9.80","6","5910000","543"
"2000/12/26 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","12.15","-0.35","10.05","12.85","10.05","3.00","12.15","13","15680000","1178"
"2000/12/22 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","5.50","-1.50","7.25","7.40","5.50","46.00","5.50","43","26170000","360"
"2000/12/22 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","3.95","-1.30","5.25","5.55","3.70","48.00","3.95","978","436695000","2995"
"2000/12/22 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","2.30","-1.20","3.90","4.00","2.30","42.50","2.30","2275","670920000","4307"
"2000/12/22 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","1.50","-0.97","2.50","2.54","1.46","45.00","1.50","20411","4158279000","25957"
"2000/12/22 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","0.86","-0.59","1.50","1.52","0.82","44.80","0.86","10416","1212162000","17386"
"2000/12/22 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","0.53","-0.35","0.93","0.93","0.48","46.60","0.53","223705","15923802000","87695"
"2000/12/22 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","0.27","-0.24","0.52","0.53","0.25","46.10","0.27","24561","905718000","27684"
"2000/12/22 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.15","-0.13","0.30","0.31","0.14","47.20","0.15","233272","5034635000","145376"
"2000/12/22 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.69","0.19","0.45","0.74","0.38","40.00","0.69","279203","14992648000","91770"
"2000/12/22 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","1.55","0.47","0.89","1.55","0.86","41.80","1.55","83888","9618588000","31293"
"2000/12/22 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","2.75","0.82","1.78","2.75","1.70","42.50","2.75","4742","1005528000","10960"
"2000/12/22 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","4.40","1.20","2.95","4.40","2.82","44.00","4.40","10631","3594678000","29531"
"2000/12/22 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","6.15","1.45","5.00","6.15","4.35","42.00","6.15","789","398370000","6392"
"2000/12/22 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","8.40","2.00","6.40","8.40","6.25","46.00","8.40","947","748425000","13793"
"2000/12/22 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","10.45","1.90","8.85","10.45","8.40","44.00","10.45","8","7705000","541"
"2000/12/22 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","12.50","1.50","12.50","12.50","12.50","3.00","12.50","5","6250000","1174"
"2000/12/21 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","7.00","-0.25","5.55","7.00","5.55","51.00","7.00","39","22950000","340"
"2000/12/21 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","5.25","0.05","4.15","5.30","3.55","54.00","5.25","1594","685780000","2725"
"2000/12/21 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","3.50","-0.05","3.05","3.65","2.40","48.50","3.50","4120","1171139000","3294"
"2000/12/21 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","2.47","0.01","1.51","2.49","1.50","50.50","2.47","28272","5355359000","20288"
"2000/12/21 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","1.45","-0.10","1.00","1.55","0.89","47.50","1.45","15243","1751044000","14895"
"2000/12/21 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","0.88","-0.10","0.58","0.99","0.50","47.50","0.88","219501","16479242000","65611"
"2000/12/21 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","0.51","-0.06","0.38","0.57","0.28","47.60","0.51","24982","1007495000","21407"
"2000/12/21 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.28","-0.03","0.19","0.31","0.14","47.60","0.28","238715","5296744000","120040"
"2000/12/21 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.50","0.00","0.82","0.99","0.47","40.50","0.50","288513","19871214000","92498"
"2000/12/21 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","1.08","0.01","1.70","1.86","1.01","40.30","1.08","47429","6757819000","32564"
"2000/12/21 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","1.93","-0.01","2.95","3.00","1.90","39.00","1.93","6549","1618048000","10106"
"2000/12/21 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","3.20","0.00","4.30","4.80","3.15","37.50","3.20","7035","2747095000","26521"
"2000/12/21 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","4.70","-0.05","5.90","6.55","4.60","33.00","4.70","623","337880000","6654"
"2000/12/21 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","6.40","-0.10","7.75","8.55","6.40","3.00","6.40","1563","1245550000","13194"
"2000/12/21 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","8.55","-0.10","6.15","10.50","6.15","3.00","8.55","8","7070000","539"
"2000/12/21 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","11.00","0.00","12.00","12.40","11.00","3.00","11.00","17","19465000","1169"
"2000/12/20 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","7.25","-1.80","7.00","7.90","7.00","50.00","7.25","70","51645000","324"
"2000/12/20 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","5.20","-1.60","5.50","6.00","5.10","49.00","5.20","872","462665000","1871"
"2000/12/20 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","3.55","-1.55","4.50","4.50","3.40","46.50","3.55","1058","397760000","1074"
"2000/12/20 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","2.46","-1.14","2.70","2.91","2.31","47.80","2.46","15640","3962675000","12559"
"2000/12/20 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","1.55","-0.99","2.00","2.00","1.45","47.00","1.55","7212","1166117000","8877"
"2000/12/20 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","0.98","-0.70","1.10","1.15","0.88","47.80","0.98","84847","8467252000","41111"
"2000/12/20 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","0.57","-0.52","0.71","0.71","0.51","47.50","0.57","15600","909038000","13800"
"2000/12/20 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.31","-0.31","0.40","0.41","0.29","47.00","0.31","226099","7658848000","114444"
"2000/12/20 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.50","0.08","0.60","0.70","0.42","40.50","0.50","238345","13304521000","88502"
"2000/12/20 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","1.07","0.22","1.20","1.34","0.88","40.30","1.07","75276","8439346000","31115"
"2000/12/20 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","1.94","0.44","2.41","2.45","1.63","39.80","1.94","5468","1119212000","8140"
"2000/12/20 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","3.20","0.64","3.10","3.60","2.76","38.50","3.20","15468","4992795000","24954"
"2000/12/20 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","4.75","0.75","4.50","5.20","4.25","37.00","4.75","1512","727440000","6493"
"2000/12/20 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","6.50","1.15","6.20","7.15","6.00","28.00","6.50","863","573305000","12776"
"2000/12/20 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","8.65","1.25","9.00","9.05","8.25","3.00","8.65","20","17655000","538"
"2000/12/20 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","11.00","1.70","11.30","11.30","10.30","3.00","11.00","143","152030000","1161"
"2000/12/19 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","9.05","-0.20","9.10","9.20","9.00","40.00","9.05","16","14485000","305"
"2000/12/19 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","6.80","-1.05","7.30","7.70","6.80","49.00","6.80","155","112470000","1289"
"2000/12/19 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","5.10","-1.30","5.70","6.00","5.00","49.00","5.10","328","175980000","829"
"2000/12/19 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","3.60","-1.15","4.10","4.25","3.50","48.00","3.60","4307","1673480000","6439"
"2000/12/19 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","2.54","-0.71","2.80","3.05","2.36","49.00","2.54","4230","1138508000","5896"
"2000/12/19 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","1.68","-0.70","1.90","2.10","1.59","48.80","1.68","23950","4277668000","25481"
"2000/12/19 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","1.09","-0.56","1.29","1.40","0.99","49.00","1.09","8944","1035396000","10828"
"2000/12/19 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.62","-0.43","0.80","0.90","0.59","47.80","0.62","203554","14124938000","78711"
"2000/12/19 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.42","0.02","0.45","0.47","0.39","44.60","0.42","157999","6846673000","84136"
"2000/12/19 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","0.85","0.11","0.82","0.95","0.78","44.50","0.85","89694","7719968000","30068"
"2000/12/19 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","1.50","0.25","1.32","1.68","1.32","43.50","1.50","4812","743266000","7951"
"2000/12/19 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","2.56","0.35","2.50","2.73","2.31","43.80","2.56","15473","3897702000","20988"
"2000/12/19 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","4.00","0.80","3.50","4.10","3.50","45.00","4.00","2640","989665000","6337"
"2000/12/19 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","5.35","0.60","4.30","5.90","4.30","40.00","5.35","1482","790200000","12627"
"2000/12/19 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","7.40","0.70","7.45","7.50","7.20","46.00","7.40","48","35710000","536"
"2000/12/19 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","9.30","0.90","9.00","9.90","8.70","32.00","9.30","40","36555000","1149"
"2000/12/18 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","9.25","-0.45","5.10","9.30","5.10","58.00","9.25","120","68835000","301"
"2000/12/18 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","7.85","0.55","7.00","8.25","7.00","52.00","7.85","1126","865690000","1224"
"2000/12/18 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","6.40","0.90","5.50","6.45","5.50","57.00","6.40","374","221210000","600"
"2000/12/18 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","4.75","0.65","3.80","4.80","3.80","55.00","4.75","4314","1909845000","4479"
"2000/12/18 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","3.25","0.25","2.75","3.50","2.75","51.00","3.25","3865","1247348000","4265"
"2000/12/18 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","2.38","0.23","1.90","3.50","1.90","52.50","2.38","18235","4168993000","19762"
"2000/12/18 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","1.65","0.19","1.26","1.69","1.26","52.50","1.65","5721","876228000","7849"
"2000/12/18 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","1.05","0.06","0.90","1.12","0.88","51.50","1.05","171248","17808979000","67192"
"2000/12/18 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.40","-0.38","0.73","0.75","0.38","46.90","0.40","166979","8740029000","70031"
"2000/12/18 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","0.74","-0.60","1.35","1.35","0.71","45.40","0.74","45628","4288027000","22998"
"2000/12/18 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","1.25","-0.87","2.49","2.49","1.25","43.30","1.25","4872","786094000","7337"
"2000/12/18 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","2.21","-0.99","3.10","3.20","2.18","44.50","2.21","11661","3030107000","17336"
"2000/12/18 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","3.20","-1.30","4.35","4.40","3.20","41.50","3.20","2857","1070245000","5359"
"2000/12/18 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","4.75","-1.35","5.40","6.00","4.75","41.00","4.75","3292","1794315000","11990"
"2000/12/18 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","6.70","-1.10","7.20","7.70","6.60","47.00","6.70","118","82720000","515"
"2000/12/18 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","8.40","-1.60","9.05","9.70","8.40","34.00","8.40","125","109220000","1119"
"2000/12/15 (林埃)","20111057","KOSPI 200 妮可记 0101  57.5","9.70","-2.25","10.50","10.50","9.70","44.00","9.70","190","192495000","191"
"2000/12/15 (林埃)","20111060","KOSPI 200 妮可记 0101  60.0","7.30","-2.70","8.30","8.70","7.25","48.00","7.30","546","444445000","494"
"2000/12/15 (林埃)","20111062","KOSPI 200 妮可记 0101  62.5","5.50","-3.20","6.70","7.15","5.50","47.50","5.50","570","360575000","493"
"2000/12/15 (林埃)","20111065","KOSPI 200 妮可记 0101  65.0","4.10","-1.65","5.00","5.40","4.10","48.00","4.10","2152","1033490000","2513"
"2000/12/15 (林埃)","20111067","KOSPI 200 妮可记 0101  67.5","3.00","-1.50","4.10","4.10","3.00","49.30","3.00","1812","643810000","2199"
"2000/12/15 (林埃)","20111070","KOSPI 200 妮可记 0101  70.0","2.15","-1.35","2.95","3.00","2.15","50.30","2.15","10726","2686547000","14033"
"2000/12/15 (林埃)","20111072","KOSPI 200 妮可记 0101  72.5","1.46","-1.04","2.06","2.15","1.45","50.30","1.46","3091","547472000","4942"
"2000/12/15 (林埃)","20111075","KOSPI 200 妮可记 0101  75.0","0.99","-0.85","1.40","1.54","0.99","50.40","0.99","92665","11286510000","42647"
"2000/12/15 (林埃)","30111057","KOSPI 200 遣可记 0101  57.5","0.78","0.13","0.80","0.90","0.66","52.30","0.78","171803","13104027000","56500"
"2000/12/15 (林埃)","30111060","KOSPI 200 遣可记 0101  60.0","1.34","0.29","1.30","1.38","1.11","52.00","1.34","26598","3346942000","13385"
"2000/12/15 (林埃)","30111062","KOSPI 200 遣可记 0101  62.5","2.12","0.42","2.01","2.20","1.81","51.80","2.12","3522","703795000","5077"
"2000/12/15 (林埃)","30111065","KOSPI 200 遣可记 0101  65.0","3.20","0.65","2.91","3.50","2.65","52.00","3.20","11289","3395296000","12512"
"2000/12/15 (林埃)","30111067","KOSPI 200 遣可记 0101  67.5","4.50","1.00","3.70","4.60","3.70","52.00","4.50","2765","1136570000","3429"
"2000/12/15 (林埃)","30111070","KOSPI 200 遣可记 0101  70.0","6.10","1.20","5.30","6.20","5.30","53.00","6.10","2619","1487710000","9495"
"2000/12/15 (林埃)","30111072","KOSPI 200 遣可记 0101  72.5","7.80","0.95","7.10","8.00","7.00","51.00","7.80","321","234255000","415"
"2000/12/15 (林埃)","30111075","KOSPI 200 遣可记 0101  75.0","10.00","1.75","8.60","10.00","8.60","56.00","10.00","642","594145000","1128"
"2000/12/14 (林埃)","2010C057","KOSPI 200 妮可记 0012  57.5","11.30","-1.60","9.60","12.00","9.50","3.00",,"206","225250000","0"
"2000/12/14 (林埃)","2010C060","KOSPI 200 妮可记 0012  60.0","8.95","-1.10","8.70","8.95","7.70","3.00",,"643","549385000","0"
"2000/12/14 (林埃)","2010C062","KOSPI 200 妮可记 0012  62.5","7.00","-0.40","7.65","7.65","5.10","3.00",,"871","519345000","0"
"2000/12/14 (林埃)","2010C065","KOSPI 200 妮可记 0012  65.0","3.30","-1.95","4.20","4.65","2.79","3.00",,"10416","3559861000","0"
"2000/12/14 (林埃)","2010C067","KOSPI 200 妮可记 0012  67.5","0.99","-2.11","1.81","2.19","0.82","3.00",,"140991","18923590000","0"
"2000/12/14 (林埃)","2010C070","KOSPI 200 妮可记 0012  70.0","0.04","-1.26","0.50","0.60","0.02","27.40",,"939520","25691124000","123623"
"2000/12/14 (林埃)","2010C072","KOSPI 200 妮可记 0012  72.5","0.01","-0.49","0.10","0.15","0.01","49.90",,"414281","1875724000","120015"
"2000/12/14 (林埃)","2010C075","KOSPI 200 妮可记 0012  75.0","0.01","-0.03","0.01","0.02","0.01","74.50",,"71496","71517000","248534"
"2000/12/14 (林埃)","2010C077","KOSPI 200 妮可记 0012  77.5","0.01","0.00","0.01","0.01","0.01","101.90",,"1658","1658000","84441"
"2000/12/14 (林埃)","2010C080","KOSPI 200 妮可记 0012  80.0","0.01","0.00","0.01","0.01","0.01","124.50",,"32","32000","252922"
"2000/12/14 (林埃)","2010C082","KOSPI 200 妮可记 0012  82.5","0.01","0.00","0.01","0.01","0.01","139.50",,"50","50000","125404"
"2000/12/14 (林埃)","2010C085","KOSPI 200 妮可记 0012  85.0","0.01","0.00","0.01","0.01","0.01","153.00",,"11","11000","122603"
"2000/12/14 (林埃)","2010C087","KOSPI 200 妮可记 0012  87.5",,"0.00","0.00","0.00","0.00","57.00",,"0","0","58842"
"2000/12/14 (林埃)","2010C090","KOSPI 200 妮可记 0012  90.0","0.01","0.00","0.01","0.01","0.01","201.50",,"3","3000","103244"
"2000/12/14 (林埃)","2010C092","KOSPI 200 妮可记 0012  92.5",,"0.00","0.00","0.00","0.00","57.00",,"0","0","39804"
"2000/12/14 (林埃)","2010C095","KOSPI 200 妮可记 0012  95.0",,"0.00","0.00","0.00","0.00","57.00",,"0","0","29118"
"2000/12/14 (林埃)","2010C097","KOSPI 200 妮可记 0012  97.5",,"0.00","0.00","0.00","0.00","57.00",,"0","0","11224"
"2000/12/14 (林埃)","2010C100","KOSPI 200 妮可记 0012 100.0","0.01","0.00","0.01","0.01","0.01","263.60",,"3","3000","11561"
"2000/12/14 (林埃)","2010C102","KOSPI 200 妮可记 0012 102.5",,"0.00","0.00","0.00","0.00","57.00",,"0","0","2337"
"2000/12/14 (林埃)","2010C105","KOSPI 200 妮可记 0012 105.0",,"0.00","0.00","0.00","0.00","57.00",,"0","0","5847"
"2000/12/14 (林埃)","2010C107","KOSPI 200 妮可记 0012 107.5",,"0.00","0.00","0.00","0.00","57.00",,"0","0","1851"
"2000/12/14 (林埃)","2010C110","KOSPI 200 妮可记 0012 110.0","0.01","0.00","0.01","0.01","0.01","313.50",,"32","32000","2005"
"2000/12/14 (林埃)","2010C112","KOSPI 200 妮可记 0012 112.5","0.01","0.00","0.01","0.01","0.01","337.00",,"2","2000","7242"
"2000/12/14 (林埃)","3010C057","KOSPI 200 遣可记 0012  57.5","0.01","0.00","0.01","0.01","0.01","143.80",,"2128","2128000","109997"
"2000/12/14 (林埃)","3010C060","KOSPI 200 遣可记 0012  60.0","0.01","0.00","0.01","0.01","0.01","111.60",,"540","540000","107019"
"2000/12/14 (林埃)","3010C062","KOSPI 200 遣可记 0012  62.5","0.01","0.00","0.01","0.01","0.01","83.90",,"4290","4290000","95232"
"2000/12/14 (林埃)","3010C065","KOSPI 200 遣可记 0012  65.0","0.01","-0.02","0.04","0.09","0.01","48.90",,"282135","1303753000","92139"
"2000/12/14 (林埃)","3010C067","KOSPI 200 遣可记 0012  67.5","0.18","-0.09","0.54","0.88","0.08","41.00",,"561219","23558816000","65941"
"2000/12/14 (林埃)","3010C070","KOSPI 200 遣可记 0012  70.0","1.80","0.70","2.01","2.59","0.81","68.00",,"104965","18024191000","0"
"2000/12/14 (林埃)","3010C072","KOSPI 200 遣可记 0012  72.5","4.40","1.81","3.30","4.90","2.52","128.00",,"2806","1121620000","0"
"2000/12/14 (林埃)","3010C075","KOSPI 200 遣可记 0012  75.0","6.40","1.15","6.50","7.00","5.40","120.00",,"129","80060000","0"
"2000/12/14 (林埃)","3010C077","KOSPI 200 遣可记 0012  77.5","8.10","1.10","8.10","8.10","8.10","3.00",,"100","81000000","0"
"2000/12/14 (林埃)","3010C080","KOSPI 200 遣可记 0012  80.0","10.80","0.15","10.65","13.00","10.10","192.00",,"926","1137370000","0"
"2000/12/14 (林埃)","3010C082","KOSPI 200 遣可记 0012  82.5",,"1.25","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C085","KOSPI 200 遣可记 0012  85.0",,"0.20","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C087","KOSPI 200 遣可记 0012  87.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C090","KOSPI 200 遣可记 0012  90.0",,"0.65","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C092","KOSPI 200 遣可记 0012  92.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C095","KOSPI 200 遣可记 0012  95.0",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C097","KOSPI 200 遣可记 0012  97.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C100","KOSPI 200 遣可记 0012 100.0",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C102","KOSPI 200 遣可记 0012 102.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C105","KOSPI 200 遣可记 0012 105.0",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C107","KOSPI 200 遣可记 0012 107.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/14 (林埃)","3010C110","KOSPI 200 遣可记 0012 110.0","40.90","0.70","41.20","41.20","40.90","64.00",,"30","123200000","0"
"2000/12/14 (林埃)","3010C112","KOSPI 200 遣可记 0012 112.5",,"0.00","0.00","0.00","0.00","50.90",,"0","0","0"
"2000/12/13 (林埃)","2010C057","KOSPI 200 妮可记 0012  57.5","12.90","2.65","10.75","13.20","10.75","176.00","12.90","9","10695000","1131"
"2000/12/13 (林埃)","2010C060","KOSPI 200 妮可记 0012  60.0","10.05","1.85","8.00","10.70","7.50","3.00","10.05","3708","3239385000","7388"
"2000/12/13 (林埃)","2010C062","KOSPI 200 妮可记 0012  62.5","7.40","1.85","5.00","8.70","5.00","3.00","7.40","2531","1607915000","8043"
"2000/12/13 (林埃)","2010C065","KOSPI 200 妮可记 0012  65.0","5.25","1.75","2.90","5.80","2.80","64.00","5.25","15988","6665883000","20715"
"2000/12/13 (林埃)","2010C067","KOSPI 200 妮可记 0012  67.5","3.10","1.40","1.40","3.60","1.12","68.00","3.10","61505","12524442000","26703"
"2000/12/13 (林埃)","2010C070","KOSPI 200 妮可记 0012  70.0","1.30","0.57","0.61","1.77","0.35","58.00","1.30","655906","54253313000","179311"
"2000/12/13 (林埃)","2010C072","KOSPI 200 妮可记 0012  72.5","0.50","0.27","0.18","0.65","0.07","64.50","0.50","581836","15905196000","128448"
"2000/12/13 (林埃)","2010C075","KOSPI 200 妮可记 0012  75.0","0.04","0.00","0.02","0.12","0.01","50.40","0.04","404055","1752344000","263028"
"2000/12/13 (林埃)","2010C077","KOSPI 200 妮可记 0012  77.5","0.01","0.00","0.01","0.02","0.01","57.50","0.01","68011","68481000","85099"
"2000/12/13 (林埃)","2010C080","KOSPI 200 妮可记 0012  80.0","0.01","0.00","0.01","0.01","0.01","74.40","0.01","10744","10744000","252953"
"2000/12/13 (林埃)","2010C082","KOSPI 200 妮可记 0012  82.5","0.01","0.00","0.01","0.01","0.01","102.30","0.01","100","100000","125404"
"2000/12/13 (林埃)","2010C085","KOSPI 200 妮可记 0012  85.0",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","122614"
"2000/12/13 (林埃)","2010C087","KOSPI 200 妮可记 0012  87.5","0.01","0.00","0.01","0.01","0.01","120.40","0.01","10","10000","58842"
"2000/12/13 (林埃)","2010C090","KOSPI 200 妮可记 0012  90.0","0.01","0.00","0.01","0.01","0.01","134.50","0.01","25","25000","103247"
"2000/12/13 (林埃)","2010C092","KOSPI 200 妮可记 0012  92.5",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","39804"
"2000/12/13 (林埃)","2010C095","KOSPI 200 妮可记 0012  95.0",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","29118"
"2000/12/13 (林埃)","2010C097","KOSPI 200 妮可记 0012  97.5",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","11224"
"2000/12/13 (林埃)","2010C100","KOSPI 200 妮可记 0012 100.0","0.01","0.00","0.01","0.01","0.01","177.40","0.01","1","1000","11562"
"2000/12/13 (林埃)","2010C102","KOSPI 200 妮可记 0012 102.5",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","2337"
"2000/12/13 (林埃)","2010C105","KOSPI 200 妮可记 0012 105.0",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","5847"
"2000/12/13 (林埃)","2010C107","KOSPI 200 妮可记 0012 107.5",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","1851"
"2000/12/13 (林埃)","2010C110","KOSPI 200 妮可记 0012 110.0",,"0.00","0.00","0.00","0.00","61.40","0.01","0","0","2005"
"2000/12/13 (林埃)","2010C112","KOSPI 200 妮可记 0012 112.5","0.01","0.00","0.01","0.01","0.01","232.80","0.01","3","3000","7243"
"2000/12/13 (林埃)","3010C057","KOSPI 200 遣可记 0012  57.5","0.01","0.00","0.01","0.01","0.01","106.30","0.01","108","108000","110724"
