일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2014/12/30 (주간)","201K1210","코스피200 C 201501 210.0","33.60","-3.25","34.80","34.80","33.60","3.00","33.60","9","153625000","262"
"2014/12/30 (주간)","201K1212","코스피200 C 201501 212.5","31.55","-4.15","31.55","31.55","31.55","3.00","31.55","1","15775000","16"
"2014/12/30 (주간)","201K1215","코스피200 C 201501 215.0","29.40","-2.65","29.40","29.40","29.40","32.00","29.40","1","14700000","318"
"2014/12/30 (주간)","201K1217","코스피200 C 201501 217.5","26.75","-3.05","26.75","26.75","26.75","16.00","26.75","1","13375000","26"
"2014/12/30 (주간)","201K1220","코스피200 C 201501 220.0","24.20","-2.40","26.20","26.20","24.20","3.00","24.20","5","61500000","135"
"2014/12/30 (주간)","201K1222","코스피200 C 201501 222.5","21.85","-3.00","21.85","21.85","21.85","3.00","21.85","1","10925000","815"
"2014/12/30 (주간)","201K1225","코스피200 C 201501 225.0","19.30","-3.05","20.95","20.95","19.25","3.00","19.30","8","78050000","286"
"2014/12/30 (주간)","201K1227","코스피200 C 201501 227.5","16.70","-4.30","18.85","18.85","16.70","3.00","16.70","5","43400000","79"
"2014/12/30 (주간)","201K1230","코스피200 C 201501 230.0","14.30","-2.60","17.60","17.60","14.30","3.00","14.30","4","30475000","297"
"2014/12/30 (주간)","201K1232","코스피200 C 201501 232.5","11.45","-3.20","13.50","13.50","11.45","3.00","11.45","6","36825000","90"
"2014/12/30 (주간)","201K1235","코스피200 C 201501 235.0","8.65","-3.30","11.50","11.90","8.65","3.00","8.65","38","194850000","575"
"2014/12/30 (주간)","201K1237","코스피200 C 201501 237.5","6.00","-3.35","9.75","9.75","6.00","3.00","6.00","195","682600000","1457"
"2014/12/30 (주간)","201K1240","코스피200 C 201501 240.0","3.90","-3.00","6.90","7.75","3.90","3.00","3.90","3288","8120125000","4514"
"2014/12/30 (주간)","201K1242","코스피200 C 201501 242.5","2.20","-2.55","4.80","5.55","2.20","7.00","2.20","25754","37543530000","10400"
"2014/12/30 (주간)","201K1245","코스피200 C 201501 245.0","1.02","-1.88","2.91","3.55","1.02","8.00","1.02","116804","97761345000","16696"
"2014/12/30 (주간)","201K1247","코스피200 C 201501 247.5","0.43","-1.10","1.53","1.95","0.43","9.00","0.43","217451","98297695000","27886"
"2014/12/30 (주간)","201K1250","코스피200 C 201501 250.0","0.19","-0.49","0.69","0.89","0.19","10.00","0.19","208508","42559020000","39799"
"2014/12/30 (주간)","201K1252","코스피200 C 201501 252.5","0.09","-0.18","0.26","0.35","0.09","11.00","0.09","171217","14121620000","43089"
"2014/12/30 (주간)","201K1255","코스피200 C 201501 255.0","0.05","-0.06","0.10","0.13","0.04","13.00","0.05","123618","4729995000","48761"
"2014/12/30 (주간)","201K1257","코스피200 C 201501 257.5","0.03","-0.02","0.04","0.06","0.03","14.00","0.03","75274","1418340000","47833"
"2014/12/30 (주간)","201K1260","코스피200 C 201501 260.0","0.02","-0.01","0.03","0.04","0.02","16.00","0.02","32685","414975000","55400"
"2014/12/30 (주간)","201K1262","코스피200 C 201501 262.5","0.01","-0.01","0.02","0.02","0.01","16.00","0.01","13113","122170000","24204"
