일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2009/12/29 (주간)","201E1235","코스피200 C 201001 235.0","0.17","-0.04","0.20","0.26","0.14","17.60","0.17","510729","10177828000","246626"
"2009/12/29 (주간)","201E1237","코스피200 C 201001 237.5","0.10","-0.02","0.11","0.15","0.07","18.10","0.10","345590","3788314000","88659"
"2009/12/29 (주간)","301E1185","코스피200 P 201001 185.0","0.02","-0.01","0.03","0.04","0.02","31.60","0.02","75707","244419000","248247"
"2009/12/29 (주간)","301E1187","코스피200 P 201001 187.5","0.03","-0.01","0.04","0.05","0.03","31.00","0.03","26509","110786000","93874"
"2009/12/29 (주간)","301E1190","코스피200 P 201001 190.0","0.05","0.00","0.04","0.07","0.04","30.30","0.05","42170","223710000","86919"
"2009/12/29 (주간)","301E1192","코스피200 P 201001 192.5","0.05","-0.01","0.05","0.08","0.05","28.10","0.05","46242","286224000","43708"
"2009/12/29 (주간)","301E1195","코스피200 P 201001 195.0","0.09","0.01","0.07","0.10","0.06","27.80","0.09","66030","519793000","99429"
"2009/12/29 (주간)","301E1197","코스피200 P 201001 197.5","0.08","-0.02","0.09","0.14","0.08","24.90","0.08","114586","1157063000","45367"
"2009/12/29 (주간)","301E1200","코스피200 P 201001 200.0","0.14","0.00","0.14","0.19","0.11","24.70","0.14","228992","3128030000","191335"
"2009/12/29 (주간)","301E1202","코스피200 P 201001 202.5","0.16","-0.02","0.18","0.27","0.15","22.50","0.16","156620","2941354000","157446"
"2009/12/29 (주간)","301E1205","코스피200 P 201001 205.0","0.23","-0.07","0.30","0.39","0.22","21.50","0.23","268065","7383033000","122266"
"2009/12/29 (주간)","301E1207","코스피200 P 201001 207.5","0.39","-0.01","0.42","0.58","0.33","21.10","0.39","355782","14757362000","64610"
"2009/12/29 (주간)","301E1210","코스피200 P 201001 210.0","0.52","-0.16","0.67","0.87","0.50","19.30","0.52","691497","43490900000","108571"
"2009/12/29 (주간)","301E1212","코스피200 P 201001 212.5","0.84","-0.17","1.01","1.30","0.77","18.80","0.84","602366","57001731000","112982"
"2009/12/29 (주간)","301E1215","코스피200 P 201001 215.0","1.26","-0.33","1.55","1.96","1.19","17.80","1.26","601304","88744334000","63177"
"2009/12/29 (주간)","301E1217","코스피200 P 201001 217.5","1.98","-0.29","2.40","2.86","1.81","17.50","1.98","504759","108791292000","39966"
"2009/12/29 (주간)","301E1220","코스피200 P 201001 220.0","2.87","-0.28","3.35","4.05","2.66","16.80","2.87","139811","42102961000","33042"
"2009/12/29 (주간)","301E1222","코스피200 P 201001 222.5","3.95","-0.45","4.80","5.50","3.80","15.30","3.95","42703","18333655000","20665"
"2009/12/29 (주간)","301E1225","코스피200 P 201001 225.0","5.70","-0.30","6.00","7.25","5.25","15.80","5.70","14122","8317140000","10229"
"2009/12/29 (주간)","301E1227","코스피200 P 201001 227.5","7.30","-0.75","7.55","9.15","6.95","13.00","7.30","1243","950940000","2471"
"2009/12/29 (주간)","301E1230","코스피200 P 201001 230.0","9.45","-0.45","9.90","11.00","9.00","12.00","9.45","242","231615000","5527"
"2009/12/29 (주간)","301E1232","코스피200 P 201001 232.5","11.35","-0.80","12.20","13.60","11.25","3.00","11.35","75","89430000","3352"
"2009/12/29 (주간)","301E1235","코스피200 P 201001 235.0","13.95","-0.60","14.40","15.95","13.40","3.00","13.95","7917","11194070000","6204"
"2009/12/29 (주간)","301E1237","코스피200 P 201001 237.5","16.25","-0.35","16.55","18.35","15.85","3.00","16.25","103","171875000","123"
"2009/12/28 (주간)","201E1185","코스피200 C 201001 185.0","35.40","-0.10","35.50","35.50","35.40","48.00","35.40","2","7090000","4045"
"2009/12/28 (주간)","201E1187","코스피200 C 201001 187.5",,"-0.15","0.00","0.00","0.00","18.40","33.40","0","0","298"
"2009/12/28 (주간)","201E1190","코스피200 C 201001 190.0","31.00","0.20","31.30","31.30","31.00","40.00","31.00","3","9345000","969"
"2009/12/28 (주간)","201E1192","코스피200 C 201001 192.5",,"0.00","0.00","0.00","0.00","18.40","28.10","0","0","285"
"2009/12/28 (주간)","201E1195","코스피200 C 201001 195.0",,"-0.65","0.00","0.00","0.00","18.40","25.95","0","0","2653"
"2009/12/28 (주간)","201E1197","코스피200 C 201001 197.5","23.00","-0.50","23.00","23.00","23.00","32.00","23.00","1","2300000","1222"
"2009/12/28 (주간)","201E1200","코스피200 C 201001 200.0","20.80","-0.35","21.50","22.10","20.15","30.00","20.80","22","46130000","2577"
"2009/12/28 (주간)","201E1202","코스피200 C 201001 202.5","18.15","-0.10","18.80","18.80","18.00","24.00","18.15","91","169750000","3901"
"2009/12/28 (주간)","201E1205","코스피200 C 201001 205.0","15.75","-0.10","16.45","16.50","15.55","24.00","15.75","117","187240000","9155"
"2009/12/28 (주간)","201E1207","코스피200 C 201001 207.5","13.60","0.05","14.55","14.55","13.00","24.00","13.60","109","148600000","6612"
"2009/12/28 (주간)","201E1210","코스피200 C 201001 210.0","11.20","-0.15","12.80","12.95","10.75","22.00","11.20","1003","1153290000","19584"
"2009/12/28 (주간)","201E1212","코스피200 C 201001 212.5","9.25","-0.10","10.00","10.30","8.65","22.00","9.25","1807","1675010000","17834"
"2009/12/28 (주간)","201E1215","코스피200 C 201001 215.0","7.15","-0.20","8.05","8.20","6.70","20.00","7.15","5066","3707230000","65977"
"2009/12/28 (주간)","201E1217","코스피200 C 201001 217.5","5.45","0.00","6.90","6.90","5.05","19.80","5.45","15104","8383470000","39978"
"2009/12/28 (주간)","201E1220","코스피200 C 201001 220.0","3.80","-0.10","4.55","4.75","3.60","18.50","3.80","50481","20280090000","59258"
"2009/12/28 (주간)","201E1222","코스피200 C 201001 222.5","2.75","0.02","3.30","3.40","2.49","18.90","2.75","287063","80069205000","68910"
"2009/12/28 (주간)","201E1225","코스피200 C 201001 225.0","1.76","-0.08","2.20","2.33","1.63","18.30","1.76","504788","95149760000","110670"
"2009/12/28 (주간)","201E1227","코스피200 C 201001 227.5","1.11","-0.03","1.40","1.50","1.01","18.10","1.11","652239","78009325000","128381"
"2009/12/28 (주간)","201E1230","코스피200 C 201001 230.0","0.64","-0.02","0.90","0.95","0.60","17.80","0.64","789286","57495980000","134302"
"2009/12/28 (주간)","201E1232","코스피200 C 201001 232.5","0.36","-0.04","0.48","0.56","0.34","17.80","0.36","467331","20026552000","137091"
"2009/12/28 (주간)","201E1235","코스피200 C 201001 235.0","0.21","-0.03","0.31","0.33","0.19","18.10","0.21","385099","9745499000","254855"
"2009/12/28 (주간)","201E1237","코스피200 C 201001 237.5","0.12","0.04","0.16","0.20","0.11","18.60","0.12","269489","3905776000","56159"
"2009/12/28 (주간)","301E1185","코스피200 P 201001 185.0","0.03","0.00","0.02","0.04","0.02","32.20","0.03","77619","249158000","247606"
"2009/12/28 (주간)","301E1187","코스피200 P 201001 187.5","0.04","0.00","0.04","0.05","0.03","30.80","0.04","56646","228050000","91613"
"2009/12/28 (주간)","301E1190","코스피200 P 201001 190.0","0.05","0.00","0.05","0.06","0.04","29.30","0.05","56212","280376000","83256"
"2009/12/28 (주간)","301E1192","코스피200 P 201001 192.5","0.06","-0.01","0.06","0.07","0.05","27.90","0.06","55143","336564000","44146"
"2009/12/28 (주간)","301E1195","코스피200 P 201001 195.0","0.08","-0.01","0.08","0.09","0.06","26.40","0.08","160731","1235053000","94969"
"2009/12/28 (주간)","301E1197","코스피200 P 201001 197.5","0.10","-0.02","0.09","0.12","0.08","24.90","0.10","133906","1358123000","49526"
"2009/12/28 (주간)","301E1200","코스피200 P 201001 200.0","0.14","-0.03","0.12","0.17","0.11","23.80","0.14","255695","3539395000","192023"
"2009/12/28 (주간)","301E1202","코스피200 P 201001 202.5","0.18","-0.02","0.14","0.23","0.14","22.10","0.18","219292","4243407000","132714"
"2009/12/28 (주간)","301E1205","코스피200 P 201001 205.0","0.30","0.00","0.23","0.34","0.22","21.70","0.30","265248","7439629000","141461"
"2009/12/28 (주간)","301E1207","코스피200 P 201001 207.5","0.40","-0.01","0.33","0.52","0.32","20.30","0.40","310813","13278722000","62085"
"2009/12/28 (주간)","301E1210","코스피200 P 201001 210.0","0.68","0.00","0.52","0.79","0.50","20.10","0.68","577509","37890343000","111753"
"2009/12/28 (주간)","301E1212","코스피200 P 201001 212.5","1.01","0.01","0.88","1.21","0.72","19.10","1.01","551459","55523616000","97267"
"2009/12/28 (주간)","301E1215","코스피200 P 201001 215.0","1.59","0.06","1.20","1.81","1.16","19.00","1.59","587738","90332827000","54802"
"2009/12/28 (주간)","301E1217","코스피200 P 201001 217.5","2.27","-0.01","1.93","2.65","1.75","18.10","2.27","471393","106717904000","40113"
"2009/12/28 (주간)","301E1220","코스피200 P 201001 220.0","3.15","-0.10","2.86","3.70","2.59","17.00","3.15","62526","20068464000","32512"
"2009/12/28 (주간)","301E1222","코스피200 P 201001 222.5","4.40","0.05","3.55","5.10","3.55","16.50","4.40","32919","14701795000","18177"
"2009/12/28 (주간)","301E1225","코스피200 P 201001 225.0","6.00","-0.10","5.15","6.75","5.00","16.00","6.00","11085","6727855000","8356"
"2009/12/28 (주간)","301E1227","코스피200 P 201001 227.5","8.05","0.30","6.60","8.55","6.60","17.00","8.05","1115","869475000","2271"
"2009/12/28 (주간)","301E1230","코스피200 P 201001 230.0","9.90","0.20","8.75","10.55","8.75","14.00","9.90","504","485535000","5522"
"2009/12/28 (주간)","301E1232","코스피200 P 201001 232.5","12.15","0.25","11.10","12.70","11.10","8.00","12.15","174","207905000","3353"
"2009/12/28 (주간)","301E1235","코스피200 P 201001 235.0","14.55","0.25","12.75","15.20","12.75","8.00","14.55","2148","3173425000","4293"
"2009/12/28 (주간)","301E1237","코스피200 P 201001 237.5","16.60","-0.90","16.05","17.55","16.05","3.00","16.60","254","431770000","115"
"2009/12/24 (주간)","201E1185","코스피200 C 201001 185.0","35.50","3.30","33.40","35.95","33.40","40.00","35.50","12","41085000","4046"
"2009/12/24 (주간)","201E1187","코스피200 C 201001 187.5","33.55","3.85","33.55","33.55","33.55","48.00","33.55","1","3355000","298"
"2009/12/24 (주간)","201E1190","코스피200 C 201001 190.0","30.80","3.55","29.20","30.90","29.20","40.00","30.80","11","33770000","969"
"2009/12/24 (주간)","201E1192","코스피200 C 201001 192.5","28.10","3.45","25.75","28.10","25.75","36.00","28.10","2","5385000","285"
"2009/12/24 (주간)","201E1195","코스피200 C 201001 195.0","26.60","4.60","23.70","26.60","23.70","40.00","26.60","14","34035000","2653"
"2009/12/24 (주간)","201E1197","코스피200 C 201001 197.5","23.50","3.60","23.50","23.50","23.50","36.00","23.50","1","2350000","1221"
"2009/12/24 (주간)","201E1200","코스피200 C 201001 200.0","21.15","3.65","18.40","21.60","18.30","34.00","21.15","238","479695000","2588"
"2009/12/24 (주간)","201E1202","코스피200 C 201001 202.5","18.25","3.30","15.50","19.20","15.40","27.00","18.25","122","223825000","3929"
"2009/12/24 (주간)","201E1205","코스피200 C 201001 205.0","15.85","3.05","13.30","16.80","13.20","25.00","15.85","176","272230000","9198"
"2009/12/24 (주간)","201E1207","코스피200 C 201001 207.5","13.55","2.95","10.70","14.50","10.70","24.00","13.55","260","342865000","6614"
"2009/12/24 (주간)","201E1210","코스피200 C 201001 210.0","11.35","2.60","8.60","12.15","8.60","22.00","11.35","1829","1961940000","19925"
"2009/12/24 (주간)","201E1212","코스피200 C 201001 212.5","9.35","2.70","6.65","10.00","6.65","21.50","9.35","4524","3846545000","18232"
"2009/12/24 (주간)","201E1215","코스피200 C 201001 215.0","7.35","2.25","5.20","8.00","5.10","20.50","7.35","15574","10275050000","66383"
"2009/12/24 (주간)","201E1217","코스피200 C 201001 217.5","5.45","1.85","3.70","6.10","3.70","18.80","5.45","33969","17045300000","39844"
"2009/12/24 (주간)","201E1220","코스피200 C 201001 220.0","3.90","1.27","2.64","4.50","2.52","17.80","3.90","158237","52493236000","61772"
"2009/12/24 (주간)","201E1222","코스피200 C 201001 222.5","2.73","1.06","1.70","3.20","1.66","17.50","2.73","489760","122424936000","60819"
"2009/12/24 (주간)","201E1225","코스피200 C 201001 225.0","1.84","0.76","1.09","2.17","1.06","17.40","1.84","742587","131895721000","98652"
"2009/12/24 (주간)","201E1227","코스피200 C 201001 227.5","1.14","0.46","0.68","1.40","0.65","17.00","1.14","667797","74547330000","130073"
"2009/12/24 (주간)","201E1230","코스피200 C 201001 230.0","0.66","0.26","0.41","0.88","0.39","16.60","0.66","784001","54961955000","128559"
"2009/12/24 (주간)","201E1232","코스피200 C 201001 232.5","0.40","0.15","0.25","0.54","0.23","16.80","0.40","575245","24879281000","144117"
"2009/12/24 (주간)","201E1235","코스피200 C 201001 235.0","0.24","0.09","0.14","0.32","0.14","17.20","0.24","764113","19680763000","258341"
"2009/12/24 (주간)","301E1185","코스피200 P 201001 185.0","0.03","-0.02","0.04","0.05","0.03","28.90","0.03","107275","435545000","226732"
"2009/12/24 (주간)","301E1187","코스피200 P 201001 187.5","0.04","-0.02","0.05","0.06","0.04","27.60","0.04","38177","182343000","83761"
"2009/12/24 (주간)","301E1190","코스피200 P 201001 190.0","0.05","-0.02","0.06","0.07","0.05","26.30","0.05","77343","485974000","89691"
"2009/12/24 (주간)","301E1192","코스피200 P 201001 192.5","0.07","-0.02","0.09","0.09","0.06","25.50","0.07","105032","808804000","39591"
"2009/12/24 (주간)","301E1195","코스피200 P 201001 195.0","0.09","-0.02","0.12","0.12","0.07","24.10","0.09","150374","1475863000","79209"
"2009/12/24 (주간)","301E1197","코스피200 P 201001 197.5","0.12","-0.06","0.15","0.17","0.09","23.10","0.12","241023","3262853000","45459"
"2009/12/24 (주간)","301E1200","코스피200 P 201001 200.0","0.17","-0.11","0.24","0.24","0.12","21.90","0.17","368475","6852343000","186665"
"2009/12/24 (주간)","301E1202","코스피200 P 201001 202.5","0.20","-0.21","0.37","0.37","0.17","20.30","0.20","311346","7827693000","165555"
"2009/12/24 (주간)","301E1205","코스피200 P 201001 205.0","0.30","-0.28","0.57","0.57","0.24","19.30","0.30","325749","11566852000","87742"
"2009/12/24 (주간)","301E1207","코스피200 P 201001 207.5","0.41","-0.44","0.81","0.82","0.36","18.30","0.41","444830","23299731000","56672"
"2009/12/24 (주간)","301E1210","코스피200 P 201001 210.0","0.68","-0.58","1.21","1.21","0.55","17.90","0.68","575201","43897128000","96785"
"2009/12/24 (주간)","301E1212","코스피200 P 201001 212.5","1.00","-0.88","1.75","1.77","0.83","16.90","1.00","479549","53514483000","95536"
"2009/12/24 (주간)","301E1215","코스피200 P 201001 215.0","1.53","-1.21","2.65","2.65","1.29","16.40","1.53","406073","70161674000","55302"
"2009/12/24 (주간)","301E1217","코스피200 P 201001 217.5","2.28","-1.52","3.60","3.65","1.93","15.90","2.28","315166","72681621000","37089"
"2009/12/24 (주간)","301E1220","코스피200 P 201001 220.0","3.25","-1.95","5.00","5.00","2.82","15.30","3.25","75782","25330332000","30450"
"2009/12/24 (주간)","301E1222","코스피200 P 201001 222.5","4.35","-2.55","6.80","6.80","4.00","13.80","4.35","25087","11701480000","13505"
"2009/12/24 (주간)","301E1225","코스피200 P 201001 225.0","6.10","-2.45","8.40","8.45","5.50","14.00","6.10","10436","6422615000","5980"
"2009/12/24 (주간)","301E1227","코스피200 P 201001 227.5","7.75","-2.75","10.40","10.50","7.20","11.50","7.75","904","713305000","2055"
"2009/12/24 (주간)","301E1230","코스피200 P 201001 230.0","9.70","-3.45","12.90","12.90","9.00","3.00","9.70","414","426965000","5528"
"2009/12/24 (주간)","301E1232","코스피200 P 201001 232.5","11.90","-3.20","15.05","15.05","11.40","3.00","11.90","68","83375000","3274"
"2009/12/24 (주간)","301E1235","코스피200 P 201001 235.0","14.30","-3.25","17.35","17.35","13.65","3.00","14.30","4605","6583225000","5313"
"2009/12/23 (주간)","201E1185","코스피200 C 201001 185.0",,"1.40","0.00","0.00","0.00","17.60","32.20","0","0","4035"
"2009/12/23 (주간)","201E1187","코스피200 C 201001 187.5",,"0.65","0.00","0.00","0.00","17.60","29.70","0","0","298"
"2009/12/23 (주간)","201E1190","코스피200 C 201001 190.0",,"0.55","0.00","0.00","0.00","17.60","27.25","0","0","958"
"2009/12/23 (주간)","201E1192","코스피200 C 201001 192.5","24.65","0.55","24.65","24.65","24.65","32.00","24.65","1","2465000","284"
"2009/12/23 (주간)","201E1195","코스피200 C 201001 195.0","22.00","0.30","22.30","22.30","22.00","30.00","22.00","4","8830000","2652"
"2009/12/23 (주간)","201E1197","코스피200 C 201001 197.5",,"0.65","0.00","0.00","0.00","17.60","19.90","0","0","1221"
"2009/12/23 (주간)","201E1200","코스피200 C 201001 200.0","17.50","0.50","17.30","17.95","17.10","24.00","17.50","41","71140000","2701"
"2009/12/23 (주간)","201E1202","코스피200 C 201001 202.5","14.95","0.90","15.00","15.25","14.85","24.00","14.95","998","1492265000","3860"
"2009/12/23 (주간)","201E1205","코스피200 C 201001 205.0","12.80","0.40","12.50","13.10","12.40","21.00","12.80","148","187120000","9216"
"2009/12/23 (주간)","201E1207","코스피200 C 201001 207.5","10.60","0.20","10.55","10.90","10.30","20.00","10.60","554","589100000","6545"
"2009/12/23 (주간)","201E1210","코스피200 C 201001 210.0","8.75","0.30","8.50","8.85","8.25","20.00","8.75","1986","1704520000","19937"
"2009/12/23 (주간)","201E1212","코스피200 C 201001 212.5","6.65","0.15","7.00","7.00","6.40","18.50","6.65","4944","3287515000","18625"
"2009/12/23 (주간)","201E1215","코스피200 C 201001 215.0","5.10","0.15","5.20","5.25","4.85","18.50","5.10","15319","7707590000","67491"
"2009/12/23 (주간)","201E1217","코스피200 C 201001 217.5","3.60","0.00","3.75","3.85","3.45","17.50","3.60","26569","9691140000","43578"
"2009/12/23 (주간)","201E1220","코스피200 C 201001 220.0","2.63","0.14","2.55","2.64","2.43","17.90","2.63","199697","50620817000","66820"
"2009/12/23 (주간)","201E1222","코스피200 C 201001 222.5","1.67","-0.02","1.72","1.78","1.61","17.10","1.67","203981","34609482000","49520"
"2009/12/23 (주간)","201E1225","코스피200 C 201001 225.0","1.08","-0.02","1.12","1.16","1.03","17.10","1.08","262949","28710511000","107025"
"2009/12/23 (주간)","201E1227","코스피200 C 201001 227.5","0.68","-0.03","0.74","0.74","0.64","17.20","0.68","244243","16576514000","138690"
"2009/12/23 (주간)","201E1230","코스피200 C 201001 230.0","0.40","-0.03","0.46","0.46","0.39","17.20","0.40","194538","8080520000","121949"
"2009/12/23 (주간)","201E1232","코스피200 C 201001 232.5","0.25","0.00","0.27","0.28","0.23","17.60","0.25","95673","2401088000","147866"
