老磊,辆格内靛,辆格疙,辆啊,措厚,矫啊,绊啊,历啊,郴犁函悼己,劳老扁霖啊,芭贰樊,芭贰措陛,固搬力距沥
"2005/12/29 (林埃)","301A1187","KOSPI 200 遣可记 0601 187.5","10.45","-0.80","11.00","11.10","9.55","25.00","10.45","677","669050000","848"
"2005/12/28 (林埃)","201A1137","KOSPI 200 妮可记 0601 137.5","38.85","1.45","37.50","38.85","37.50","32.00","38.85","1195","4618685000","2571"
"2005/12/28 (林埃)","201A1140","KOSPI 200 妮可记 0601 140.0","36.20","1.95","35.70","36.20","35.70","32.00","36.20","10","35950000","1555"
"2005/12/28 (林埃)","201A1142","KOSPI 200 妮可记 0601 142.5",,"1.10","0.00","0.00","0.00","15.10","33.50","0","0","486"
"2005/12/28 (林埃)","201A1145","KOSPI 200 妮可记 0601 145.0",,"1.10","0.00","0.00","0.00","15.10","31.00","0","0","176"
"2005/12/28 (林埃)","201A1147","KOSPI 200 妮可记 0601 147.5",,"1.05","0.00","0.00","0.00","15.10","28.50","0","0","620"
"2005/12/28 (林埃)","201A1150","KOSPI 200 妮可记 0601 150.0","26.30","1.55","26.35","26.35","26.15","16.00","26.30","5","13140000","1984"
"2005/12/28 (林埃)","201A1152","KOSPI 200 妮可记 0601 152.5",,"1.05","0.00","0.00","0.00","15.10","23.50","0","0","1250"
"2005/12/28 (林埃)","201A1155","KOSPI 200 妮可记 0601 155.0","20.95","1.05","20.00","20.95","20.00","3.00","20.95","107","214290000","3240"
"2005/12/28 (林埃)","201A1157","KOSPI 200 妮可记 0601 157.5","18.85","1.15","17.35","18.90","17.35","16.00","18.85","171","310440000","3337"
"2005/12/28 (林埃)","201A1160","KOSPI 200 妮可记 0601 160.0","16.10","1.05","15.00","16.45","14.70","3.00","16.10","235","363305000","6905"
"2005/12/28 (林埃)","201A1162","KOSPI 200 妮可记 0601 162.5","13.65","1.05","12.50","14.05","12.50","3.00","13.65","307","421100000","9914"
"2005/12/28 (林埃)","201A1165","KOSPI 200 妮可记 0601 165.0","11.30","1.05","10.25","11.60","9.90","3.00","11.30","664","735090000","17088"
"2005/12/28 (林埃)","201A1167","KOSPI 200 妮可记 0601 167.5","8.95","0.90","7.80","9.35","7.60","8.00","8.95","2361","2055375000","29093"
"2005/12/28 (林埃)","201A1170","KOSPI 200 妮可记 0601 170.0","6.80","0.80","5.95","7.15","5.55","15.00","6.80","9933","6592565000","49735"
"2005/12/28 (林埃)","201A1172","KOSPI 200 妮可记 0601 172.5","4.70","0.60","3.90","5.10","3.75","15.00","4.70","18300","8272770000","69783"
"2005/12/28 (林埃)","201A1175","KOSPI 200 妮可记 0601 175.0","3.05","0.42","2.50","3.40","2.36","15.30","3.05","97424","27365558000","86473"
"2005/12/28 (林埃)","201A1177","KOSPI 200 妮可记 0601 177.5","1.77","0.28","1.41","2.03","1.31","15.10","1.77","582690","98038112000","111466"
"2005/12/28 (林埃)","201A1180","KOSPI 200 妮可记 0601 180.0","0.85","0.11","0.74","1.09","0.65","14.70","0.85","1114011","97015880000","172364"
"2005/12/28 (林埃)","201A1182","KOSPI 200 妮可记 0601 182.5","0.40","0.08","0.26","0.51","0.26","14.80","0.40","1023861","40181466000","242676"
"2005/12/28 (林埃)","201A1185","KOSPI 200 妮可记 0601 185.0","0.19","0.06","0.11","0.22","0.10","15.50","0.19","665347","10812541000","147415"
"2005/12/28 (林埃)","201A1187","KOSPI 200 妮可记 0601 187.5","0.07","0.03","0.03","0.11","0.03","15.60","0.07","664067","5008986000","184693"
"2005/12/28 (林埃)","301A1137","KOSPI 200 遣可记 0601 137.5","0.01","0.00","0.01","0.01","0.01","43.00","0.01","1182","1182000","116808"
"2005/12/28 (林埃)","301A1140","KOSPI 200 遣可记 0601 140.0","0.01","0.00","0.01","0.01","0.01","40.20","0.01","63","63000","45446"
"2005/12/28 (林埃)","301A1142","KOSPI 200 遣可记 0601 142.5","0.01","0.00","0.01","0.01","0.01","37.40","0.01","2387","2387000","58179"
"2005/12/28 (林埃)","301A1145","KOSPI 200 遣可记 0601 145.0","0.01","0.00","0.01","0.01","0.01","34.60","0.01","32642","32642000","101717"
"2005/12/28 (林埃)","301A1147","KOSPI 200 遣可记 0601 147.5","0.02","0.00","0.01","0.02","0.01","34.10","0.02","39433","77909000","134231"
"2005/12/28 (林埃)","301A1150","KOSPI 200 遣可记 0601 150.0","0.03","0.01","0.03","0.03","0.02","32.60","0.03","20152","58196000","140695"
"2005/12/28 (林埃)","301A1152","KOSPI 200 遣可记 0601 152.5","0.04","0.01","0.03","0.04","0.03","30.70","0.04","26077","87754000","102633"
"2005/12/28 (林埃)","301A1155","KOSPI 200 遣可记 0601 155.0","0.05","0.00","0.06","0.06","0.04","28.70","0.05","234858","1154854000","143031"
"2005/12/28 (林埃)","301A1157","KOSPI 200 遣可记 0601 157.5","0.07","-0.01","0.09","0.09","0.06","26.60","0.07","134731","936607000","113971"
"2005/12/28 (林埃)","301A1160","KOSPI 200 遣可记 0601 160.0","0.08","-0.04","0.14","0.14","0.08","24.10","0.08","216740","2257273000","148109"
"2005/12/28 (林埃)","301A1162","KOSPI 200 遣可记 0601 162.5","0.15","-0.03","0.21","0.21","0.13","23.20","0.15","223736","3656776000","144462"
"2005/12/28 (林埃)","301A1165","KOSPI 200 遣可记 0601 165.0","0.21","-0.11","0.33","0.36","0.20","21.10","0.21","453737","12479020000","153156"
"2005/12/28 (林埃)","301A1167","KOSPI 200 遣可记 0601 167.5","0.40","-0.18","0.58","0.63","0.34","20.40","0.40","546640","26039909000","132794"
"2005/12/28 (林埃)","301A1170","KOSPI 200 遣可记 0601 170.0","0.71","-0.22","1.00","1.10","0.60","19.60","0.71","706649","56592445000","95047"
"2005/12/28 (林埃)","301A1172","KOSPI 200 遣可记 0601 172.5","1.20","-0.40","1.77","1.84","1.05","18.80","1.20","309482","40447157000","72976"
"2005/12/28 (林埃)","301A1175","KOSPI 200 遣可记 0601 175.0","2.05","-0.53","3.00","3.00","1.79","18.60","2.05","82685","17866577000","38734"
"2005/12/28 (林埃)","301A1177","KOSPI 200 遣可记 0601 177.5","3.20","-0.70","4.20","4.35","2.92","18.00","3.20","17827","6104406000","16581"
"2005/12/28 (林埃)","301A1180","KOSPI 200 遣可记 0601 180.0","4.80","-0.90","6.20","6.20","4.50","18.00","4.80","5096","2532425000","5798"
"2005/12/28 (林埃)","301A1182","KOSPI 200 遣可记 0601 182.5","6.80","-0.95","8.00","8.10","6.45","19.00","6.80","9157","7035595000","5277"
"2005/12/28 (林埃)","301A1185","KOSPI 200 遣可记 0601 185.0","9.15","-0.95","10.20","10.35","8.70","22.00","9.15","531","478685000","2009"
"2005/12/28 (林埃)","301A1187","KOSPI 200 遣可记 0601 187.5","11.25","-1.25","12.65","12.85","11.15","16.00","11.25","321","394280000","327"
"2005/12/27 (林埃)","201A1137","KOSPI 200 妮可记 0601 137.5","37.40","1.05","36.80","37.55","36.80","64.00","37.40","541","2019425000","2197"
"2005/12/27 (林埃)","201A1140","KOSPI 200 妮可记 0601 140.0","34.25","0.40","34.25","34.25","34.25","3.00","34.25","1","3425000","1555"
"2005/12/27 (林埃)","201A1142","KOSPI 200 妮可记 0601 142.5",,"1.05","0.00","0.00","0.00","17.00","32.40","0","0","486"
"2005/12/27 (林埃)","201A1145","KOSPI 200 妮可记 0601 145.0",,"0.75","0.00","0.00","0.00","17.00","29.90","0","0","176"
"2005/12/27 (林埃)","201A1147","KOSPI 200 妮可记 0601 147.5",,"1.10","0.00","0.00","0.00","17.00","27.45","0","0","620"
"2005/12/27 (林埃)","201A1150","KOSPI 200 妮可记 0601 150.0","24.75","0.85","24.45","25.05","24.40","44.00","24.75","92","225410000","1988"
"2005/12/27 (林埃)","201A1152","KOSPI 200 妮可记 0601 152.5",,"0.90","0.00","0.00","0.00","17.00","22.45","0","0","1250"
"2005/12/27 (林埃)","201A1155","KOSPI 200 妮可记 0601 155.0","19.90","0.95","19.95","19.95","19.90","32.00","19.90","5","9955000","3326"
"2005/12/27 (林埃)","201A1157","KOSPI 200 妮可记 0601 157.5","17.70","1.45","16.80","17.70","16.80","34.00","17.70","18","30970000","3357"
"2005/12/27 (林埃)","201A1160","KOSPI 200 妮可记 0601 160.0","15.05","1.05","14.30","15.25","14.30","30.00","15.05","45","66600000","6905"
"2005/12/27 (林埃)","201A1162","KOSPI 200 妮可记 0601 162.5","12.60","0.95","12.00","12.90","12.00","26.00","12.60","147","184850000","9984"
"2005/12/27 (林埃)","201A1165","KOSPI 200 妮可记 0601 165.0","10.25","1.00","8.80","10.50","8.80","24.00","10.25","1154","1176765000","16848"
"2005/12/27 (林埃)","201A1167","KOSPI 200 妮可记 0601 167.5","8.05","1.00","7.35","8.20","7.20","23.00","8.05","2404","1901065000","29143"
"2005/12/27 (林埃)","201A1170","KOSPI 200 妮可记 0601 170.0","6.00","0.90","5.50","6.10","5.15","21.00","6.00","8608","4905960000","48859"
"2005/12/27 (林埃)","201A1172","KOSPI 200 妮可记 0601 172.5","4.10","0.70","3.70","4.20","3.45","19.50","4.10","14590","5684195000","71800"
"2005/12/27 (林埃)","201A1175","KOSPI 200 妮可记 0601 175.0","2.63","0.63","2.11","2.64","2.07","18.80","2.63","148666","36100936000","94755"
"2005/12/27 (林埃)","201A1177","KOSPI 200 妮可记 0601 177.5","1.49","0.39","1.21","1.49","1.11","17.80","1.49","543506","72920924000","117609"
"2005/12/27 (林埃)","201A1180","KOSPI 200 妮可记 0601 180.0","0.74","0.20","0.64","0.74","0.52","16.90","0.74","751069","47942860000","198949"
"2005/12/27 (林埃)","201A1182","KOSPI 200 妮可记 0601 182.5","0.32","0.10","0.24","0.32","0.21","16.50","0.32","543002","14550790000","257897"
"2005/12/27 (林埃)","201A1185","KOSPI 200 妮可记 0601 185.0","0.13","0.04","0.09","0.13","0.08","16.20","0.13","425261","4388416000","131512"
"2005/12/27 (林埃)","201A1187","KOSPI 200 妮可记 0601 187.5","0.04","0.01","0.04","0.05","0.03","15.90","0.04","171120","696000000","79163"
"2005/12/27 (林埃)","301A1137","KOSPI 200 遣可记 0601 137.5","0.01","0.00","0.01","0.01","0.01","40.20","0.01","494","494000","115731"
"2005/12/27 (林埃)","301A1140","KOSPI 200 遣可记 0601 140.0","0.01","0.00","0.01","0.01","0.01","37.40","0.01","102","102000","45384"
"2005/12/27 (林埃)","301A1142","KOSPI 200 遣可记 0601 142.5","0.01","0.00","0.01","0.01","0.01","34.40","0.01","18","18000","60529"
"2005/12/27 (林埃)","301A1145","KOSPI 200 遣可记 0601 145.0","0.01","0.00","0.01","0.01","0.01","31.80","0.01","16131","16131000","96399"
"2005/12/27 (林埃)","301A1147","KOSPI 200 遣可记 0601 147.5","0.02","0.01","0.02","0.02","0.01","31.40","0.02","30927","54609000","120670"
"2005/12/27 (林埃)","301A1150","KOSPI 200 遣可记 0601 150.0","0.02","-0.01","0.02","0.03","0.02","28.70","0.02","54558","116248000","138455"
"2005/12/27 (林埃)","301A1152","KOSPI 200 遣可记 0601 152.5","0.03","0.00","0.03","0.04","0.02","26.90","0.03","103054","309071000","110375"
"2005/12/27 (林埃)","301A1155","KOSPI 200 遣可记 0601 155.0","0.05","0.00","0.05","0.05","0.04","25.80","0.05","73289","336109000","116234"
"2005/12/27 (林埃)","301A1157","KOSPI 200 遣可记 0601 157.5","0.08","0.00","0.08","0.08","0.06","24.40","0.08","147656","1035037000","116361"
"2005/12/27 (林埃)","301A1160","KOSPI 200 遣可记 0601 160.0","0.12","-0.01","0.12","0.12","0.09","22.70","0.12","199359","2142416000","130095"
"2005/12/27 (林埃)","301A1162","KOSPI 200 遣可记 0601 162.5","0.18","-0.03","0.20","0.21","0.16","21.10","0.18","225334","4028972000","133268"
"2005/12/27 (林埃)","301A1165","KOSPI 200 遣可记 0601 165.0","0.32","-0.08","0.36","0.37","0.27","20.10","0.32","388084","12040314000","156867"
"2005/12/27 (林埃)","301A1167","KOSPI 200 遣可记 0601 167.5","0.58","-0.05","0.56","0.65","0.48","19.20","0.58","478453","26262051000","127347"
"2005/12/27 (林埃)","301A1170","KOSPI 200 遣可记 0601 170.0","0.93","-0.21","1.11","1.15","0.85","17.70","0.93","410518","38962160000","68980"
"2005/12/27 (林埃)","301A1172","KOSPI 200 遣可记 0601 172.5","1.60","-0.29","1.62","1.95","1.45","16.90","1.60","142211","22607125000","51877"
"2005/12/27 (林埃)","301A1175","KOSPI 200 遣可记 0601 175.0","2.58","-0.52","2.95","3.05","2.40","16.00","2.58","54021","13990596000","30339"
"2005/12/27 (林埃)","301A1177","KOSPI 200 遣可记 0601 177.5","3.90","-0.70","4.55","4.55","3.75","14.50","3.90","11946","4744395000","12541"
"2005/12/27 (林埃)","301A1180","KOSPI 200 遣可记 0601 180.0","5.70","-0.85","6.25","6.40","5.45","13.00","5.70","2413","1382520000","4241"
"2005/12/27 (林埃)","301A1182","KOSPI 200 遣可记 0601 182.5","7.75","-1.00","8.25","8.35","7.55","3.00","7.75","3806","2976640000","9411"
"2005/12/27 (林埃)","301A1185","KOSPI 200 遣可记 0601 185.0","10.10","-1.00","10.70","10.80","9.90","3.00","10.10","262","267080000","1817"
"2005/12/27 (林埃)","301A1187","KOSPI 200 遣可记 0601 187.5","12.50","-1.40","13.10","13.10","12.50","3.00","12.50","36","45385000","36"
"2005/12/26 (林埃)","201A1137","KOSPI 200 妮可记 0601 137.5","36.35","2.25","36.10","36.35","35.70","32.00","36.35","62","222495000","2163"
"2005/12/26 (林埃)","201A1140","KOSPI 200 妮可记 0601 140.0",,"0.85","0.00","0.00","0.00","16.20","33.85","0","0","1555"
"2005/12/26 (林埃)","201A1142","KOSPI 200 妮可记 0601 142.5","31.35","1.50","31.30","31.35","31.30","32.00","31.35","3","9395000","486"
"2005/12/26 (林埃)","201A1145","KOSPI 200 妮可记 0601 145.0","29.15","1.80","29.15","29.15","29.15","52.00","29.15","10","29150000","176"
"2005/12/26 (林埃)","201A1147","KOSPI 200 妮可记 0601 147.5","26.35","1.50","26.30","26.45","26.30","32.00","26.35","42","110675000","620"
"2005/12/26 (林埃)","201A1150","KOSPI 200 妮可记 0601 150.0","23.90","2.55","23.25","24.05","23.25","40.00","23.90","92","219010000","2072"
"2005/12/26 (林埃)","201A1152","KOSPI 200 妮可记 0601 152.5","21.55","1.95","21.55","21.55","21.55","40.00","21.55","3","6465000","1250"
"2005/12/26 (林埃)","201A1155","KOSPI 200 妮可记 0601 155.0","18.95","1.50","18.35","18.95","18.35","32.00","18.95","16","30050000","3327"
"2005/12/26 (林埃)","201A1157","KOSPI 200 妮可记 0601 157.5","16.25","1.20","15.20","16.60","15.20","24.00","16.25","17","27600000","3363"
"2005/12/26 (林埃)","201A1160","KOSPI 200 妮可记 0601 160.0","14.00","1.35","13.30","14.20","13.30","24.00","14.00","391","549225000","6905"
"2005/12/26 (林埃)","201A1162","KOSPI 200 妮可记 0601 162.5","11.65","1.30","11.60","11.75","11.15","24.00","11.65","196","225735000","10063"
"2005/12/26 (林埃)","201A1165","KOSPI 200 妮可记 0601 165.0","9.25","1.15","8.60","9.50","8.60","21.00","9.25","1970","1824155000","16982"
"2005/12/26 (林埃)","201A1167","KOSPI 200 妮可记 0601 167.5","7.05","0.90","6.20","7.35","6.20","19.50","7.05","5391","3826225000","29574"
"2005/12/26 (林埃)","201A1170","KOSPI 200 妮可记 0601 170.0","5.10","0.80","4.50","5.35","4.50","19.00","5.10","11112","5651180000","50069"
"2005/12/26 (林埃)","201A1172","KOSPI 200 妮可记 0601 172.5","3.40","0.65","2.81","3.60","2.81","18.00","3.40","35375","11978062000","72978"
"2005/12/26 (林埃)","201A1175","KOSPI 200 妮可记 0601 175.0","2.00","0.36","1.80","2.23","1.75","16.80","2.00","194225","40452268000","95945"
"2005/12/26 (林埃)","201A1177","KOSPI 200 妮可记 0601 177.5","1.10","0.22","0.97","1.23","0.94","16.40","1.10","556538","63115471000","130734"
"2005/12/26 (林埃)","201A1180","KOSPI 200 妮可记 0601 180.0","0.54","0.15","0.43","0.59","0.43","16.20","0.54","789434","41864543000","214580"
"2005/12/26 (林埃)","201A1182","KOSPI 200 妮可记 0601 182.5","0.22","0.07","0.17","0.24","0.16","15.70","0.22","551520","11625119000","232988"
"2005/12/26 (林埃)","201A1185","KOSPI 200 妮可记 0601 185.0","0.09","0.03","0.05","0.10","0.05","15.90","0.09","378626","2976767000","140949"
"2005/12/26 (林埃)","301A1137","KOSPI 200 遣可记 0601 137.5","0.01","0.00","0.01","0.01","0.01","38.40","0.01","287","287000","115666"
"2005/12/26 (林埃)","301A1140","KOSPI 200 遣可记 0601 140.0","0.01","0.00","0.01","0.01","0.01","35.50","0.01","520","520000","45284"
"2005/12/26 (林埃)","301A1142","KOSPI 200 遣可记 0601 142.5","0.01","0.00","0.01","0.01","0.01","32.80","0.01","4768","4768000","60541"
"2005/12/26 (林埃)","301A1145","KOSPI 200 遣可记 0601 145.0","0.01","0.00","0.01","0.02","0.01","30.10","0.01","123904","125458000","95268"
"2005/12/26 (林埃)","301A1147","KOSPI 200 遣可记 0601 147.5","0.01","-0.01","0.02","0.02","0.01","27.40","0.01","91276","176974000","118667"
"2005/12/26 (林埃)","301A1150","KOSPI 200 遣可记 0601 150.0","0.03","0.00","0.03","0.03","0.02","28.10","0.03","100736","278333000","162544"
"2005/12/26 (林埃)","301A1152","KOSPI 200 遣可记 0601 152.5","0.03","-0.02","0.05","0.05","0.03","25.20","0.03","114352","384698000","101474"
"2005/12/26 (林埃)","301A1155","KOSPI 200 遣可记 0601 155.0","0.05","-0.03","0.08","0.08","0.05","24.10","0.05","154630","879150000","123235"
"2005/12/26 (林埃)","301A1157","KOSPI 200 遣可记 0601 157.5","0.08","-0.07","0.12","0.12","0.07","22.80","0.08","172188","1499312000","116104"
"2005/12/26 (林埃)","301A1160","KOSPI 200 遣可记 0601 160.0","0.13","-0.11","0.20","0.20","0.12","21.30","0.13","222885","3372412000","153326"
"2005/12/26 (林埃)","301A1162","KOSPI 200 遣可记 0601 162.5","0.21","-0.16","0.35","0.35","0.20","19.80","0.21","329169","8602084000","138757"
"2005/12/26 (林埃)","301A1165","KOSPI 200 遣可记 0601 165.0","0.40","-0.26","0.55","0.59","0.37","19.20","0.40","500804","22662321000","114555"
"2005/12/26 (林埃)","301A1167","KOSPI 200 遣可记 0601 167.5","0.63","-0.51","1.06","1.06","0.63","17.60","0.63","423539","32849418000","92132"
"2005/12/26 (林埃)","301A1170","KOSPI 200 遣可记 0601 170.0","1.14","-0.72","1.75","1.75","1.14","17.00","1.14","218322","28441956000","60189"
"2005/12/26 (林埃)","301A1172","KOSPI 200 遣可记 0601 172.5","1.89","-0.86","2.55","2.55","1.89","16.10","1.89","53823","11292895000","35804"
"2005/12/26 (林埃)","301A1175","KOSPI 200 遣可记 0601 175.0","3.10","-1.10","4.10","4.10","3.00","15.50","3.10","18783","6135310000","20346"
"2005/12/26 (林埃)","301A1177","KOSPI 200 遣可记 0601 177.5","4.60","-1.30","5.65","5.65","4.50","14.50","4.60","4826","2324150000","6755"
"2005/12/26 (林埃)","301A1180","KOSPI 200 遣可记 0601 180.0","6.55","-1.35","7.55","7.55","6.35","13.00","6.55","1686","1121465000","3486"
"2005/12/26 (林埃)","301A1182","KOSPI 200 遣可记 0601 182.5","8.75","-1.40","10.15","10.15","8.55","8.00","8.75","5308","4654670000","6446"
"2005/12/26 (林埃)","301A1185","KOSPI 200 遣可记 0601 185.0","11.10","-1.45","11.10","11.70","10.95","3.00","11.10","1746","1921090000","1877"
"2005/12/23 (林埃)","201A1137","KOSPI 200 妮可记 0601 137.5","34.10","0.25","40.00","40.00","34.00","3.00","34.10","70","242820000","2154"
"2005/12/23 (林埃)","201A1140","KOSPI 200 妮可记 0601 140.0","33.00","1.70","36.00","36.00","31.55","48.00","33.00","11","36630000","1555"
"2005/12/23 (林埃)","201A1142","KOSPI 200 妮可记 0601 142.5",,"1.05","0.00","0.00","0.00","15.40","29.85","0","0","486"
"2005/12/23 (林埃)","201A1145","KOSPI 200 妮可记 0601 145.0",,"1.05","0.00","0.00","0.00","15.40","27.35","0","0","176"
"2005/12/23 (林埃)","201A1147","KOSPI 200 妮可记 0601 147.5",,"1.35","0.00","0.00","0.00","15.40","24.85","0","0","620"
"2005/12/23 (林埃)","201A1150","KOSPI 200 妮可记 0601 150.0","21.35","0.00","22.00","22.00","21.35","3.00","21.35","2","4335000","2025"
"2005/12/23 (林埃)","201A1152","KOSPI 200 妮可记 0601 152.5","19.60","1.20","19.60","19.60","19.05","3.00","19.60","13","25030000","1251"
"2005/12/23 (林埃)","201A1155","KOSPI 200 妮可记 0601 155.0",,"1.05","0.00","0.00","0.00","15.40","17.45","0","0","3333"
"2005/12/23 (林埃)","201A1157","KOSPI 200 妮可记 0601 157.5","15.05","1.45","14.50","15.10","14.35","16.00","15.05","10","14700000","3368"
"2005/12/23 (林埃)","201A1160","KOSPI 200 妮可记 0601 160.0","12.65","1.00","11.70","12.65","11.70","16.00","12.65","271","327950000","7182"
"2005/12/23 (林埃)","201A1162","KOSPI 200 妮可记 0601 162.5","10.35","0.95","9.40","10.35","9.40","18.00","10.35","127","126490000","10045"
