일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2010/12/30 (주간)","201F1225","코스피200 C 201101 225.0","46.50","1.05","46.80","46.80","46.40","56.00","46.50","262","1224545000","3102"
"2010/12/30 (주간)","201F1227","코스피200 C 201101 227.5","43.75","0.25","43.75","43.75","43.75","56.00","43.75","1","4375000","382"
"2010/12/30 (주간)","201F1230","코스피200 C 201101 230.0","42.50","1.05","42.50","42.50","42.50","60.00","42.50","18","76500000","1405"
"2010/12/30 (주간)","201F1232","코스피200 C 201101 232.5","39.65","1.10","39.65","39.65","39.65","56.00","39.65","1","3965000","214"
"2010/12/30 (주간)","201F1235","코스피200 C 201101 235.0","37.20","3.45","37.20","37.20","37.20","52.00","37.20","1","3720000","635"
"2010/12/30 (주간)","201F1237","코스피200 C 201101 237.5","34.75","1.25","34.70","35.15","34.70","48.00","34.75","3","10460000","2843"
"2010/12/30 (주간)","201F1240","코스피200 C 201101 240.0","33.00","2.15","31.35","33.00","31.35","52.00","33.00","9","29085000","790"
"2010/12/30 (주간)","201F1242","코스피200 C 201101 242.5","30.10","2.50","28.85","30.10","28.75","44.00","30.10","11","32540000","1453"
"2010/12/30 (주간)","201F1245","코스피200 C 201101 245.0","27.80","1.60","26.45","27.80","26.20","44.00","27.80","85","226230000","2781"
"2010/12/30 (주간)","201F1247","코스피200 C 201101 247.5","25.20","1.45","23.70","25.20","23.70","40.00","25.20","62","148290000","3225"
"2010/12/30 (주간)","201F1250","코스피200 C 201101 250.0","22.55","1.20","22.00","22.60","21.25","36.00","22.55","103","228760000","5786"
"2010/12/30 (주간)","201F1252","코스피200 C 201101 252.5","20.50","1.80","19.40","20.50","18.75","37.00","20.50","68","131460000","6458"
"2010/12/30 (주간)","201F1255","코스피200 C 201101 255.0","17.90","1.30","16.60","17.90","16.30","33.00","17.90","766","1290375000","18905"
"2010/12/30 (주간)","201F1257","코스피200 C 201101 257.5","15.50","1.30","14.35","15.50","13.95","30.00","15.50","1850","2736270000","16803"
"2010/12/30 (주간)","201F1260","코스피200 C 201101 260.0","13.15","1.30","11.85","13.15","11.60","28.00","13.15","2655","3234480000","34688"
"2010/12/30 (주간)","201F1262","코스피200 C 201101 262.5","10.90","1.40","9.50","10.90","9.35","25.00","10.90","2354","2314195000","41555"
"2010/12/30 (주간)","201F1265","코스피200 C 201101 265.0","8.35","0.80","7.60","8.50","7.25","21.00","8.35","13541","10468620000","54837"
"2010/12/30 (주간)","201F1267","코스피200 C 201101 267.5","6.45","1.05","5.25","6.45","5.25","19.80","6.45","46741","26600635000","53417"
"2010/12/30 (주간)","201F1270","코스피200 C 201101 270.0","4.70","0.80","3.80","4.70","3.70","18.50","4.70","115589","45894555000","110021"
"2010/12/30 (주간)","201F1272","코스피200 C 201101 272.5","3.05","0.61","2.44","3.05","2.36","16.60","3.05","646624","167444963000","175074"
"2010/12/30 (주간)","201F1275","코스피200 C 201101 275.0","1.77","0.33","1.48","1.79","1.38","15.00","1.77","801118","123124913000","122198"
"2010/12/30 (주간)","201F1277","코스피200 C 201101 277.5","0.95","0.20","0.79","0.96","0.72","14.10","0.95","794187","63815723000","153959"
"2010/12/30 (주간)","201F1280","코스피200 C 201101 280.0","0.42","0.05","0.37","0.46","0.34","13.20","0.42","738338","28108046000","166852"
"2010/12/30 (주간)","201F1282","코스피200 C 201101 282.5","0.19","0.01","0.18","0.20","0.14","13.10","0.19","429333","7341643000","235749"
"2010/12/30 (주간)","201F1285","코스피200 C 201101 285.0","0.07","0.00","0.07","0.09","0.06","12.60","0.07","270017","2047025000","172258"
"2010/12/30 (주간)","301F1225","코스피200 P 201101 225.0","0.01","-0.01","0.02","0.02","0.01","32.60","0.01","13099","16919000","184552"
"2010/12/30 (주간)","301F1227","코스피200 P 201101 227.5","0.02","0.00","0.01","0.02","0.01","32.90","0.02","4230","8407000","80140"
"2010/12/30 (주간)","301F1230","코스피200 P 201101 230.0","0.02","0.00","0.02","0.03","0.01","31.10","0.02","39827","81107000","95169"
"2010/12/30 (주간)","301F1232","코스피200 P 201101 232.5","0.04","0.01","0.03","0.04","0.02","31.60","0.04","28699","89909000","68608"
"2010/12/30 (주간)","301F1235","코스피200 P 201101 235.0","0.04","0.01","0.03","0.05","0.02","29.60","0.04","31089","106755000","107062"
"2010/12/30 (주간)","301F1237","코스피200 P 201101 237.5","0.04","0.00","0.04","0.05","0.03","27.60","0.04","18904","77550000","66643"
"2010/12/30 (주간)","301F1240","코스피200 P 201101 240.0","0.05","0.00","0.05","0.06","0.04","26.40","0.05","31321","156886000","98495"
"2010/12/30 (주간)","301F1242","코스피200 P 201101 242.5","0.06","0.00","0.06","0.08","0.05","25.20","0.06","39940","250661000","72772"
"2010/12/30 (주간)","301F1245","코스피200 P 201101 245.0","0.07","0.00","0.06","0.09","0.06","23.60","0.07","43344","321064000","85141"
"2010/12/30 (주간)","301F1247","코스피200 P 201101 247.5","0.07","-0.02","0.08","0.11","0.07","21.40","0.07","117757","1044775000","91093"
"2010/12/30 (주간)","301F1250","코스피200 P 201101 250.0","0.10","-0.04","0.13","0.14","0.10","20.60","0.10","132213","1519832000","169615"
"2010/12/30 (주간)","301F1252","코스피200 P 201101 252.5","0.14","-0.02","0.16","0.18","0.13","19.40","0.14","300016","4685587000","99035"
"2010/12/30 (주간)","301F1255","코스피200 P 201101 255.0","0.18","-0.05","0.21","0.25","0.17","18.10","0.18","304179","6109311000","188541"
"2010/12/30 (주간)","301F1257","코스피200 P 201101 257.5","0.22","-0.13","0.31","0.35","0.22","16.40","0.22","364906","10475254000","165243"
"2010/12/30 (주간)","301F1260","코스피200 P 201101 260.0","0.33","-0.15","0.45","0.52","0.33","15.40","0.33","484237","20773964000","132153"
"2010/12/30 (주간)","301F1262","코스피200 P 201101 262.5","0.51","-0.25","0.76","0.79","0.50","14.40","0.51","514156","33790867000","96388"
"2010/12/30 (주간)","301F1265","코스피200 P 201101 265.0","0.71","-0.43","1.10","1.20","0.71","12.80","0.71","591185","60124493000","101818"
