일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2016/12/29 (주간)","301M1260","코스피200 P 201701 260.0","2.31","0.20","2.42","2.78","2.14","11.00","2.31","30435","37010345000","7750"
"2016/12/29 (주간)","301M1262","코스피200 P 201701 262.5","3.84","0.21","3.97","4.47","3.62","11.00","3.84","1794","3576130000","2024"
"2016/12/29 (주간)","301M1265","코스피200 P 201701 265.0","5.85","0.04","6.00","6.57","5.59","13.00","5.85","109","326300000","471"
"2016/12/29 (주간)","301M1267","코스피200 P 201701 267.5","7.90","-0.12","8.91","8.91","7.90","13.00","7.90","42","174420000","74"
"2016/12/29 (주간)","301M1270","코스피200 P 201701 270.0",,"0.00","0.00","0.00","0.00","11.00","9.94","0","0","305"
"2016/12/29 (주간)","301M1272","코스피200 P 201701 272.5",,"0.00","0.00","0.00","0.00","11.00","12.40","0","0","15"
"2016/12/29 (주간)","301M1275","코스피200 P 201701 275.0",,"0.00","0.00","0.00","0.00","11.00","14.85","0","0","6"
"2016/12/29 (주간)","301M1277","코스피200 P 201701 277.5",,"0.00","0.00","0.00","0.00","11.00","17.35","0","0","6"
"2016/12/29 (주간)","301M1280","코스피200 P 201701 280.0",,"0.00","0.00","0.00","0.00","11.00","19.85","0","0","4"
"2016/12/29 (주간)","301M1282","코스피200 P 201701 282.5",,"0.00","0.00","0.00","0.00","11.00","22.35","0","0","3"
"2016/12/29 (주간)","301M1285","코스피200 P 201701 285.0",,"0.00","0.00","0.00","0.00","11.00","24.85","0","0","8"
"2016/12/29 (주간)","301M1287","코스피200 P 201701 287.5",,"0.00","0.00","0.00","0.00","11.00","27.35","0","0","3"
"2016/12/29 (주간)","301M1290","코스피200 P 201701 290.0","30.40","0.05","31.10","31.10","30.40","32.00","30.40","3","46050000","1261"
"2016/12/29 (주간)","301M1292","코스피200 P 201701 292.5",,"0.00","0.00","0.00","0.00","11.00","32.35","0","0","9"
"2016/12/28 (주간)","201M1217","코스피200 C 201701 217.5",,"0.00","0.00","0.00","0.00","8.00","42.35","0","0","1167"
"2016/12/28 (주간)","201M1220","코스피200 C 201701 220.0",,"0.00","0.00","0.00","0.00","8.00","39.85","0","0","163"
"2016/12/28 (주간)","201M1222","코스피200 C 201701 222.5",,"0.00","0.00","0.00","0.00","8.00","37.35","0","0","3"
"2016/12/28 (주간)","201M1225","코스피200 C 201701 225.0",,"0.00","0.00","0.00","0.00","8.00","34.85","0","0","5"
"2016/12/28 (주간)","201M1227","코스피200 C 201701 227.5","32.10","0.80","32.10","32.10","32.10","3.00","32.10","2","32100000","4"
"2016/12/28 (주간)","201M1230","코스피200 C 201701 230.0",,"0.00","0.00","0.00","0.00","8.00","29.85","0","0","6"
"2016/12/28 (주간)","201M1232","코스피200 C 201701 232.5",,"0.00","0.00","0.00","0.00","8.00","27.35","0","0","4"
"2016/12/28 (주간)","201M1235","코스피200 C 201701 235.0",,"0.00","0.00","0.00","0.00","8.00","24.85","0","0","14"
"2016/12/28 (주간)","201M1237","코스피200 C 201701 237.5",,"0.00","0.00","0.00","0.00","8.00","22.35","0","0","20"
"2016/12/28 (주간)","201M1240","코스피200 C 201701 240.0",,"0.00","0.00","0.00","0.00","8.00","19.85","0","0","301"
"2016/12/28 (주간)","201M1242","코스피200 C 201701 242.5","17.50","1.20","17.60","17.60","17.50","3.00","17.50","10","87750000","105"
"2016/12/28 (주간)","201M1245","코스피200 C 201701 245.0","14.65","0.95","14.50","15.20","14.50","3.00","14.65","14","103225000","243"
"2016/12/28 (주간)","201M1247","코스피200 C 201701 247.5","12.30","1.00","12.40","12.50","12.20","3.00","12.30","10","61675000","236"
"2016/12/28 (주간)","201M1250","코스피200 C 201701 250.0","9.85","0.99","9.75","10.30","9.57","3.00","9.85","39","191115000","1028"
"2016/12/28 (주간)","201M1252","코스피200 C 201701 252.5","7.35","0.68","7.29","7.98","7.29","4.00","7.35","206","775770000","2366"
"2016/12/28 (주간)","201M1255","코스피200 C 201701 255.0","5.38","0.71","5.50","5.75","5.09","9.00","5.38","510","1381390000","5604"
"2016/12/28 (주간)","201M1257","코스피200 C 201701 257.5","3.42","0.53","3.25","3.75","3.21","9.00","3.42","10663","18426955000","11551"
"2016/12/28 (주간)","201M1260","코스피200 C 201701 260.0","1.80","0.24","1.80","2.13","1.76","8.00","1.80","55820","53839795000","21247"
"2016/12/28 (주간)","201M1262","코스피200 C 201701 262.5","0.85","0.12","0.86","1.03","0.82","8.00","0.85","72824","33524270000","25855"
"2016/12/28 (주간)","201M1265","코스피200 C 201701 265.0","0.35","0.06","0.34","0.43","0.33","8.00","0.35","78332","14780395000","28552"
"2016/12/28 (주간)","201M1267","코스피200 C 201701 267.5","0.13","0.02","0.12","0.17","0.12","9.00","0.13","59003","4164645000","33180"
"2016/12/28 (주간)","201M1270","코스피200 C 201701 270.0","0.04","0.00","0.04","0.07","0.04","9.00","0.04","30050","774865000","39623"
"2016/12/28 (주간)","201M1272","코스피200 C 201701 272.5","0.03","0.01","0.02","0.03","0.02","10.00","0.03","5742","62280000","33110"
"2016/12/28 (주간)","201M1275","코스피200 C 201701 275.0","0.01","0.00","0.01","0.02","0.01","10.00","0.01","4949","28560000","18480"
"2016/12/28 (주간)","201M1277","코스피200 C 201701 277.5","0.01","0.00","0.01","0.01","0.01","12.00","0.01","1472","7360000","20183"
"2016/12/28 (주간)","201M1280","코스피200 C 201701 280.0","0.01","0.00","0.01","0.01","0.01","13.00","0.01","15","75000","12395"
"2016/12/28 (주간)","201M1282","코스피200 C 201701 282.5",,"0.00","0.00","0.00","0.00","8.00","0.01","0","0","5514"
"2016/12/28 (주간)","201M1285","코스피200 C 201701 285.0","0.01","0.00","0.01","0.01","0.01","14.00","0.01","1","5000","7005"
"2016/12/28 (주간)","201M1287","코스피200 C 201701 287.5",,"0.00","0.00","0.00","0.00","8.00","0.01","0","0","1751"
"2016/12/28 (주간)","201M1290","코스피200 C 201701 290.0","0.01","0.00","0.01","0.01","0.01","19.00","0.01","1","5000","2471"
"2016/12/28 (주간)","201M1292","코스피200 C 201701 292.5",,"0.00","0.00","0.00","0.00","8.00","0.01","0","0","149"
"2016/12/28 (주간)","301M1217","코스피200 P 201701 217.5","0.01","0.00","0.01","0.02","0.01","30.00","0.01","13237","71345000","47233"
"2016/12/28 (주간)","301M1220","코스피200 P 201701 220.0","0.01","0.00","0.01","0.02","0.01","28.00","0.01","4828","24230000","51241"
"2016/12/28 (주간)","301M1222","코스피200 P 201701 222.5","0.02","0.00","0.02","0.02","0.01","28.00","0.02","106","1010000","18163"
"2016/12/28 (주간)","301M1225","코스피200 P 201701 225.0","0.01","-0.01","0.02","0.02","0.01","25.00","0.01","1682","16375000","17640"
"2016/12/28 (주간)","301M1227","코스피200 P 201701 227.5","0.02","0.00","0.02","0.02","0.01","24.00","0.02","6035","59400000","15735"
"2016/12/28 (주간)","301M1230","코스피200 P 201701 230.0","0.02","-0.01","0.03","0.03","0.02","23.00","0.02","442","5180000","12542"
"2016/12/28 (주간)","301M1232","코스피200 P 201701 232.5","0.03","-0.01","0.03","0.04","0.03","22.00","0.03","5427","81500000","13875"
"2016/12/28 (주간)","301M1235","코스피200 P 201701 235.0","0.04","-0.01","0.04","0.04","0.03","21.00","0.04","4147","83010000","13069"
"2016/12/28 (주간)","301M1237","코스피200 P 201701 237.5","0.05","-0.01","0.04","0.05","0.04","19.00","0.05","1917","41845000","17204"
"2016/12/28 (주간)","301M1240","코스피200 P 201701 240.0","0.05","-0.02","0.05","0.06","0.05","17.00","0.05","4016","105445000","19346"
"2016/12/28 (주간)","301M1242","코스피200 P 201701 242.5","0.07","-0.01","0.07","0.08","0.06","16.00","0.07","12826","449535000","23855"
"2016/12/28 (주간)","301M1245","코스피200 P 201701 245.0","0.09","-0.02","0.09","0.11","0.08","15.00","0.09","13299","625820000","27713"
"2016/12/28 (주간)","301M1247","코스피200 P 201701 247.5","0.13","-0.04","0.13","0.15","0.12","13.00","0.13","17241","1159765000","30190"
"2016/12/28 (주간)","301M1250","코스피200 P 201701 250.0","0.21","-0.09","0.23","0.24","0.20","12.00","0.21","36043","3960425000","32426"
"2016/12/28 (주간)","301M1252","코스피200 P 201701 252.5","0.35","-0.16","0.40","0.43","0.34","11.00","0.35","56886","11030630000","21692"
"2016/12/28 (주간)","301M1255","코스피200 P 201701 255.0","0.64","-0.27","0.76","0.79","0.62","10.00","0.64","53064","18599710000","22396"
"2016/12/28 (주간)","301M1257","코스피200 P 201701 257.5","1.19","-0.41","1.39","1.42","1.11","10.00","1.19","47921","30230415000","14607"
"2016/12/28 (주간)","301M1260","코스피200 P 201701 260.0","2.11","-0.65","2.43","2.47","1.99","9.00","2.11","28479","31593110000","7232"
"2016/12/28 (주간)","301M1262","코스피200 P 201701 262.5","3.63","-0.79","3.94","4.02","3.40","9.00","3.63","3019","5556505000","1940"
"2016/12/28 (주간)","301M1265","코스피200 P 201701 265.0","5.81","-0.87","5.70","6.00","5.30","11.00","5.81","337","948690000","433"
"2016/12/28 (주간)","301M1267","코스피200 P 201701 267.5","8.02","-0.88","7.70","8.04","7.60","14.00","8.02","6","23470000","64"
"2016/12/28 (주간)","301M1270","코스피200 P 201701 270.0","10.45","-0.85","10.20","10.45","10.00","16.00","10.45","20","110175000","305"
"2016/12/28 (주간)","301M1272","코스피200 P 201701 272.5","12.55","-1.15","12.55","12.55","12.55","18.00","12.55","5","31375000","15"
"2016/12/28 (주간)","301M1275","코스피200 P 201701 275.0",,"0.00","0.00","0.00","0.00","10.00","15.15","0","0","6"
"2016/12/28 (주간)","301M1277","코스피200 P 201701 277.5",,"0.00","0.00","0.00","0.00","10.00","17.65","0","0","6"
"2016/12/28 (주간)","301M1280","코스피200 P 201701 280.0",,"0.00","0.00","0.00","0.00","10.00","20.10","0","0","4"
"2016/12/28 (주간)","301M1282","코스피200 P 201701 282.5",,"0.00","0.00","0.00","0.00","10.00","22.60","0","0","3"
"2016/12/28 (주간)","301M1285","코스피200 P 201701 285.0",,"0.00","0.00","0.00","0.00","10.00","25.10","0","0","8"
"2016/12/28 (주간)","301M1287","코스피200 P 201701 287.5",,"0.00","0.00","0.00","0.00","10.00","27.60","0","0","3"
"2016/12/28 (주간)","301M1290","코스피200 P 201701 290.0","30.35","-0.95","30.25","30.35","30.25","32.00","30.35","4","60600000","1261"
"2016/12/28 (주간)","301M1292","코스피200 P 201701 292.5",,"0.00","0.00","0.00","0.00","10.00","32.60","0","0","9"
"2016/12/27 (주간)","201M1217","코스피200 C 201701 217.5",,"0.00","0.00","0.00","0.00","9.00","41.25","0","0","1167"
"2016/12/27 (주간)","201M1220","코스피200 C 201701 220.0","38.70","0.50","38.70","38.70","38.70","32.00","38.70","2","38700000","163"
"2016/12/27 (주간)","201M1222","코스피200 C 201701 222.5",,"0.00","0.00","0.00","0.00","9.00","36.25","0","0","3"
"2016/12/27 (주간)","201M1225","코스피200 C 201701 225.0",,"0.00","0.00","0.00","0.00","9.00","33.80","0","0","5"
"2016/12/27 (주간)","201M1227","코스피200 C 201701 227.5",,"0.00","0.00","0.00","0.00","9.00","31.30","0","0","3"
"2016/12/27 (주간)","201M1230","코스피200 C 201701 230.0",,"0.00","0.00","0.00","0.00","9.00","28.80","0","0","6"
"2016/12/27 (주간)","201M1232","코스피200 C 201701 232.5",,"0.00","0.00","0.00","0.00","9.00","26.30","0","0","4"
"2016/12/27 (주간)","201M1235","코스피200 C 201701 235.0",,"0.00","0.00","0.00","0.00","9.00","23.80","0","0","14"
"2016/12/27 (주간)","201M1237","코스피200 C 201701 237.5",,"0.00","0.00","0.00","0.00","9.00","21.30","0","0","20"
"2016/12/27 (주간)","201M1240","코스피200 C 201701 240.0",,"0.00","0.00","0.00","0.00","9.00","18.80","0","0","301"
"2016/12/27 (주간)","201M1242","코스피200 C 201701 242.5",,"0.00","0.00","0.00","0.00","9.00","16.30","0","0","105"
"2016/12/27 (주간)","201M1245","코스피200 C 201701 245.0","13.70","0.35","13.70","13.70","13.70","14.00","13.70","2","13700000","245"
"2016/12/27 (주간)","201M1247","코스피200 C 201701 247.5",,"0.00","0.00","0.00","0.00","9.00","11.30","0","0","235"
"2016/12/27 (주간)","201M1250","코스피200 C 201701 250.0","8.86","0.26","9.00","9.00","8.85","3.00","8.86","7","31285000","1027"
"2016/12/27 (주간)","201M1252","코스피200 C 201701 252.5","6.67","0.32","6.25","6.81","6.25","10.00","6.67","249","820945000","2476"
"2016/12/27 (주간)","201M1255","코스피200 C 201701 255.0","4.67","0.41","4.32","4.70","4.29","10.00","4.67","579","1301465000","5681"
"2016/12/27 (주간)","201M1257","코스피200 C 201701 257.5","2.89","0.32","2.55","2.92","2.55","9.00","2.89","12640","17460430000","11818"
"2016/12/27 (주간)","201M1260","코스피200 C 201701 260.0","1.56","0.21","1.35","1.57","1.33","9.00","1.56","27941","20496710000","21221"
"2016/12/27 (주간)","201M1262","코스피200 C 201701 262.5","0.73","0.11","0.61","0.75","0.60","9.00","0.73","31874","10801205000","25863"
"2016/12/27 (주간)","201M1265","코스피200 C 201701 265.0","0.29","0.03","0.24","0.31","0.24","9.00","0.29","34051","4741840000","28720"
"2016/12/27 (주간)","201M1267","코스피200 C 201701 267.5","0.11","0.01","0.09","0.12","0.09","9.00","0.11","21141","1102005000","32966"
"2016/12/27 (주간)","201M1270","코스피200 C 201701 270.0","0.04","0.00","0.03","0.05","0.03","9.00","0.04","13658","274070000","35761"
"2016/12/27 (주간)","201M1272","코스피200 C 201701 272.5","0.02","0.00","0.02","0.03","0.01","10.00","0.02","12139","121050000","32112"
"2016/12/27 (주간)","201M1275","코스피200 C 201701 275.0","0.01","0.00","0.01","0.02","0.01","11.00","0.01","5192","25965000","17805"
"2016/12/27 (주간)","201M1277","코스피200 C 201701 277.5","0.01","0.00","0.01","0.01","0.01","12.00","0.01","9","45000","19793"
"2016/12/27 (주간)","201M1280","코스피200 C 201701 280.0","0.01","0.00","0.01","0.01","0.01","14.00","0.01","10","50000","12398"
"2016/12/27 (주간)","201M1282","코스피200 C 201701 282.5","0.01","0.00","0.01","0.01","0.01","15.00","0.01","2","10000","5514"
"2016/12/27 (주간)","201M1285","코스피200 C 201701 285.0","0.01","0.00","0.01","0.01","0.01","16.00","0.01","1","5000","7005"
"2016/12/27 (주간)","201M1287","코스피200 C 201701 287.5",,"0.00","0.00","0.00","0.00","9.00","0.01","0","0","1751"
"2016/12/27 (주간)","201M1290","코스피200 C 201701 290.0","0.01","0.00","0.01","0.01","0.01","19.00","0.01","2","10000","2471"
"2016/12/27 (주간)","201M1292","코스피200 C 201701 292.5","0.01","0.00","0.01","0.01","0.01","20.00","0.01","1","5000","149"
"2016/12/27 (주간)","301M1217","코스피200 P 201701 217.5","0.01","0.00","0.01","0.02","0.01","28.00","0.01","659","3460000","46036"
"2016/12/27 (주간)","301M1220","코스피200 P 201701 220.0","0.01","0.00","0.01","0.02","0.01","27.00","0.01","114","635000","49027"
"2016/12/27 (주간)","301M1222","코스피200 P 201701 222.5","0.02","0.01","0.02","0.02","0.01","27.00","0.02","1349","13485000","18192"
"2016/12/27 (주간)","301M1225","코스피200 P 201701 225.0","0.02","0.00","0.02","0.02","0.01","25.00","0.02","5973","59525000","16691"
"2016/12/27 (주간)","301M1227","코스피200 P 201701 227.5","0.02","0.00","0.03","0.03","0.02","23.00","0.02","537","5730000","13075"
"2016/12/27 (주간)","301M1230","코스피200 P 201701 230.0","0.03","0.00","0.03","0.03","0.02","22.00","0.03","1163","17340000","12659"
"2016/12/27 (주간)","301M1232","코스피200 P 201701 232.5","0.04","0.00","0.03","0.04","0.03","21.00","0.04","685","11705000","14680"
"2016/12/27 (주간)","301M1235","코스피200 P 201701 235.0","0.05","0.01","0.04","0.05","0.03","20.00","0.05","3689","73820000","11468"
"2016/12/27 (주간)","301M1237","코스피200 P 201701 237.5","0.06","0.01","0.05","0.06","0.04","18.00","0.06","4479","111185000","17738"
"2016/12/27 (주간)","301M1240","코스피200 P 201701 240.0","0.07","0.01","0.06","0.07","0.05","17.00","0.07","3466","103915000","20839"
"2016/12/27 (주간)","301M1242","코스피200 P 201701 242.5","0.08","0.00","0.08","0.08","0.07","15.00","0.08","4673","175510000","23256"
"2016/12/27 (주간)","301M1245","코스피200 P 201701 245.0","0.11","0.00","0.11","0.11","0.09","14.00","0.11","7884","405510000","27703"
"2016/12/27 (주간)","301M1247","코스피200 P 201701 247.5","0.17","0.00","0.16","0.17","0.14","13.00","0.17","10117","770845000","29589"
"2016/12/27 (주간)","301M1250","코스피200 P 201701 250.0","0.30","0.01","0.27","0.30","0.23","12.00","0.30","19084","2473160000","32526"
"2016/12/27 (주간)","301M1252","코스피200 P 201701 252.5","0.51","-0.03","0.51","0.54","0.44","11.00","0.51","21876","5301340000","20353"
"2016/12/27 (주간)","301M1255","코스피200 P 201701 255.0","0.91","-0.07","0.98","1.00","0.84","10.00","0.91","22340","10142690000","21373"
"2016/12/27 (주간)","301M1257","코스피200 P 201701 257.5","1.60","-0.20","1.79","1.80","1.55","9.00","1.60","19158","15792715000","13336"
"2016/12/27 (주간)","301M1260","코스피200 P 201701 260.0","2.76","-0.26","3.04","3.06","2.70","9.00","2.76","8891","12653445000","6376"
"2016/12/27 (주간)","301M1262","코스피200 P 201701 262.5","4.42","-0.40","4.77","4.80","4.37","9.00","4.42","296","672330000","1611"
"2016/12/27 (주간)","301M1265","코스피200 P 201701 265.0","6.68","-0.28","6.97","6.97","6.44","11.00","6.68","66","218410000","373"
"2016/12/27 (주간)","301M1267","코스피200 P 201701 267.5","8.90","-0.49","8.90","8.90","8.90","11.00","8.90","1","4450000","67"
"2016/12/27 (주간)","301M1270","코스피200 P 201701 270.0","11.30","-0.50","11.45","11.45","11.30","8.00","11.30","5","28325000","307"
"2016/12/27 (주간)","301M1272","코스피200 P 201701 272.5",,"0.00","0.00","0.00","0.00","10.00","13.70","0","0","15"
"2016/12/27 (주간)","301M1275","코스피200 P 201701 275.0",,"0.00","0.00","0.00","0.00","10.00","16.20","0","0","6"
"2016/12/27 (주간)","301M1277","코스피200 P 201701 277.5",,"0.00","0.00","0.00","0.00","10.00","18.70","0","0","6"
"2016/12/27 (주간)","301M1280","코스피200 P 201701 280.0",,"0.00","0.00","0.00","0.00","10.00","21.20","0","0","4"
"2016/12/27 (주간)","301M1282","코스피200 P 201701 282.5",,"0.00","0.00","0.00","0.00","10.00","23.70","0","0","3"
"2016/12/27 (주간)","301M1285","코스피200 P 201701 285.0",,"0.00","0.00","0.00","0.00","10.00","26.20","0","0","8"
"2016/12/27 (주간)","301M1287","코스피200 P 201701 287.5",,"0.00","0.00","0.00","0.00","10.00","28.70","0","0","3"
"2016/12/27 (주간)","301M1290","코스피200 P 201701 290.0","31.30","-0.35","31.30","31.30","31.30","16.00","31.30","2","31300000","1261"
"2016/12/27 (주간)","301M1292","코스피200 P 201701 292.5",,"0.00","0.00","0.00","0.00","10.00","33.70","0","0","9"
"2016/12/26 (주간)","201M1217","코스피200 C 201701 217.5",,"0.00","0.00","0.00","0.00","9.00","40.70","0","0","1167"
"2016/12/26 (주간)","201M1220","코스피200 C 201701 220.0","38.20","0.30","38.20","38.20","38.20","32.00","38.20","2","38200000","161"
"2016/12/26 (주간)","201M1222","코스피200 C 201701 222.5",,"0.00","0.00","0.00","0.00","9.00","35.70","0","0","3"
"2016/12/26 (주간)","201M1225","코스피200 C 201701 225.0",,"0.00","0.00","0.00","0.00","9.00","33.20","0","0","5"
"2016/12/26 (주간)","201M1227","코스피200 C 201701 227.5",,"0.00","0.00","0.00","0.00","9.00","30.70","0","0","3"
"2016/12/26 (주간)","201M1230","코스피200 C 201701 230.0","28.30","0.40","28.30","28.30","28.30","16.00","28.30","1","14150000","6"
"2016/12/26 (주간)","201M1232","코스피200 C 201701 232.5","25.85","0.45","25.85","25.85","25.85","16.00","25.85","1","12925000","4"
"2016/12/26 (주간)","201M1235","코스피200 C 201701 235.0","23.35","0.45","23.35","23.35","23.35","24.00","23.35","1","11675000","14"
"2016/12/26 (주간)","201M1237","코스피200 C 201701 237.5","20.85","0.40","20.85","20.85","20.85","16.00","20.85","1","10425000","20"
"2016/12/26 (주간)","201M1240","코스피200 C 201701 240.0","18.45","0.45","18.45","18.45","18.45","16.00","18.45","1","9225000","301"
"2016/12/26 (주간)","201M1242","코스피200 C 201701 242.5","16.00","0.35","16.00","16.00","16.00","16.00","16.00","1","8000000","105"
"2016/12/26 (주간)","201M1245","코스피200 C 201701 245.0","13.35","0.20","13.55","13.55","13.35","14.00","13.35","4","26925000","246"
"2016/12/26 (주간)","201M1247","코스피200 C 201701 247.5","10.90","-0.10","11.05","11.05","10.90","14.00","10.90","8","43975000","235"
"2016/12/26 (주간)","201M1250","코스피200 C 201701 250.0","8.60","0.35","8.73","8.73","8.49","12.00","8.60","44","187675000","1025"
"2016/12/26 (주간)","201M1252","코스피200 C 201701 252.5","6.35","0.15","6.22","6.50","6.05","11.00","6.35","54","170335000","2377"
