일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2012/12/28 (주간)","201H1227","코스피200 C 201301 227.5","36.35","0.90","36.85","37.15","36.35","3.00","36.35","8","145625000","1209"
"2012/12/28 (주간)","201H1230","코스피200 C 201301 230.0","34.50","1.70","34.50","34.50","34.50","48.00","34.50","1","17250000","182"
"2012/12/28 (주간)","201H1232","코스피200 C 201301 232.5","32.00","1.25","32.00","32.00","32.00","44.00","32.00","1","16000000","44"
"2012/12/28 (주간)","201H1235","코스피200 C 201301 235.0","29.55","1.25","29.55","29.55","29.55","44.00","29.55","1","14775000","74"
"2012/12/28 (주간)","201H1237","코스피200 C 201301 237.5","27.25","1.95","27.25","27.25","27.25","40.00","27.25","8","109000000","102"
"2012/12/28 (주간)","201H1240","코스피200 C 201301 240.0","24.75","1.25","24.05","24.75","24.05","16.00","24.75","15","182675000","507"
"2012/12/28 (주간)","201H1242","코스피200 C 201301 242.5","22.25","1.85","21.30","22.25","21.30","32.00","22.25","12","132825000","349"
"2012/12/28 (주간)","201H1245","코스피200 C 201301 245.0","19.90","1.65","19.35","19.90","19.20","30.00","19.90","23","224800000","649"
"2012/12/28 (주간)","201H1247","코스피200 C 201301 247.5","17.00","1.15","17.05","17.50","17.00","16.00","17.00","30","258700000","692"
"2012/12/28 (주간)","201H1250","코스피200 C 201301 250.0","15.05","1.50","14.05","15.10","14.05","26.00","15.05","148","1096250000","1520"
"2012/12/28 (주간)","201H1252","코스피200 C 201301 252.5","12.30","1.20","11.10","12.75","11.10","20.00","12.30","253","1503375000","2178"
"2012/12/28 (주간)","201H1255","코스피200 C 201301 255.0","10.35","1.55","9.10","10.45","9.10","21.00","10.35","872","4299675000","2754"
"2012/12/28 (주간)","201H1257","코스피200 C 201301 257.5","8.15","1.40","6.90","8.30","6.85","19.00","8.15","1358","5199875000","3896"
"2012/12/28 (주간)","201H1260","코스피200 C 201301 260.0","6.15","1.30","5.10","6.25","4.95","18.00","6.15","5340","15258875000","11524"
"2012/12/28 (주간)","201H1262","코스피200 C 201301 262.5","4.35","1.05","3.45","4.45","3.30","16.80","4.35","14142","28329275000","13051"
"2012/12/28 (주간)","201H1265","코스피200 C 201301 265.0","2.85","0.74","2.16","2.99","2.11","15.80","2.85","136491","180434390000","29472"
"2012/12/28 (주간)","201H1267","코스피200 C 201301 267.5","1.72","0.50","1.24","1.81","1.20","14.90","1.72","146822","115938210000","21574"
"2012/12/28 (주간)","201H1270","코스피200 C 201301 270.0","0.92","0.29","0.63","1.00","0.60","14.10","0.92","180774","77026130000","29824"
"2012/12/28 (주간)","201H1272","코스피200 C 201301 272.5","0.46","0.15","0.28","0.50","0.28","13.80","0.46","147794","31216910000","29987"
"2012/12/28 (주간)","201H1275","코스피200 C 201301 275.0","0.21","0.08","0.13","0.24","0.12","13.70","0.21","105358","10337970000","31938"
"2012/12/28 (주간)","201H1277","코스피200 C 201301 277.5","0.10","0.03","0.06","0.12","0.06","13.90","0.10","63214","3013660000","22436"
"2012/12/28 (주간)","201H1280","코스피200 C 201301 280.0","0.06","0.02","0.04","0.07","0.03","14.60","0.06","47453","1338105000","37364"
"2012/12/28 (주간)","301H1227","코스피200 P 201301 227.5","0.05","0.00","0.04","0.07","0.04","32.70","0.05","9869","254225000","44751"
"2012/12/28 (주간)","301H1230","코스피200 P 201301 230.0","0.06","0.01","0.05","0.07","0.05","31.30","0.06","7726","245085000","17746"
"2012/12/28 (주간)","301H1232","코스피200 P 201301 232.5","0.07","0.00","0.06","0.09","0.06","30.00","0.07","7479","259025000","14923"
"2012/12/28 (주간)","301H1235","코스피200 P 201301 235.0","0.09","0.00","0.08","0.10","0.07","28.60","0.09","12556","554700000","20809"
"2012/12/28 (주간)","301H1237","코스피200 P 201301 237.5","0.10","-0.01","0.10","0.12","0.08","26.80","0.10","15478","756660000","20095"
"2012/12/28 (주간)","301H1240","코스피200 P 201301 240.0","0.13","0.00","0.12","0.13","0.10","25.70","0.13","19480","1129635000","16555"
"2012/12/28 (주간)","301H1242","코스피200 P 201301 242.5","0.14","-0.01","0.15","0.16","0.12","23.60","0.14","27443","1869745000","21257"
"2012/12/28 (주간)","301H1245","코스피200 P 201301 245.0","0.17","-0.02","0.18","0.19","0.15","21.80","0.17","24531","2050755000","20898"
"2012/12/28 (주간)","301H1247","코스피200 P 201301 247.5","0.23","-0.02","0.24","0.24","0.19","20.80","0.23","32986","3576820000","21230"
"2012/12/28 (주간)","301H1250","코스피200 P 201301 250.0","0.30","-0.04","0.34","0.34","0.26","19.10","0.30","42560","6241495000","27367"
"2012/12/28 (주간)","301H1252","코스피200 P 201301 252.5","0.41","-0.10","0.49","0.49","0.37","17.90","0.41","65987","13944870000","24957"
"2012/12/28 (주간)","301H1255","코스피200 P 201301 255.0","0.61","-0.16","0.76","0.76","0.56","16.80","0.61","89315","28268340000","25953"
"2012/12/28 (주간)","301H1257","코스피200 P 201301 257.5","0.90","-0.30","1.19","1.19","0.86","15.60","0.90","101882","48910345000","18337"
"2012/12/28 (주간)","301H1260","코스피200 P 201301 260.0","1.39","-0.43","1.79","1.80","1.32","14.80","1.39","92839","68739225000","19266"
"2012/12/28 (주간)","301H1262","코스피200 P 201301 262.5","2.09","-0.65","2.73","2.74","2.02","13.90","2.09","94025","105303185000","12404"
"2012/12/28 (주간)","301H1265","코스피200 P 201301 265.0","3.05","-1.00","4.00","4.00","3.00","12.80","3.05","13234","22124575000","9146"
"2012/12/28 (주간)","301H1267","코스피200 P 201301 267.5","4.40","-1.25","5.60","5.60","4.35","11.50","4.40","6450","15307725000","3578"
"2012/12/28 (주간)","301H1270","코스피200 P 201301 270.0","6.15","-1.40","7.35","7.40","6.10","10.00","6.15","2345","7569050000","1789"
"2012/12/28 (주간)","301H1272","코스피200 P 201301 272.5","8.20","-1.35","9.25","9.25","8.10","3.00","8.20","351","1500575000","657"
"2012/12/28 (주간)","301H1275","코스피200 P 201301 275.0","10.70","-1.25","11.40","11.40","10.45","3.00","10.70","99","530775000","1011"
"2012/12/28 (주간)","301H1277","코스피200 P 201301 277.5","13.30","-1.00","13.35","13.65","12.70","8.00","13.30","20","131250000","258"
"2012/12/28 (주간)","301H1280","코스피200 P 201301 280.0","15.35","-1.50","16.25","16.25","15.15","8.00","15.35","46","360525000","582"
"2012/12/27 (주간)","201H1227","코스피200 C 201301 227.5","35.45","0.95","34.70","36.00","33.70","32.00","35.45","20","353375000","1208"
"2012/12/27 (주간)","201H1230","코스피200 C 201301 230.0","32.80","0.50","32.80","32.80","32.80","52.00","32.80","1","16400000","182"
"2012/12/27 (주간)","201H1232","코스피200 C 201301 232.5","30.75","0.90","30.60","30.75","30.05","32.00","30.75","3","45700000","43"
"2012/12/27 (주간)","201H1235","코스피200 C 201301 235.0","28.30","0.85","27.55","28.30","27.55","32.00","28.30","6","83025000","73"
"2012/12/27 (주간)","201H1237","코스피200 C 201301 237.5","25.30","0.50","25.35","25.35","25.30","36.00","25.30","16","202600000","110"
"2012/12/27 (주간)","201H1240","코스피200 C 201301 240.0","23.50","-0.65","22.55","23.50","22.55","32.00","23.50","10","115550000","502"
"2012/12/27 (주간)","201H1242","코스피200 C 201301 242.5","20.40","0.55","20.35","20.45","20.35","36.00","20.40","3","30600000","351"
"2012/12/27 (주간)","201H1245","코스피200 C 201301 245.0","18.25","0.90","16.55","18.60","16.35","22.00","18.25","88","793925000","653"
"2012/12/27 (주간)","201H1247","코스피200 C 201301 247.5","15.85","-0.25","15.00","16.05","14.95","22.00","15.85","28","218000000","702"
"2012/12/27 (주간)","201H1250","코스피200 C 201301 250.0","13.55","0.85","12.80","13.85","11.50","22.00","13.55","65","419925000","1484"
"2012/12/27 (주간)","201H1252","코스피200 C 201301 252.5","11.10","0.60","10.25","11.30","9.25","18.00","11.10","305","1613825000","2170"
"2012/12/27 (주간)","201H1255","코스피200 C 201301 255.0","8.80","0.45","8.00","9.15","7.20","16.50","8.80","1173","4863150000","2777"
"2012/12/27 (주간)","201H1257","코스피200 C 201301 257.5","6.75","0.50","6.00","7.10","5.30","15.50","6.75","2914","9261500000","4030"
"2012/12/27 (주간)","201H1260","코스피200 C 201301 260.0","4.85","0.20","4.30","5.15","3.70","14.80","4.85","8947","20443925000","11234"
"2012/12/27 (주간)","201H1262","코스피200 C 201301 262.5","3.30","0.20","2.90","3.55","2.39","14.30","3.30","34471","50647865000","13263"
"2012/12/27 (주간)","201H1265","코스피200 C 201301 265.0","2.11","0.20","1.82","2.27","1.45","14.00","2.11","188434","185514980000","29588"
"2012/12/27 (주간)","201H1267","코스피200 C 201301 267.5","1.22","0.12","1.06","1.32","0.80","13.70","1.22","188262","105239515000","23853"
"2012/12/27 (주간)","201H1270","코스피200 C 201301 270.0","0.63","0.04","0.57","0.69","0.41","13.40","0.63","184578","53584350000","32260"
"2012/12/27 (주간)","201H1272","코스피200 C 201301 272.5","0.31","0.02","0.27","0.33","0.19","13.30","0.31","151730","20799000000","30218"
"2012/12/27 (주간)","201H1275","코스피200 C 201301 275.0","0.13","-0.01","0.13","0.15","0.09","12.90","0.13","114095","7234920000","31894"
"2012/12/27 (주간)","201H1277","코스피200 C 201301 277.5","0.07","0.00","0.06","0.08","0.05","13.60","0.07","65872","2159825000","21968"
"2012/12/27 (주간)","201H1280","코스피200 C 201301 280.0","0.04","0.00","0.04","0.05","0.03","14.30","0.04","63547","1276475000","35334"
"2012/12/27 (주간)","301H1227","코스피200 P 201301 227.5","0.05","-0.01","0.05","0.08","0.04","30.80","0.05","21559","590450000","44250"
