일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2007/12/28 (주간)","201C1210","코스피200 C 200801 210.0","31.00","-2.65","31.45","33.75","31.00","3.00","31.00","63","205055000","925"
"2007/12/28 (주간)","201C1212","코스피200 C 200801 212.5","31.00","0.65","31.00","31.00","31.00","3.00","31.00","1","3100000","165"
"2007/12/28 (주간)","201C1215","코스피200 C 200801 215.0","25.55","-4.25","26.75","28.00","25.55","3.00","25.55","7","18895000","492"
"2007/12/28 (주간)","201C1217","코스피200 C 200801 217.5",,"-2.30","0.00","0.00","0.00","19.70","23.10","0","0","65"
"2007/12/28 (주간)","201C1220","코스피200 C 200801 220.0","20.50","-2.70","21.70","23.50","20.50","3.00","20.50","170","368115000","1701"
"2007/12/28 (주간)","201C1222","코스피200 C 200801 222.5","18.65","-2.25","19.40","20.65","18.65","3.00","18.65","8","15955000","1302"
"2007/12/28 (주간)","201C1225","코스피200 C 200801 225.0","15.30","-3.15","16.95","18.95","15.30","3.00","15.30","19","33100000","2088"
"2007/12/28 (주간)","201C1227","코스피200 C 200801 227.5","13.05","-3.10","14.55","16.35","13.05","3.00","13.05","26","39360000","1477"
"2007/12/28 (주간)","201C1230","코스피200 C 200801 230.0","11.00","-2.95","13.00","14.60","11.00","3.00","11.00","1574","2050285000","6100"
"2007/12/28 (주간)","201C1232","코스피200 C 200801 232.5","9.10","-3.00","10.70","12.45","9.10","3.00","9.10","172","189285000","6577"
"2007/12/28 (주간)","201C1235","코스피200 C 200801 235.0","7.45","-2.55","9.30","10.45","7.45","15.50","7.45","2006","1884630000","13504"
"2007/12/28 (주간)","201C1237","코스피200 C 200801 237.5","5.70","-2.15","7.25","8.60","5.70","16.50","5.70","2642","1898935000","12514"
"2007/12/28 (주간)","201C1240","코스피200 C 200801 240.0","4.40","-2.10","5.70","6.80","4.35","18.30","4.40","27134","16085910000","22024"
"2007/12/28 (주간)","201C1242","코스피200 C 200801 242.5","3.40","-1.60","4.50","5.30","3.20","19.90","3.40","31116","14163660000","26785"
"2007/12/28 (주간)","201C1245","코스피200 C 200801 245.0","2.34","-1.51","3.15","3.95","2.29","19.60","2.34","53567","17868535000","46962"
"2007/12/28 (주간)","201C1247","코스피200 C 200801 247.5","1.64","-1.17","2.31","2.88","1.58","20.10","1.64","182679","45248096000","40145"
"2007/12/28 (주간)","201C1250","코스피200 C 200801 250.0","1.10","-0.81","1.65","2.03","1.05","20.30","1.10","397688","68874057000","112213"
"2007/12/28 (주간)","201C1252","코스피200 C 200801 252.5","0.75","-0.50","1.00","1.36","0.67","20.80","0.75","390106","44653593000","66273"
"2007/12/28 (주간)","201C1255","코스피200 C 200801 255.0","0.47","-0.38","0.69","0.87","0.43","21.10","0.47","582980","42504681000","114530"
"2007/12/28 (주간)","201C1257","코스피200 C 200801 257.5","0.27","-0.21","0.38","0.54","0.25","21.00","0.27","579924","25010339000","110121"
"2007/12/28 (주간)","201C1260","코스피200 C 200801 260.0","0.17","-0.08","0.23","0.33","0.16","21.30","0.17","317714","8179271000","111732"
"2007/12/28 (주간)","201C1262","코스피200 C 200801 262.5","0.11","-0.08","0.13","0.20","0.10","21.80","0.11","214677","3396582000","113417"
"2007/12/28 (주간)","201C1265","코스피200 C 200801 265.0","0.08","-0.03","0.07","0.13","0.07","22.80","0.08","203055","1991461000","89544"
"2007/12/28 (주간)","201C1267","코스피200 C 200801 267.5","0.06","-0.03","0.06","0.09","0.05","23.80","0.06","83215","576893000","90104"
"2007/12/28 (주간)","201C1270","코스피200 C 200801 270.0","0.05","-0.01","0.04","0.06","0.04","24.90","0.05","101341","511204000","116737"
"2007/12/28 (주간)","201C1272","코스피200 C 200801 272.5","0.03","-0.01","0.03","0.05","0.03","25.30","0.03","68026","256609000","45087"
"2007/12/28 (주간)","201C1275","코스피200 C 200801 275.0","0.02","-0.01","0.02","0.03","0.02","25.70","0.02","59294","160773000","55469"
"2007/12/28 (주간)","201C1277","코스피200 C 200801 277.5","0.02","0.00","0.02","0.03","0.01","27.30","0.02","120500","241132000","204174"
"2007/12/28 (주간)","301C1210","코스피200 P 200801 210.0","0.05","0.02","0.04","0.05","0.03","31.40","0.05","107413","438166000","177753"
"2007/12/28 (주간)","301C1212","코스피200 P 200801 212.5","0.06","0.01","0.06","0.07","0.04","30.00","0.06","31612","174629000","48986"
"2007/12/28 (주간)","301C1215","코스피200 P 200801 215.0","0.08","0.00","0.09","0.10","0.05","28.60","0.08","46721","354468000","71209"
"2007/12/28 (주간)","301C1217","코스피200 P 200801 217.5","0.12","0.02","0.12","0.14","0.07","27.90","0.12","76448","786328000","60931"
"2007/12/28 (주간)","301C1220","코스피200 P 200801 220.0","0.18","0.03","0.18","0.21","0.11","27.00","0.18","171311","2696060000","65751"
"2007/12/28 (주간)","301C1222","코스피200 P 200801 222.5","0.27","0.07","0.25","0.32","0.16","26.60","0.27","116841","2793768000","80120"
"2007/12/28 (주간)","301C1225","코스피200 P 200801 225.0","0.42","0.13","0.46","0.49","0.25","26.00","0.42","316447","11620829000","79259"
"2007/12/28 (주간)","301C1227","코스피200 P 200801 227.5","0.68","0.15","0.63","0.76","0.39","26.00","0.68","185450","10763489000","56462"
"2007/12/28 (주간)","301C1230","코스피200 P 200801 230.0","1.07","0.27","1.00","1.14","0.62","26.30","1.07","501633","43839950000","90974"
"2007/12/28 (주간)","301C1232","코스피200 P 200801 232.5","1.55","0.34","1.41","1.66","0.95","26.40","1.55","238357","31673970000","45457"
"2007/12/28 (주간)","301C1235","코스피200 P 200801 235.0","2.22","0.47","2.00","2.31","1.40","26.30","2.22","314864","60191633000","50354"
"2007/12/28 (주간)","301C1237","코스피200 P 200801 237.5","3.15","0.65","2.61","3.20","2.00","26.60","3.15","137480","34778560000","26788"
"2007/12/28 (주간)","301C1240","코스피200 P 200801 240.0","4.30","1.00","3.80","4.30","2.77","27.50","4.30","40124","14040060000","34102"
"2007/12/28 (주간)","301C1242","코스피200 P 200801 242.5","5.40","1.05","4.95","5.55","3.70","26.80","5.40","31880","14737660000","23829"
"2007/12/28 (주간)","301C1245","코스피200 P 200801 245.0","7.30","1.65","6.35","7.30","4.90","29.00","7.30","18387","10923240000","32016"
"2007/12/28 (주간)","301C1247","코스피200 P 200801 247.5","8.95","1.80","8.10","8.95","6.35","30.00","8.95","10829","8191730000","6476"
"2007/12/28 (주간)","301C1250","코스피200 P 200801 250.0","11.05","2.40","9.75","11.05","7.95","32.00","11.05","23192","21213385000","17893"
"2007/12/28 (주간)","301C1252","코스피200 P 200801 252.5","11.55","1.15","11.40","12.20","9.80","27.00","11.55","3815","3859650000","4200"
"2007/12/28 (주간)","301C1255","코스피200 P 200801 255.0","12.90","0.00","13.75","14.40","11.95","25.00","12.90","76","99470000","2760"
"2007/12/28 (주간)","301C1257","코스피200 P 200801 257.5","14.25","0.90","16.30","16.30","13.70","23.00","14.25","30","43810000","2326"
"2007/12/28 (주간)","301C1260","코스피200 P 200801 260.0","19.55","3.95","17.75","19.70","16.60","36.00","19.55","37","65205000","2262"
"2007/12/28 (주간)","301C1262","코스피200 P 200801 262.5","21.70","3.45","20.10","21.70","19.80","38.00","21.70","20","40600000","898"
"2007/12/28 (주간)","301C1265","코스피200 P 200801 265.0","21.45","1.00","22.50","22.50","21.45","16.00","21.45","4","8735000","2268"
"2007/12/28 (주간)","301C1267","코스피200 P 200801 267.5",,"4.40","0.00","0.00","0.00","26.80","26.90","0","0","371"
"2007/12/28 (주간)","301C1270","코스피200 P 200801 270.0","26.30","1.90","28.20","28.20","26.30","32.00","26.30","12","33050000","587"
"2007/12/28 (주간)","301C1272","코스피200 P 200801 272.5",,"2.30","0.00","0.00","0.00","26.80","31.90","0","0","474"
"2007/12/28 (주간)","301C1275","코스피200 P 200801 275.0","31.00","0.30","33.20","33.20","31.00","32.00","31.00","4","12865000","222"
"2007/12/28 (주간)","301C1277","코스피200 P 200801 277.5","33.70","1.20","35.10","36.25","33.60","16.00","33.70","13","44770000","2064"
"2007/12/27 (주간)","201C1210","코스피200 C 200801 210.0","33.65","1.65","31.75","35.00","31.75","3.00","33.65","12","40215000","952"
"2007/12/27 (주간)","201C1212","코스피200 C 200801 212.5",,"0.00","0.00","0.00","0.00","21.60","30.35","0","0","165"
"2007/12/27 (주간)","201C1215","코스피200 C 200801 215.0","29.80","2.80","27.00","30.00","27.00","40.00","29.80","17","48830000","492"
"2007/12/27 (주간)","201C1217","코스피200 C 200801 217.5",,"0.05","0.00","0.00","0.00","21.60","25.40","0","0","65"
"2007/12/27 (주간)","201C1220","코스피200 C 200801 220.0","23.20","0.25","22.95","25.55","22.95","3.00","23.20","86","203335000","1820"
"2007/12/27 (주간)","201C1222","코스피200 C 200801 222.5","20.90","0.55","22.05","22.05","20.90","3.00","20.90","2","4295000","1300"
"2007/12/27 (주간)","201C1225","코스피200 C 200801 225.0","18.45","0.25","19.00","20.70","17.50","3.00","18.45","45","86290000","2084"
"2007/12/27 (주간)","201C1227","코스피200 C 200801 227.5","16.15","1.35","16.45","18.10","15.15","3.00","16.15","41","71115000","1471"
"2007/12/27 (주간)","201C1230","코스피200 C 200801 230.0","13.95","0.85","14.10","16.00","13.15","8.00","13.95","1231","1821530000","6183"
"2007/12/27 (주간)","201C1232","코스피200 C 200801 232.5","12.10","1.00","12.35","13.75","11.15","21.00","12.10","536","649205000","6610"
"2007/12/27 (주간)","201C1235","코스피200 C 200801 235.0","10.00","0.80","7.30","11.80","7.30","21.00","10.00","1156","1204330000","13369"
"2007/12/27 (주간)","201C1237","코스피200 C 200801 237.5","7.85","-0.10","8.00","9.85","7.40","19.50","7.85","1491","1303160000","12614"
