일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2019/12/30 (주간)","201Q1212","코스피200 C 202001 212.5","78.80","-4.00","78.80","78.80","78.80","3.00","78.80","1","19700000","39"
"2019/12/30 (주간)","201Q1215","코스피200 C 202001 215.0",,"0.00","0.00","0.00","0.00","4.38","78.85","0","0","868"
"2019/12/30 (주간)","201Q1217","코스피200 C 202001 217.5",,"0.00","0.00","0.00","0.00","5.76","76.35","0","0","0"
"2019/12/30 (주간)","201Q1220","코스피200 C 202001 220.0",,"0.00","0.00","0.00","0.00","7.14","73.85","0","0","6"
"2019/12/30 (주간)","201Q1222","코스피200 C 202001 222.5",,"0.00","0.00","0.00","0.00","8.52","71.35","0","0","0"
"2019/12/30 (주간)","201Q1225","코스피200 C 202001 225.0",,"0.00","0.00","0.00","0.00","9.90","68.85","0","0","0"
"2019/12/30 (주간)","201Q1227","코스피200 C 202001 227.5",,"0.00","0.00","0.00","0.00","11.28","66.35","0","0","0"
"2019/12/30 (주간)","201Q1230","코스피200 C 202001 230.0",,"0.00","0.00","0.00","0.00","12.66","63.85","0","0","50"
"2019/12/30 (주간)","201Q1232","코스피200 C 202001 232.5",,"0.00","0.00","0.00","0.00","14.04","61.35","0","0","0"
"2019/12/30 (주간)","201Q1235","코스피200 C 202001 235.0",,"0.00","0.00","0.00","0.00","15.42","58.85","0","0","0"
"2019/12/30 (주간)","201Q1237","코스피200 C 202001 237.5",,"0.00","0.00","0.00","0.00","16.80","56.35","0","0","0"
"2019/12/30 (주간)","201Q1240","코스피200 C 202001 240.0",,"0.00","0.00","0.00","0.00","18.19","53.85","0","0","73"
"2019/12/30 (주간)","201Q1242","코스피200 C 202001 242.5",,"0.00","0.00","0.00","0.00","19.57","51.35","0","0","0"
"2019/12/30 (주간)","201Q1245","코스피200 C 202001 245.0",,"0.00","0.00","0.00","0.00","20.95","48.85","0","0","0"
