일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2015/12/30 (주간)","201L1192","코스피200 C 201601 192.5","47.75","-0.80","47.75","47.75","47.75","3.00","47.75","1","23875000","692"
"2015/12/30 (주간)","201L1195","코스피200 C 201601 195.0","45.35","-0.35","45.35","45.35","45.35","3.00","45.35","1","22675000","28"
"2015/12/30 (주간)","201L1197","코스피200 C 201601 197.5","42.60","-0.55","42.60","42.60","42.60","3.00","42.60","1","21300000","8"
"2015/12/30 (주간)","201L1200","코스피200 C 201601 200.0","40.05","-0.85","40.05","40.05","40.05","3.00","40.05","1","20025000","36"
"2015/12/30 (주간)","201L1202","코스피200 C 201601 202.5","37.90","0.40","37.90","37.90","37.90","3.00","37.90","1","18950000","26"
"2015/12/30 (주간)","201L1205","코스피200 C 201601 205.0","35.65","1.25","35.65","35.65","35.65","3.00","35.65","1","17825000","13"
"2015/12/30 (주간)","201L1207","코스피200 C 201601 207.5","32.70","-0.15","32.70","32.70","32.70","3.00","32.70","1","16350000","7"
"2015/12/30 (주간)","201L1210","코스피200 C 201601 210.0","30.15","0.25","31.90","32.00","30.10","3.00","30.15","76","1154925000","195"
"2015/12/30 (주간)","201L1212","코스피200 C 201601 212.5","28.00","-0.20","28.00","28.00","28.00","3.00","28.00","1","14000000","48"
"2015/12/30 (주간)","201L1215","코스피200 C 201601 215.0","25.45","-0.70","25.45","25.45","25.45","3.00","25.45","1","12725000","18"
"2015/12/30 (주간)","201L1217","코스피200 C 201601 217.5","23.05","-0.15","23.05","23.05","23.05","3.00","23.05","1","11525000","22"
"2015/12/30 (주간)","201L1220","코스피200 C 201601 220.0","20.35","-0.20","20.35","20.35","20.35","3.00","20.35","1","10175000","29"
"2015/12/30 (주간)","201L1222","코스피200 C 201601 222.5","18.20","-0.25","18.20","18.20","18.20","3.00","18.20","1","9100000","27"
"2015/12/30 (주간)","201L1225","코스피200 C 201601 225.0","15.00","-0.80","15.25","15.45","15.00","3.00","15.00","5","38175000","161"
"2015/12/30 (주간)","201L1227","코스피200 C 201601 227.5","12.90","-0.50","12.65","12.90","12.65","3.00","12.90","2","12775000","217"
"2015/12/30 (주간)","201L1230","코스피200 C 201601 230.0","10.15","-1.15","12.00","12.55","10.15","3.00","10.15","29","165300000","583"
"2015/12/30 (주간)","201L1232","코스피200 C 201601 232.5","8.75","0.51","9.52","10.05","8.75","3.00","8.75","7","33205000","905"
"2015/12/30 (주간)","201L1235","코스피200 C 201601 235.0","5.87","-1.50","7.40","7.70","5.85","10.00","5.87","305","978720000","1765"
"2015/12/30 (주간)","201L1237","코스피200 C 201601 237.5","4.10","-1.37","5.47","5.90","3.98","11.00","4.10","1835","4228935000","3246"
"2015/12/30 (주간)","201L1240","코스피200 C 201601 240.0","2.56","-1.15","3.70","4.11","2.53","11.00","2.56","21596","31576515000","8477"
"2015/12/30 (주간)","201L1242","코스피200 C 201601 242.5","1.53","-0.75","2.29","2.61","1.47","11.00","1.53","82415","76749700000","13677"
"2015/12/30 (주간)","201L1245","코스피200 C 201601 245.0","0.78","-0.55","1.33","1.51","0.78","11.00","0.78","108376","56715895000","24858"
"2015/12/30 (주간)","201L1247","코스피200 C 201601 247.5","0.38","-0.29","0.67","0.79","0.37","11.00","0.38","106076","27744020000","27415"
"2015/12/30 (주간)","201L1250","코스피200 C 201601 250.0","0.18","-0.13","0.31","0.36","0.16","12.00","0.18","99101","11940645000","38281"
"2015/12/30 (주간)","201L1252","코스피200 C 201601 252.5","0.08","-0.06","0.14","0.17","0.07","12.00","0.08","82519","4409520000","38928"
"2015/12/30 (주간)","201L1255","코스피200 C 201601 255.0","0.04","-0.03","0.07","0.08","0.04","13.00","0.04","58508","1679565000","36712"
"2015/12/30 (주간)","201L1257","코스피200 C 201601 257.5","0.03","-0.01","0.03","0.05","0.02","14.00","0.03","29345","515160000","23004"
"2015/12/30 (주간)","201L1260","코스피200 C 201601 260.0","0.02","0.00","0.02","0.03","0.01","15.00","0.02","7912","78625000","25374"
"2015/12/30 (주간)","201L1262","코스피200 C 201601 262.5","0.01","0.00","0.02","0.02","0.01","15.00","0.01","10505","52790000","16451"
"2015/12/30 (주간)","201L1265","코스피200 C 201601 265.0","0.01","0.00","0.01","0.01","0.01","17.00","0.01","3502","17510000","12478"
"2015/12/30 (주간)","201L1267","코스피200 C 201601 267.5","0.01","0.00","0.01","0.01","0.01","17.00","0.01","1","5000","5897"
"2015/12/30 (주간)","201L1270","코스피200 C 201601 270.0",,"0.00","0.00","0.00","0.00","11.00","0.01","0","0","10863"
"2015/12/30 (주간)","201L1272","코스피200 C 201601 272.5","0.01","0.00","0.01","0.01","0.01","21.00","0.01","2","10000","3502"
"2015/12/30 (주간)","201L1275","코스피200 C 201601 275.0","0.01","0.00","0.01","0.01","0.01","22.00","0.01","124","620000","5282"
"2015/12/30 (주간)","201L1277","코스피200 C 201601 277.5","0.01","0.00","0.01","0.01","0.01","24.00","0.01","2","10000","1628"
"2015/12/30 (주간)","201L1280","코스피200 C 201601 280.0","0.01","0.00","0.01","0.01","0.01","25.00","0.01","5","25000","1996"
"2015/12/30 (주간)","201L1282","코스피200 C 201601 282.5","0.01","0.00","0.01","0.01","0.01","27.00","0.01","4","20000","4211"
"2015/12/30 (주간)","301L1192","코스피200 P 201601 192.5","0.01","0.00","0.01","0.01","0.01","37.00","0.01","91","455000","81884"
"2015/12/30 (주간)","301L1195","코스피200 P 201601 195.0","0.01","0.00","0.01","0.01","0.01","35.00","0.01","33","165000","17578"
"2015/12/30 (주간)","301L1197","코스피200 P 201601 197.5","0.01","0.00","0.01","0.01","0.01","33.00","0.01","28","140000","17978"
"2015/12/30 (주간)","301L1200","코스피200 P 201601 200.0","0.01","0.00","0.01","0.01","0.01","31.00","0.01","27","135000","17285"
"2015/12/30 (주간)","301L1202","코스피200 P 201601 202.5",,"0.00","0.00","0.00","0.00","14.00","0.01","10","50000","17857"
"2015/12/30 (주간)","301L1205","코스피200 P 201601 205.0","0.01","0.00","0.01","0.01","0.01","27.00","0.01","822","4110000","16312"
"2015/12/30 (주간)","301L1207","코스피200 P 201601 207.5","0.01","0.00","0.01","0.02","0.01","25.00","0.01","5200","26005000","9642"
"2015/12/30 (주간)","301L1210","코스피200 P 201601 210.0","0.01","0.00","0.01","0.02","0.01","23.00","0.01","14701","73655000","29327"
"2015/12/30 (주간)","301L1212","코스피200 P 201601 212.5","0.02","0.00","0.02","0.02","0.01","23.00","0.02","661","5940000","9671"
"2015/12/30 (주간)","301L1215","코스피200 P 201601 215.0","0.02","0.00","0.02","0.03","0.01","21.00","0.02","9235","92380000","22230"
"2015/12/30 (주간)","301L1217","코스피200 P 201601 217.5","0.03","0.00","0.03","0.04","0.02","20.00","0.03","8023","121000000","13111"
"2015/12/30 (주간)","301L1220","코스피200 P 201601 220.0","0.04","-0.01","0.04","0.06","0.03","19.00","0.04","12012","262910000","26411"
"2015/12/30 (주간)","301L1222","코스피200 P 201601 222.5","0.06","0.00","0.05","0.08","0.04","18.00","0.06","25147","769790000","23050"
"2015/12/30 (주간)","301L1225","코스피200 P 201601 225.0","0.10","0.02","0.07","0.12","0.06","17.00","0.10","39122","1771515000","23518"
"2015/12/30 (주간)","301L1227","코스피200 P 201601 227.5","0.15","0.02","0.12","0.19","0.09","15.00","0.15","55114","3693550000","22430"
"2015/12/30 (주간)","301L1230","코스피200 P 201601 230.0","0.27","0.06","0.18","0.32","0.14","15.00","0.27","81449","9334160000","38991"
"2015/12/30 (주간)","301L1232","코스피200 P 201601 232.5","0.51","0.13","0.33","0.57","0.26","14.00","0.51","90578","19136305000","22861"
"2015/12/30 (주간)","301L1235","코스피200 P 201601 235.0","0.92","0.26","0.64","1.00","0.50","14.00","0.92","102145","39864430000","19209"
"2015/12/30 (주간)","301L1237","코스피200 P 201601 237.5","1.58","0.43","1.15","1.71","0.90","14.00","1.58","79833","54425235000","15218"
"2015/12/30 (주간)","301L1240","코스피200 P 201601 240.0","2.57","0.69","1.88","2.75","1.56","14.00","2.57","78438","87477330000","13995"
"2015/12/30 (주간)","301L1242","코스피200 P 201601 242.5","4.05","1.02","2.96","4.18","2.55","14.00","4.05","14333","23684605000","6713"
"2015/12/30 (주간)","301L1245","코스피200 P 201601 245.0","5.80","1.39","4.53","5.98","3.99","15.00","5.80","2319","5979370000","5419"
"2015/12/30 (주간)","301L1247","코스피200 P 201601 247.5","7.89","1.43","6.35","7.89","5.84","16.00","7.89","261","940050000","1449"
"2015/12/30 (주간)","301L1250","코스피200 P 201601 250.0","9.63","0.90","8.60","10.05","8.50","17.00","9.63","78","383115000","865"
"2015/12/30 (주간)","301L1252","코스피200 P 201601 252.5","12.10","0.90","10.80","12.50","10.25","18.00","12.10","15","84525000","294"
"2015/12/30 (주간)","301L1255","코스피200 P 201601 255.0","14.35","0.50","13.80","14.35","13.80","21.00","14.35","3","21250000","260"
