老磊,辆格内靛,辆格疙,辆啊,措厚,矫啊,绊啊,历啊,郴犁函悼己,劳老扁霖啊,芭贰樊,芭贰措陛,固搬力距沥
"2004/12/29 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","4.30","1.83","2.67","4.50","2.67","16.50","4.30","21115","8182013000","64688"
"2004/12/29 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","2.55","1.22","1.53","2.66","1.53","17.80","2.55","238122","52703983000","97165"
"2004/12/29 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","1.32","0.74","0.72","1.34","0.72","18.50","1.32","913205","98147978000","172389"
"2004/12/29 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.51","0.30","0.29","0.55","0.28","17.80","0.51","1367357","60561616000","204994"
"2004/12/29 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.18","0.12","0.08","0.19","0.08","18.10","0.18","774997","11321048000","340382"
"2004/12/29 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.06","0.04","0.03","0.07","0.03","18.90","0.06","413318","2071723000","231291"
"2004/12/29 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.02","0.01","0.01","0.02","0.01","19.60","0.02","149764","229742000","181800"
"2004/12/29 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.01","-0.02","0.02","0.02","0.01","33.50","0.01","239455","463555000","476215"
"2004/12/29 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.02","-0.02","0.03","0.03","0.01","31.60","0.02","105495","237586000","119834"
"2004/12/29 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.05","-0.03","0.06","0.07","0.03","30.60","0.05","277711","1217897000","156755"
"2004/12/29 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.07","-0.12","0.16","0.17","0.06","27.20","0.07","292360","2446118000","142543"
"2004/12/29 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.11","-0.29","0.31","0.31","0.11","23.80","0.11","546740","9839241000","179892"
"2004/12/29 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","0.23","-0.61","0.60","0.65","0.23","21.80","0.23","670817","26238476000","118311"
"2004/12/29 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","0.58","-1.08","1.27","1.30","0.58","21.00","0.58","552252","44233709000","90533"
"2004/12/29 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","1.28","-1.60","2.60","2.60","1.26","20.50","1.28","138926","21637496000","59810"
"2004/12/29 (林埃)","30151115","KOSPI 200 遣可记 0501 115.0","2.47","-2.18","4.00","4.00","2.42","20.30","2.47","26521","7505076000","25642"
"2004/12/29 (林埃)","30151117","KOSPI 200 遣可记 0501 117.5","4.20","-2.55","6.05","6.05","4.15","21.00","4.20","6629","3215665000","15336"
"2004/12/29 (林埃)","30151120","KOSPI 200 遣可记 0501 120.0","6.25","-3.00","8.20","8.20","6.25","20.00","6.25","15327","10307175000","17754"
"2004/12/29 (林埃)","30151122","KOSPI 200 遣可记 0501 122.5","8.60","-2.85","10.15","10.15","8.60","20.00","8.60","66","63040000","1974"
"2004/12/29 (林埃)","30151125","KOSPI 200 遣可记 0501 125.0","11.00","-3.10","12.85","12.85","11.00","16.00","11.00","147","172635000","3364"
"2004/12/28 (林埃)","20151095","KOSPI 200 妮可记 0501  95.0","15.90","0.55","15.55","15.90","15.50","3.00","15.90","3","4695000","6617"
"2004/12/28 (林埃)","20151097","KOSPI 200 妮可记 0501  97.5","12.90","0.20","13.20","13.20","12.90","3.00","12.90","5","6500000","3193"
"2004/12/28 (林埃)","20151100","KOSPI 200 妮可记 0501 100.0","10.85","0.00","10.85","11.15","10.40","3.00","10.85","387","422020000","3748"
"2004/12/28 (林埃)","20151102","KOSPI 200 妮可记 0501 102.5","8.55","0.05","8.15","8.75","8.05","3.00","8.55","352","299860000","2993"
"2004/12/28 (林埃)","20151105","KOSPI 200 妮可记 0501 105.0","6.40","0.15","5.75","6.45","5.70","18.00","6.40","8084","4879355000","13413"
"2004/12/28 (林埃)","20151107","KOSPI 200 妮可记 0501 107.5","4.25","0.10","3.95","4.40","3.75","18.00","4.25","5306","2144870000","33536"
"2004/12/28 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","2.47","-0.07","2.28","2.70","2.18","18.30","2.47","36574","8919360000","67039"
"2004/12/28 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","1.33","-0.03","1.17","1.44","1.08","19.30","1.33","470640","59551720000","114598"
"2004/12/28 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","0.58","0.00","0.49","0.65","0.47","19.30","0.58","842970","46553229000","170134"
"2004/12/28 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.21","-0.03","0.20","0.25","0.16","19.20","0.21","573590","11602389000","266183"
"2004/12/28 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.06","-0.01","0.06","0.08","0.05","19.10","0.06","413809","2616585000","292249"
"2004/12/28 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.02","0.00","0.02","0.03","0.02","19.70","0.02","87713","190533000","181248"
"2004/12/28 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.01","0.00","0.01","0.02","0.01","21.40","0.01","126978","135479000","210698"
"2004/12/28 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.03","0.01","0.02","0.03","0.01","32.80","0.03","82913","168672000","280573"
"2004/12/28 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.04","0.00","0.05","0.05","0.03","29.10","0.04","49582","202132000","136853"
"2004/12/28 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.08","-0.01","0.10","0.11","0.07","27.10","0.08","191618","1683874000","196809"
"2004/12/28 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.19","-0.03","0.24","0.24","0.17","26.00","0.19","343357","6720954000","164956"
"2004/12/28 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.40","-0.04","0.49","0.52","0.37","24.80","0.40","770717","33516715000","134785"
"2004/12/28 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","0.84","-0.04","0.98","1.08","0.79","23.90","0.84","476728","43489242000","83264"
"2004/12/28 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","1.66","-0.11","1.85","2.02","1.55","23.60","1.66","140574","24509670000","55126"
"2004/12/28 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","2.88","-0.08","3.20","3.40","2.78","23.00","2.88","23016","7065997000","33356"
"2004/12/28 (林埃)","30151115","KOSPI 200 遣可记 0501 115.0","4.65","-0.20","5.30","5.30","4.50","24.00","4.65","8163","4004325000","16386"
"2004/12/28 (林埃)","30151117","KOSPI 200 遣可记 0501 117.5","6.75","-0.20","7.25","7.30","6.65","26.00","6.75","270","186805000","11128"
"2004/12/28 (林埃)","30151120","KOSPI 200 遣可记 0501 120.0","9.25","-0.05","9.50","9.60","8.90","30.00","9.25","236","218240000","5471"
"2004/12/28 (林埃)","30151122","KOSPI 200 遣可记 0501 122.5","11.45","-0.25","11.70","12.10","11.45","28.00","11.45","302","360940000","1973"
"2004/12/28 (林埃)","30151125","KOSPI 200 遣可记 0501 125.0","14.10","-0.60","14.70","14.70","13.95","40.00","14.10","7","10045000","3363"
"2004/12/27 (林埃)","20151095","KOSPI 200 妮可记 0501  95.0","15.35","0.05","15.40","15.75","15.25","3.00","15.35","13","20035000","6619"
"2004/12/27 (林埃)","20151097","KOSPI 200 妮可记 0501  97.5","12.70","0.05","12.90","13.05","12.65","3.00","12.70","38","48745000","3196"
"2004/12/27 (林埃)","20151100","KOSPI 200 妮可记 0501 100.0","10.85","-0.25","11.20","11.20","10.10","3.00","10.85","238","251475000","3561"
"2004/12/27 (林埃)","20151102","KOSPI 200 妮可记 0501 102.5","8.50","-0.20","9.00","9.00","7.75","3.00","8.50","225","188535000","2815"
"2004/12/27 (林埃)","20151105","KOSPI 200 妮可记 0501 105.0","6.25","-0.20","6.65","6.75","5.60","19.00","6.25","661","395950000","12472"
"2004/12/27 (林埃)","20151107","KOSPI 200 妮可记 0501 107.5","4.15","-0.30","4.65","4.70","3.65","19.00","4.15","4538","1850335000","34662"
"2004/12/27 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","2.54","-0.27","2.85","2.95","2.10","20.00","2.54","46285","11425446000","64706"
"2004/12/27 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","1.36","-0.11","1.58","1.63","1.07","20.10","1.36","417704","54397321000","110827"
"2004/12/27 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","0.58","-0.15","0.73","0.78","0.46","19.40","0.58","906712","54569104000","161353"
"2004/12/27 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.24","-0.06","0.35","0.35","0.17","20.00","0.24","676821","16320878000","250463"
"2004/12/27 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.07","-0.04","0.11","0.12","0.06","19.40","0.07","343370","2937528000","293416"
"2004/12/27 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.02","-0.02","0.04","0.04","0.02","19.60","0.02","229165","721939000","188933"
"2004/12/27 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.01","0.00","0.01","0.02","0.01","21.20","0.01","24782","29459000","192763"
"2004/12/27 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.02","-0.01","0.02","0.03","0.01","29.80","0.02","109106","218781000","281657"
"2004/12/27 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.04","0.00","0.04","0.05","0.03","27.90","0.04","107027","474732000","143367"
"2004/12/27 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.09","0.02","0.07","0.11","0.07","26.40","0.09","266543","2427974000","197330"
"2004/12/27 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.22","0.02","0.17","0.25","0.16","25.70","0.22","537199","11480577000","155400"
"2004/12/27 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.44","0.01","0.40","0.56","0.36","24.30","0.44","838443","40047168000","117418"
"2004/12/27 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","0.88","-0.01","0.88","1.13","0.78","22.90","0.88","559798","55095337000","77555"
"2004/12/27 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","1.77","0.05","1.56","2.13","1.52","23.30","1.77","135867","25137762000","48035"
"2004/12/27 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","2.96","0.05","2.83","3.55","2.70","21.80","2.96","11588","3615418000","32840"
"2004/12/27 (林埃)","30151115","KOSPI 200 遣可记 0501 115.0","4.85","0.25","4.20","5.40","4.10","24.00","4.85","15005","7617275000","17254"
"2004/12/27 (林埃)","30151117","KOSPI 200 遣可记 0501 117.5","6.95","0.20","6.55","7.45","6.55","25.00","6.95","860","609755000","11194"
"2004/12/27 (林埃)","30151120","KOSPI 200 遣可记 0501 120.0","9.30","0.20","8.70","9.95","8.70","28.00","9.30","347","331080000","5545"
"2004/12/27 (林埃)","30151122","KOSPI 200 遣可记 0501 122.5","11.70","0.20","11.35","11.85","11.35","32.00","11.70","110","127040000","1715"
"2004/12/27 (林埃)","30151125","KOSPI 200 遣可记 0501 125.0","14.70","0.80","14.70","14.70","14.70","40.00","14.70","1","1470000","3368"
"2004/12/24 (林埃)","20151095","KOSPI 200 妮可记 0501  95.0","15.30","0.70","15.05","15.55","14.70","3.00","15.30","38","57590000","6628"
"2004/12/24 (林埃)","20151097","KOSPI 200 妮可记 0501  97.5","12.65","0.20","12.65","12.65","12.65","3.00","12.65","200","253000000","3204"
"2004/12/24 (林埃)","20151100","KOSPI 200 妮可记 0501 100.0","11.10","1.00","10.20","11.10","9.95","3.00","11.10","188","196560000","3599"
"2004/12/24 (林埃)","20151102","KOSPI 200 妮可记 0501 102.5","8.70","0.85","7.95","8.75","7.60","8.00","8.70","498","403015000","2839"
"2004/12/24 (林埃)","20151105","KOSPI 200 妮可记 0501 105.0","6.45","0.80","6.45","6.45","5.50","18.00","6.45","642","378565000","12429"
"2004/12/24 (林埃)","20151107","KOSPI 200 妮可记 0501 107.5","4.45","0.70","3.75","4.45","3.65","20.00","4.45","2605","1039705000","34011"
"2004/12/24 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","2.81","0.56","2.25","2.81","2.15","20.30","2.81","42713","10446912000","63626"
"2004/12/24 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","1.47","0.23","1.25","1.51","1.15","19.00","1.47","492061","64939409000","103993"
"2004/12/24 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","0.73","0.16","0.57","0.73","0.52","19.40","0.73","921414","57319780000","167012"
"2004/12/24 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.30","0.07","0.22","0.30","0.21","19.20","0.30","664021","16931317000","238188"
"2004/12/24 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.11","0.03","0.08","0.12","0.07","19.20","0.11","343041","3194404000","286971"
"2004/12/24 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.04","0.01","0.03","0.04","0.02","19.70","0.04","302101","936705000","192081"
"2004/12/24 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.01","0.00","0.01","0.02","0.01","19.40","0.01","50857","65815000","204625"
"2004/12/24 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.03","-0.01","0.04","0.04","0.02","29.40","0.03","182999","552737000","297903"
"2004/12/24 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.04","-0.02","0.07","0.08","0.04","26.10","0.04","187728","1148082000","132482"
"2004/12/24 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.07","-0.10","0.15","0.17","0.07","23.80","0.07","277545","3566577000","184349"
"2004/12/24 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.20","-0.15","0.32","0.37","0.20","23.60","0.20","486578","13808963000","139995"
"2004/12/24 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.43","-0.27","0.68","0.76","0.43","22.70","0.43","678580","40635318000","119243"
"2004/12/24 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","0.89","-0.45","1.34","1.40","0.89","21.90","0.89","373895","43692726000","82843"
"2004/12/24 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","1.72","-0.65","2.30","2.46","1.72","21.80","1.72","46711","9788007000","36806"
"2004/12/24 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","2.91","-0.89","3.80","3.95","2.91","20.80","2.91","11434","3963728000","31341"
"2004/12/24 (林埃)","30151115","KOSPI 200 遣可记 0501 115.0","4.60","-0.85","5.50","5.75","4.60","21.00","4.60","12098","6213165000","18379"
"2004/12/24 (林埃)","30151117","KOSPI 200 遣可记 0501 117.5","6.75","-0.95","7.75","7.95","6.75","23.00","6.75","746","547130000","11098"
"2004/12/24 (林埃)","30151120","KOSPI 200 遣可记 0501 120.0","9.10","-0.85","9.85","10.00","9.10","26.00","9.10","571","557080000","5447"
"2004/12/24 (林埃)","30151122","KOSPI 200 遣可记 0501 122.5","11.50","-1.00","12.15","12.15","11.50","28.00","11.50","65","74945000","1691"
"2004/12/24 (林埃)","30151125","KOSPI 200 遣可记 0501 125.0","13.90","-0.90","14.40","14.50","13.90","28.00","13.90","9","12915000","3367"
"2004/12/23 (林埃)","20151095","KOSPI 200 妮可记 0501  95.0","14.60","-1.75","15.90","15.90","14.60","3.00","14.60","62","93510000","6619"
"2004/12/23 (林埃)","20151097","KOSPI 200 妮可记 0501  97.5","12.45","-1.45","13.80","13.80","12.45","3.00","12.45","36","49145000","3324"
"2004/12/23 (林埃)","20151100","KOSPI 200 妮可记 0501 100.0","10.10","-1.35","11.90","11.90","9.90","3.00","10.10","780","800460000","3616"
"2004/12/23 (林埃)","20151102","KOSPI 200 妮可记 0501 102.5","7.85","-1.30","9.10","9.10","7.60","3.00","7.85","239","195385000","2858"
"2004/12/23 (林埃)","20151105","KOSPI 200 妮可记 0501 105.0","5.65","-1.20","7.30","7.30","5.45","8.00","5.65","2297","1376065000","12441"
"2004/12/23 (林埃)","20151107","KOSPI 200 妮可记 0501 107.5","3.75","-1.20","5.35","5.50","3.65","16.50","3.75","7070","2926725000","33963"
"2004/12/23 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","2.25","-0.85","3.35","3.65","2.18","17.80","2.25","34251","8591585000","65061"
"2004/12/23 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","1.24","-0.66","2.05","2.20","1.16","18.80","1.24","263660","36905763000","91337"
"2004/12/23 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","0.57","-0.47","1.12","1.19","0.54","18.60","0.57","901211","69768682000","153681"
"2004/12/23 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.23","-0.24","0.55","0.57","0.23","18.70","0.23","1080832","39702040000","244631"
"2004/12/23 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.08","-0.11","0.23","0.25","0.08","18.70","0.08","707663","10338564000","293070"
"2004/12/23 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.03","-0.08","0.10","0.10","0.03","19.40","0.03","302726","1956472000","196860"
"2004/12/23 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.01","-0.02","0.04","0.04","0.01","19.70","0.01","263930","599910000","215849"
"2004/12/23 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.04","0.01","0.03","0.06","0.02","29.10","0.04","718427","2749636000","291484"
"2004/12/23 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.06","0.00","0.06","0.11","0.05","26.20","0.06","357097","2689382000","154641"
"2004/12/23 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.17","0.05","0.11","0.20","0.10","26.40","0.17","469357","7247806000","198237"
"2004/12/23 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.35","0.09","0.24","0.40","0.21","25.30","0.35","667241","21844669000","141823"
"2004/12/23 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.70","0.16","0.50","0.80","0.44","24.60","0.70","800476","52241145000","134999"
"2004/12/23 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","1.34","0.26","0.97","1.48","0.85","24.60","1.34","514740","62997052000","77997"
"2004/12/23 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","2.37","0.53","1.70","2.53","1.53","24.80","2.37","108788","22810355000","37496"
"2004/12/23 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","3.80","0.80","2.70","4.00","2.58","25.50","3.80","12979","4320655000","33083"
"2004/12/23 (林埃)","30151115","KOSPI 200 遣可记 0501 115.0","5.45","0.95","4.20","5.85","4.05","25.00","5.45","4361","2354075000","15449"
"2004/12/23 (林埃)","30151117","KOSPI 200 遣可记 0501 117.5","7.70","1.15","6.05","8.00","5.95","28.00","7.70","494","353770000","10987"
"2004/12/23 (林埃)","30151120","KOSPI 200 遣可记 0501 120.0","9.95","1.15","8.15","10.25","8.15","30.00","9.95","955","956095000","5380"
"2004/12/23 (林埃)","30151122","KOSPI 200 遣可记 0501 122.5","12.50","1.35","10.85","12.70","10.85","36.00","12.50","72","85365000","1752"
"2004/12/23 (林埃)","30151125","KOSPI 200 遣可记 0501 125.0","14.80","1.15","13.05","15.00","13.05","36.00","14.80","22","31460000","3369"
"2004/12/22 (林埃)","20151095","KOSPI 200 妮可记 0501  95.0","16.35","0.25","16.35","16.45","15.90","3.00","16.35","326","529195000","6616"
"2004/12/22 (林埃)","20151097","KOSPI 200 妮可记 0501  97.5","13.90","0.65","13.85","14.05","13.55","3.00","13.90","921","1275825000","3309"
"2004/12/22 (林埃)","20151100","KOSPI 200 妮可记 0501 100.0","11.45","0.15","11.80","12.10","11.05","3.00","11.45","1989","2285640000","3707"
"2004/12/22 (林埃)","20151102","KOSPI 200 妮可记 0501 102.5","9.15","0.30","9.45","9.90","8.80","3.00","9.15","1298","1185655000","2898"
"2004/12/22 (林埃)","20151105","KOSPI 200 妮可记 0501 105.0","6.85","0.15","7.25","7.65","6.50","16.00","6.85","2650","1873245000","12528"
"2004/12/22 (林埃)","20151107","KOSPI 200 妮可记 0501 107.5","4.95","0.15","5.15","5.60","4.55","20.00","4.95","2884","1447305000","33627"
"2004/12/22 (林埃)","20151110","KOSPI 200 妮可记 0501 110.0","3.10","-0.05","3.55","3.80","2.92","19.00","3.10","21552","7025104000","59078"
"2004/12/22 (林埃)","20151112","KOSPI 200 妮可记 0501 112.5","1.90","0.02","2.20","2.35","1.70","20.00","1.90","123445","24581920000","88319"
"2004/12/22 (林埃)","20151115","KOSPI 200 妮可记 0501 115.0","1.04","0.01","1.35","1.35","0.89","20.30","1.04","835140","90198238000","143506"
"2004/12/22 (林埃)","20151117","KOSPI 200 妮可记 0501 117.5","0.47","-0.03","0.65","0.66","0.42","19.90","0.47","1132503","59126699000","206803"
"2004/12/22 (林埃)","20151120","KOSPI 200 妮可记 0501 120.0","0.19","-0.02","0.28","0.29","0.17","19.60","0.19","737266","16861071000","333415"
"2004/12/22 (林埃)","20151122","KOSPI 200 妮可记 0501 122.5","0.11","0.03","0.11","0.12","0.07","21.30","0.11","377892","3479166000","188656"
"2004/12/22 (林埃)","20151125","KOSPI 200 妮可记 0501 125.0","0.03","0.00","0.05","0.05","0.03","20.40","0.03","223338","888654000","229498"
"2004/12/22 (林埃)","30151095","KOSPI 200 遣可记 0501  95.0","0.03","-0.01","0.03","0.04","0.02","28.80","0.03","227184","747438000","288883"
"2004/12/22 (林埃)","30151097","KOSPI 200 遣可记 0501  97.5","0.06","-0.02","0.06","0.08","0.05","27.30","0.06","253768","1693626000","149609"
"2004/12/22 (林埃)","30151100","KOSPI 200 遣可记 0501 100.0","0.12","-0.03","0.12","0.16","0.11","25.80","0.12","353303","4815085000","206237"
"2004/12/22 (林埃)","30151102","KOSPI 200 遣可记 0501 102.5","0.26","-0.07","0.25","0.33","0.23","25.10","0.26","675777","19323401000","180195"
"2004/12/22 (林埃)","30151105","KOSPI 200 遣可记 0501 105.0","0.54","-0.09","0.49","0.67","0.47","24.60","0.54","782513","44760568000","161188"
"2004/12/22 (林埃)","30151107","KOSPI 200 遣可记 0501 107.5","1.08","-0.13","1.00","1.23","0.87","24.50","1.08","527478","56348920000","80661"
"2004/12/22 (林埃)","30151110","KOSPI 200 遣可记 0501 110.0","1.84","-0.18","1.78","2.14","1.58","23.60","1.84","112358","20810976000","39705"
"2004/12/22 (林埃)","30151112","KOSPI 200 遣可记 0501 112.5","3.00","-0.15","2.65","3.40","2.62","23.50","3.00","18333","5464197000","32340"
