일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2021/12/30 (주간)","201S1292","코스피200 C 202201 292.5","101.05","-3.30","101.05","101.05","101.05","3.00","101.05","1","25262500","12"
"2021/12/30 (주간)","201S1295","코스피200 C 202201 295.0","98.35","-2.40","100.85","100.85","98.30","3.00","98.35","37","917387500","107"
"2021/12/30 (주간)","201S1297","코스피200 C 202201 297.5",,"0.00","0.00","0.00","0.00","3.00","96.80","0","0","0"
"2021/12/30 (주간)","201S1300","코스피200 C 202201 300.0",,"0.00","0.00","0.00","0.00","3.00","94.30","0","0","0"
"2021/12/30 (주간)","201S1302","코스피200 C 202201 302.5",,"0.00","0.00","0.00","0.00","3.00","91.80","0","0","0"
"2021/12/30 (주간)","201S1305","코스피200 C 202201 305.0",,"0.00","0.00","0.00","0.00","3.00","89.30","0","0","0"
"2021/12/30 (주간)","201S1307","코스피200 C 202201 307.5",,"0.00","0.00","0.00","0.00","3.00","86.80","0","0","0"
"2021/12/30 (주간)","201S1310","코스피200 C 202201 310.0",,"0.00","0.00","0.00","0.00","3.00","84.30","0","0","1"
"2021/12/30 (주간)","201S1312","코스피200 C 202201 312.5",,"0.00","0.00","0.00","0.00","3.00","81.80","0","0","0"
"2021/12/30 (주간)","201S1315","코스피200 C 202201 315.0",,"0.00","0.00","0.00","0.00","3.00","79.30","0","0","0"
"2021/12/30 (주간)","201S1317","코스피200 C 202201 317.5",,"0.00","0.00","0.00","0.00","3.00","76.80","0","0","12"
"2021/12/30 (주간)","201S1320","코스피200 C 202201 320.0",,"0.00","0.00","0.00","0.00","3.00","74.30","0","0","0"
"2021/12/30 (주간)","201S1322","코스피200 C 202201 322.5",,"0.00","0.00","0.00","0.00","3.00","71.80","0","0","0"
"2021/12/30 (주간)","201S1325","코스피200 C 202201 325.0",,"0.00","0.00","0.00","0.00","3.00","69.30","0","0","0"
"2021/12/30 (주간)","201S1327","코스피200 C 202201 327.5",,"0.00","0.00","0.00","0.00","3.00","66.80","0","0","0"
"2021/12/30 (주간)","201S1330","코스피200 C 202201 330.0",,"0.00","0.00","0.00","0.00","3.00","64.30","0","0","3"
"2021/12/30 (주간)","201S1332","코스피200 C 202201 332.5",,"0.00","0.00","0.00","0.00","3.00","61.80","0","0","0"
"2021/12/30 (주간)","201S1335","코스피200 C 202201 335.0",,"0.00","0.00","0.00","0.00","2.99","59.30","0","0","0"
"2021/12/30 (주간)","201S1337","코스피200 C 202201 337.5",,"0.00","0.00","0.00","0.00","3.00","56.80","0","0","0"
"2021/12/30 (주간)","201S1340","코스피200 C 202201 340.0",,"0.00","0.00","0.00","0.00","3.00","54.30","0","0","280"
"2021/12/30 (주간)","201S1342","코스피200 C 202201 342.5",,"0.00","0.00","0.00","0.00","3.00","51.80","0","0","0"
"2021/12/30 (주간)","201S1345","코스피200 C 202201 345.0",,"0.00","0.00","0.00","0.00","3.00","49.30","0","0","0"
"2021/12/30 (주간)","201S1347","코스피200 C 202201 347.5",,"0.00","0.00","0.00","0.00","3.00","46.80","0","0","0"
"2021/12/30 (주간)","201S1350","코스피200 C 202201 350.0",,"0.00","0.00","0.00","0.00","3.00","44.30","0","0","21"
"2021/12/30 (주간)","201S1352","코스피200 C 202201 352.5",,"0.00","0.00","0.00","0.00","3.00","41.85","0","0","1"
"2021/12/30 (주간)","201S1355","코스피200 C 202201 355.0",,"0.00","0.00","0.00","0.00","3.00","39.35","0","0","98"
"2021/12/30 (주간)","201S1357","코스피200 C 202201 357.5",,"0.00","0.00","0.00","0.00","3.00","36.85","0","0","4"
"2021/12/30 (주간)","201S1360","코스피200 C 202201 360.0",,"0.00","0.00","0.00","0.00","3.00","34.35","0","0","74"
"2021/12/30 (주간)","201S1362","코스피200 C 202201 362.5",,"0.00","0.00","0.00","0.00","3.00","31.85","0","0","17"
