일자,종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일기준가,거래량,거래대금,미결제약정
"2023/12/28 (주간)","201V1200","코스피200 C 202401 200.0",,"0.00","0.00","0.00","0.00","96.00","158.20","0","0","120"
"2023/12/28 (주간)","201V1202","코스피200 C 202401 202.5",,"0.00","0.00","0.00","0.00","96.00","155.70","0","0","0"
"2023/12/28 (주간)","201V1205","코스피200 C 202401 205.0",,"0.00","0.00","0.00","0.00","96.00","153.20","0","0","0"
"2023/12/28 (주간)","201V1207","코스피200 C 202401 207.5",,"0.00","0.00","0.00","0.00","96.00","150.70","0","0","0"
"2023/12/28 (주간)","201V1210","코스피200 C 202401 210.0",,"0.00","0.00","0.00","0.00","96.00","148.20","0","0","0"
"2023/12/28 (주간)","201V1212","코스피200 C 202401 212.5",,"0.00","0.00","0.00","0.00","96.00","145.70","0","0","0"
"2023/12/28 (주간)","201V1215","코스피200 C 202401 215.0",,"0.00","0.00","0.00","0.00","96.00","143.20","0","0","0"
"2023/12/28 (주간)","201V1217","코스피200 C 202401 217.5",,"0.00","0.00","0.00","0.00","96.00","140.75","0","0","0"
"2023/12/28 (주간)","201V1220","코스피200 C 202401 220.0",,"0.00","0.00","0.00","0.00","96.00","138.25","0","0","40"
"2023/12/28 (주간)","201V1222","코스피200 C 202401 222.5",,"0.00","0.00","0.00","0.00","96.00","135.75","0","0","0"
"2023/12/28 (주간)","201V1225","코스피200 C 202401 225.0",,"0.00","0.00","0.00","0.00","96.00","133.25","0","0","41"
"2023/12/28 (주간)","201V1227","코스피200 C 202401 227.5",,"0.00","0.00","0.00","0.00","96.00","130.75","0","0","0"
"2023/12/28 (주간)","201V1230","코스피200 C 202401 230.0",,"0.00","0.00","0.00","0.00","96.00","128.25","0","0","21"
"2023/12/28 (주간)","201V1232","코스피200 C 202401 232.5",,"0.00","0.00","0.00","0.00","96.00","125.75","0","0","0"
"2023/12/28 (주간)","201V1235","코스피200 C 202401 235.0",,"0.00","0.00","0.00","0.00","96.00","123.30","0","0","0"
"2023/12/28 (주간)","201V1237","코스피200 C 202401 237.5",,"0.00","0.00","0.00","0.00","96.00","120.80","0","0","0"
"2023/12/28 (주간)","201V1240","코스피200 C 202401 240.0",,"0.00","0.00","0.00","0.00","96.00","118.30","0","0","0"
"2023/12/28 (주간)","201V1242","코스피200 C 202401 242.5",,"0.00","0.00","0.00","0.00","96.00","115.85","0","0","0"
"2023/12/28 (주간)","201V1245","코스피200 C 202401 245.0",,"0.00","0.00","0.00","0.00","96.00","113.35","0","0","0"
"2023/12/28 (주간)","201V1247","코스피200 C 202401 247.5",,"0.00","0.00","0.00","0.00","96.00","110.90","0","0","0"
"2023/12/28 (주간)","201V1250","코스피200 C 202401 250.0",,"0.00","0.00","0.00","0.00","96.00","108.45","0","0","1"
"2023/12/28 (주간)","201V1252","코스피200 C 202401 252.5",,"0.00","0.00","0.00","0.00","96.00","105.95","0","0","0"
"2023/12/28 (주간)","201V1255","코스피200 C 202401 255.0",,"0.00","0.00","0.00","0.00","96.00","103.50","0","0","0"
"2023/12/28 (주간)","201V1257","코스피200 C 202401 257.5",,"0.00","0.00","0.00","0.00","96.00","101.10","0","0","0"
"2023/12/28 (주간)","201V1260","코스피200 C 202401 260.0","97.60","4.60","97.60","97.60","97.60","96.00","97.60","1","24400000","1"
"2023/12/28 (주간)","201V1262","코스피200 C 202401 262.5",,"0.00","0.00","0.00","0.00","93.80","96.15","0","0","0"
"2023/12/28 (주간)","201V1265","코스피200 C 202401 265.0",,"0.00","0.00","0.00","0.00","91.60","93.65","0","0","0"
"2023/12/28 (주간)","201V1267","코스피200 C 202401 267.5",,"0.00","0.00","0.00","0.00","89.40","91.20","0","0","0"
"2023/12/28 (주간)","201V1270","코스피200 C 202401 270.0",,"0.00","0.00","0.00","0.00","87.20","88.70","0","0","6"
"2023/12/28 (주간)","201V1272","코스피200 C 202401 272.5",,"0.00","0.00","0.00","0.00","85.00","86.20","0","0","0"
"2023/12/28 (주간)","201V1275","코스피200 C 202401 275.0",,"0.00","0.00","0.00","0.00","82.80","83.70","0","0","2"
"2023/12/28 (주간)","201V1277","코스피200 C 202401 277.5",,"0.00","0.00","0.00","0.00","80.60","81.20","0","0","0"
"2023/12/28 (주간)","201V1280","코스피200 C 202401 280.0",,"0.00","0.00","0.00","0.00","78.40","78.70","0","0","7"
"2023/12/28 (주간)","201V1282","코스피200 C 202401 282.5",,"0.00","0.00","0.00","0.00","76.20","76.20","0","0","0"
"2023/12/28 (주간)","201V1285","코스피200 C 202401 285.0",,"0.00","0.00","0.00","0.00","74.00","73.75","0","0","0"
"2023/12/28 (주간)","201V1287","코스피200 C 202401 287.5",,"0.00","0.00","0.00","0.00","71.80","71.25","0","0","0"
"2023/12/28 (주간)","201V1290","코스피200 C 202401 290.0",,"0.00","0.00","0.00","0.00","69.60","68.75","0","0","0"
"2023/12/28 (주간)","201V1292","코스피200 C 202401 292.5",,"0.00","0.00","0.00","0.00","67.39","66.25","0","0","0"
"2023/12/28 (주간)","201V1295","코스피200 C 202401 295.0",,"0.00","0.00","0.00","0.00","65.19","63.80","0","0","2"
"2023/12/28 (주간)","201V1297","코스피200 C 202401 297.5",,"0.00","0.00","0.00","0.00","63.00","61.30","0","0","0"
"2023/12/28 (주간)","201V1300","코스피200 C 202401 300.0",,"0.00","0.00","0.00","0.00","60.80","58.80","0","0","22"
"2023/12/28 (주간)","201V1302","코스피200 C 202401 302.5",,"0.00","0.00","0.00","0.00","58.60","56.35","0","0","25"
"2023/12/28 (주간)","201V1305","코스피200 C 202401 305.0",,"0.00","0.00","0.00","0.00","56.40","53.85","0","0","8"
"2023/12/28 (주간)","201V1307","코스피200 C 202401 307.5",,"0.00","0.00","0.00","0.00","54.20","51.35","0","0","505"
"2023/12/28 (주간)","201V1310","코스피200 C 202401 310.0","48.00","5.05","46.90","48.00","46.70","52.00","48.00","5","59087500","933"
"2023/12/28 (주간)","201V1312","코스피200 C 202401 312.5","44.70","4.25","44.70","44.70","44.70","48.00","44.70","1","11175000","4"
"2023/12/28 (주간)","201V1315","코스피200 C 202401 315.0",,"0.00","0.00","0.00","0.00","48.00","43.90","0","0","943"
"2023/12/28 (주간)","201V1317","코스피200 C 202401 317.5","41.50","7.30","38.60","41.50","38.60","48.00","41.50","8","78750000","1129"
"2023/12/28 (주간)","201V1320","코스피200 C 202401 320.0","37.75","7.05","34.20","37.75","34.20","40.00","37.75","13","120262500","1943"
"2023/12/28 (주간)","201V1322","코스피200 C 202401 322.5","34.70","4.90","34.70","34.70","34.70","40.00","34.70","1","8675000","1506"
"2023/12/28 (주간)","201V1325","코스피200 C 202401 325.0","32.95","5.60","29.40","32.95","29.40","38.00","32.95","25","193887500","2898"
"2023/12/28 (주간)","201V1327","코스피200 C 202401 327.5","29.85","6.20","30.30","30.30","29.80","34.00","29.85","6","44887500","515"
"2023/12/28 (주간)","201V1330","코스피200 C 202401 330.0","30.10","7.55","27.15","30.10","26.75","40.00","30.10","52","360387500","2467"
"2023/12/28 (주간)","201V1332","코스피200 C 202401 332.5","27.65","7.45","22.40","27.65","22.20","38.00","27.65","18","111937500","1210"
"2023/12/28 (주간)","201V1335","코스피200 C 202401 335.0","25.40","6.40","19.00","25.40","19.00","36.00","25.40","105","567137500","3759"
"2023/12/28 (주간)","201V1337","코스피200 C 202401 337.5","22.35","5.70","17.25","22.35","16.60","31.00","22.35","189","898050000","3063"
"2023/12/28 (주간)","201V1340","코스피200 C 202401 340.0","20.20","5.55","14.65","20.50","14.40","27.00","20.20","419","1763025000","7968"
"2023/12/28 (주간)","201V1342","코스피200 C 202401 342.5","18.15","5.65","12.00","18.15","12.00","27.00","18.15","552","2115087500","8701"
"2023/12/28 (주간)","201V1345","코스피200 C 202401 345.0","16.45","6.05","9.97","16.45","9.96","28.00","16.45","684","2215967500","12322"
"2023/12/28 (주간)","201V1347","코스피200 C 202401 347.5","14.00","5.50","8.50","14.00","7.99","25.00","14.00","1374","3608432500","17655"
"2023/12/28 (주간)","201V1350","코스피200 C 202401 350.0","12.00","5.21","6.38","12.00","6.30","24.00","12.00","3585","7456670000","17480"
"2023/12/28 (주간)","201V1352","코스피200 C 202401 352.5","9.71","4.41","4.98","9.71","4.84","21.50","9.71","9414","14428562500","16380"
"2023/12/28 (주간)","201V1355","코스피200 C 202401 355.0","7.99","4.02","3.86","7.99","3.67","21.00","7.99","26177","34018505000","21463"
"2023/12/28 (주간)","201V1357","코스피200 C 202401 357.5","6.63","3.62","2.99","6.63","2.72","21.00","6.63","43967","44426110000","85700"
"2023/12/28 (주간)","201V1360","코스피200 C 202401 360.0","4.87","2.62","2.12","4.94","1.96","19.30","4.87","64310","47341387500","23415"
"2023/12/28 (주간)","201V1362","코스피200 C 202401 362.5","3.90","2.29","1.45","3.90","1.39","19.40","3.90","91736","51080845000","16281"
"2023/12/28 (주간)","201V1365","코스피200 C 202401 365.0","2.95","1.85","1.01","2.95","0.97","19.10","2.95","118359","49618630000","13858"
"2023/12/28 (주간)","201V1367","코스피200 C 202401 367.5","2.20","1.40","0.72","2.20","0.67","19.00","2.20","108269","33637902500","12311"
"2023/12/28 (주간)","201V1370","코스피200 C 202401 370.0","1.67","1.12","0.51","1.67","0.46","19.10","1.67","126690","28085067500","16884"
