State,Months,DefenseMonths,FalsePositiveRateAmongDefense,MeanFutureReturn1M,MeanFutureReturn3M,MeanFutureRealizedVol1M,MeanFutureMaxDrawdown3M,FutureLeftTailRate1M
VIX6 High / Futures Normal,82,69,0.5652173913043478,0.02667683149036321,0.06732495557563294,0.2530391381026862,0.11777249546986941,0.036585365853658534
VIX6 High / Futures Stress,28,22,0.45454545454545453,0.0019408065096939234,0.07850941326050408,0.2583319274851375,0.09647272338567173,0.07142857142857142
VIX6 Low / Futures Normal,85,84,0.4880952380952381,-0.0020114967010243334,-0.004239349799790206,0.13293146117360813,0.07959468192212249,0.011764705882352941
VIX6 Low / Futures Stress,37,29,0.5517241379310345,0.012425382846259285,0.022110000164752053,0.14388083511436647,0.07803874115440741,0.05405405405405406
