target_month,futures_signal_month,futures_signal_date,signed_close_theory_basis,basis_change_20d,oi_log_change_20d,futures_turnover,annualized_calendar_spread,futures_dislocation,near_days_to_expiry,near_contract_year_month,basis_change_z,oi_change_z,basis_oi_interaction_score,futures_dislocation_rank,stress_confirmation_multiplier,calibration_observations,basis_calibration_slope,augmented_basis_slope,augmented_interaction_slope,basis_mu_adjustment_KODEX200,basis_oi_mu_adjustment_KODEX200
1996-06,1996-05,1996-05-31,-0.0037234577840394856,0.0035764701179070713,0.9288832880908362,1.780206435944141,0.1039796156986144,0.0037234577840394856,14.0,199606.0,,,,,,0,0.0,0.0,0.0,,
1996-07,1996-06,1996-06-12,-0.00610654874710459,-0.0020824038778892717,-0.23480632040383323,1.5729948066935948,0.056954258702139014,0.00610654874710459,2.0,199606.0,,,,,,0,0.0,0.0,0.0,,
1996-08,1996-07,1996-07-31,-0.00421847246891649,0.0453158205031412,0.011795680672765273,0.6789071038251366,0.11243409403734497,0.00421847246891649,44.0,199609.0,,,,,,0,0.0,0.0,0.0,,
1996-09,1996-08,1996-08-31,0.010448824507242938,0.013523044972767795,-0.1667028604583596,0.5366413967378819,0.13440735492407163,-0.010448824507242938,13.0,199609.0,,,,,,0,0.0,0.0,0.0,,
1996-10,1996-09,1996-09-12,-0.009661835748792313,-0.01393780939954925,-0.8772567426500877,0.6168122270742358,0.09199378335815799,0.009661835748792313,1.0,199609.0,,,,,,0,0.0,0.0,0.0,,
1996-11,1996-10,1996-10-31,0.019544379434831338,0.0288792685830227,0.2863233396684904,0.9005827905382242,0.08719884749767169,-0.019544379434831338,43.0,199612.0,,,,,,0,0.0,0.0,0.0,,
1996-12,1996-11,1996-11-30,0.0009194798371208179,-0.013035762808089046,-0.2144665313781914,0.44920102584336163,0.04709630247241062,-0.0009194798371208179,13.0,199612.0,,,,,,0,0.0,0.0,0.0,,
1997-01,1996-12,1996-12-12,-0.009852900360810546,-0.015246778935823269,-0.5415832711723613,0.3357335733573357,-0.025377168026798298,0.009852900360810546,1.0,199612.0,,,,,,0,0.0,0.0,0.0,,
1997-02,1997-01,1997-01-31,-0.037322682826056885,0.000260220637465558,0.22983126740186624,0.6830208065759055,0.15753454268564585,0.037322682826056885,42.0,199703.0,,,,,,0,0.0,0.0,0.0,,
1997-03,1997-02,1997-02-28,-0.009345794392523255,0.01711793795356209,-0.0914998848955495,0.8793190416141236,0.008722705165122503,0.009345794392523255,14.0,199703.0,,,,,,0,0.0,0.0,0.0,,
1997-04,1997-03,1997-03-13,-0.00673148840688087,0.032476326393065746,-0.6715746953058176,0.2197227308396547,-0.13827068547880317,0.00673148840688087,1.0,199703.0,,,,,,0,0.0,0.0,0.0,,
1997-05,1997-04,1997-04-30,-0.016042041211450697,0.04023798624222119,0.12195875317499062,0.40399285830222365,0.047633681156821414,0.016042041211450697,44.0,199706.0,,,,,,0,0.0,0.0,0.0,,
1997-06,1997-05,1997-05-31,0.02314874024811364,0.05025287719533178,-0.2669335734837035,0.6774487471526196,0.0025060850618386153,-0.02314874024811364,13.0,199706.0,,,,,,0,0.0,0.0,0.0,,
1997-07,1997-06,1997-06-12,0.01864772294811612,-0.0009281334956032783,-0.8359841004869302,0.38349270256668344,0.1326473648133731,-0.01864772294811612,1.0,199706.0,,,,,,0,0.0,0.0,0.0,,
1997-08,1997-07,1997-07-31,0.011849901250822859,0.012695107722689447,0.29427726203685584,0.8006539090297145,0.1208143134621763,-0.011849901250822859,43.0,199709.0,,,,,,0,0.0,0.0,0.0,,
1997-09,1997-08,1997-08-30,0.0023246273759058855,-0.003463153974576416,0.12789691495399835,0.7300552759673294,0.11861315700292606,-0.0023246273759058855,13.0,199709.0,,,,,,0,0.0,0.0,0.0,,
1997-10,1997-09,1997-09-11,-0.00897170462387864,-0.014146348867086989,-0.4503232438664614,0.4941742654508612,0.11019893710517191,0.00897170462387864,1.0,199709.0,,,,,,0,0.0,0.0,0.0,,
1997-11,1997-10,1997-10-31,-0.1188118811881188,-0.11389031859199461,0.8230006576098664,0.7658085089834331,0.28693191613960173,0.1188118811881188,42.0,199712.0,,,,,,0,0.0,0.0,0.0,,
1997-12,1997-11,1997-11-29,0.010492700729926918,0.10998249664829418,0.0970185213204258,0.5926062531918516,0.022571747868031452,-0.010492700729926918,13.0,199712.0,,,,,,0,0.0,0.0,0.0,,
1998-01,1997-12,1997-12-11,0.00874084573588485,0.05302989002492897,-0.39143236558643085,0.6104662837864975,-0.3945181524459077,-0.00874084573588485,1.0,199712.0,,,,,,0,0.0,0.0,0.0,,
1998-02,1998-01,1998-01-31,0.02820474556036423,0.09411529552826492,0.11387228342702681,0.3899978145261164,0.12042472684529017,-0.02820474556036423,41.0,199803.0,,,,,,0,0.0,0.0,0.0,,
1998-03,1998-02,1998-02-28,0.03393665158371051,0.038205244589785026,0.0799223761215623,0.29035940060875676,0.1493167611269387,-0.03393665158371051,13.0,199803.0,,,,,,0,0.0,0.0,0.0,,
1998-04,1998-03,1998-03-12,0.001278568003835634,-0.0034367022174193185,-0.2814110009904553,0.46146537547962724,0.09490164338068618,-0.001278568003835634,1.0,199803.0,,,,,,0,0.0,0.0,0.0,,
1998-05,1998-04,1998-04-30,-0.06120023767082594,-0.030121627067535184,0.2936948151698738,0.6013242046572647,0.21418992863073696,0.06120023767082594,43.0,199806.0,,,,,,0,0.0,0.0,0.0,,
1998-06,1998-05,1998-05-30,-0.05297157622739024,-0.02998307048026383,0.06086600547636621,0.6082642358071106,0.03812238212880058,0.05297157622739024,13.0,199806.0,,,,,,0,0.0,0.0,0.0,,
1998-07,1998-06,1998-06-11,-0.022198731501057223,0.024290832066305112,-0.13050795300852489,0.32109324514387805,-0.29808023407902307,0.022198731501057223,1.0,199806.0,,,,,,0,0.0,0.0,0.0,,
1998-08,1998-07,1998-07-31,-0.04595404595404584,-0.01241826565301607,0.10752107356584895,1.6447997460871635,0.020945159924399374,0.04595404595404584,42.0,199809.0,,,,,,0,0.0,0.0,0.0,,
1998-09,1998-08,1998-08-31,-0.02384291725105192,0.04008402338821737,0.08568525840849506,0.878505866681265,-0.0347273945190858,0.02384291725105192,11.0,199809.0,,,,,,0,0.0,0.0,0.0,,
1998-10,1998-09,1998-09-10,-0.03640529531568226,-0.013072959090734582,-0.23675162029933178,0.46413987233873844,-0.10739567973143907,0.03640529531568226,1.0,199809.0,,,,,,0,0.0,0.0,0.0,,
1998-11,1998-10,1998-10-31,0.00604040824828167,-0.0030815985932235446,0.11980732111328099,1.0477228992944194,-0.024990666582221217,-0.00604040824828167,41.0,199812.0,,,,,,0,0.0,0.0,0.0,,
1998-12,1998-11,1998-11-30,0.004035357417371266,0.001190407204000099,0.18005550650417815,1.4132123449909433,0.030589196959322582,-0.004035357417371266,11.0,199812.0,,,,,,0,0.0,0.0,0.0,,
1999-01,1998-12,1998-12-10,-0.00335008375209378,-0.011972502039641397,0.007049386023634667,0.8597200270941522,0.18268953091185489,0.00335008375209378,1.0,199812.0,,,,,,0,0.0,0.0,0.0,,
1999-02,1999-01,1999-01-29,0.018574448807006982,-0.02038659015403188,0.19988359025742022,1.6919743030153997,0.020759324030697617,-0.018574448807006982,42.0,199903.0,,,,,,0,0.0,0.0,0.0,,
1999-03,1999-02,1999-02-26,0.007116848725587488,-0.01598009336940276,0.14705198821165613,1.990733195184987,0.04261818366276538,-0.007116848725587488,14.0,199903.0,,,,,,0,0.0,0.0,0.0,,
1999-04,1999-03,1999-03-11,0.004759779860181279,0.004917982676191368,-0.03381669362964125,0.9385404726816222,0.11414748549512718,-0.004759779860181279,1.0,199903.0,,,,,,0,0.0,0.0,0.0,,
1999-05,1999-04,1999-04-30,0.015161878704970322,0.0022337166364643224,0.13509518636009293,2.2938896020539152,0.04479096251096084,-0.015161878704970322,42.0,199906.0,,,,,,0,0.0,0.0,0.0,,
1999-06,1999-05,1999-05-31,-0.016078294302691365,-0.031240173007661687,-0.149527751600123,2.0311668017131614,0.04956271902692836,0.016078294302691365,11.0,199906.0,,,,,,0,0.0,0.0,0.0,,
1999-07,1999-06,1999-06-10,-0.014860742052947629,-0.04385980659925259,-0.18909140856829426,1.7770562125770801,0.055709076248829544,0.014860742052947629,1.0,199906.0,,,,,,0,0.0,0.0,0.0,,
1999-08,1999-07,1999-07-30,-0.04586999231229172,-0.04693306814503451,0.09227645375810083,2.1254233672027096,0.010758135222834562,0.04586999231229172,42.0,199909.0,,,,,,0,0.0,0.0,0.0,,
1999-09,1999-08,1999-08-31,0.008496327108593826,0.04210977248674508,-0.03188185250492281,1.5586088553750967,0.047240111295733904,-0.008496327108593826,10.0,199909.0,,,,,,0,0.0,0.0,0.0,,
1999-10,1999-09,1999-09-09,-0.0038131553860819567,0.024929043787689675,-0.43246288682999257,1.0455044193843341,0.01914556862329693,0.0038131553860819567,1.0,199909.0,,,,,,0,0.0,0.0,0.0,,
1999-11,1999-10,1999-10-29,0.010101010101010166,0.00613160357569309,0.06708455914055655,1.5802121771217712,0.04302418543521692,-0.010101010101010166,42.0,199912.0,,,,,,0,0.0,0.0,0.0,,
1999-12,1999-11,1999-11-30,0.0040387722132471104,0.003946342228960065,0.14179085178964643,1.467114317887976,0.04811319998495912,-0.0040387722132471104,10.0,199912.0,,,,,,0,0.0,0.0,0.0,,
2000-01,1999-12,1999-12-09,0.003927344133529687,-0.009997808172823586,-0.04129596383782391,1.031077534401138,0.09050157694576964,-0.003927344133529687,1.0,199912.0,,,,,,0,0.0,0.0,0.0,,
2000-02,2000-01,2000-01-31,0.002333916812536474,-0.019060936240608006,-0.041153207145335366,1.2979787119664552,0.03652415893582414,-0.002333916812536474,39.0,200003.0,,,,,,0,0.0,0.0,0.0,,
