Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage20_Frozen,full_2007_2026,2007-04,2026-07,232.0,0.09397401533373362,0.09598088319124404,0.9865029237664972,1.8566616292098406,-0.1401480683882158,0.6705337891166777,5.677216540452311,0.6120689655172413,0.02680961763458733,0.01860330234370106
Stage20_Frozen,early_2007_2017,2007-04,2017-12,129.0,0.0664933374946226,0.09071178414361825,0.7562604472394356,1.3107717091794906,-0.1401480683882158,0.47445061683214484,1.9977911140227533,0.5968992248062015,0.04381587217995635,0.01667929061669342
Stage20_Frozen,locked_2018_2026,2018-01,2026-07,103.0,0.12939249879123738,0.10186062807031813,1.250270526864576,2.5848541994006835,-0.11419024448153814,1.1331309375745937,2.841746817574268,0.6310679611650486,0.005510522136018384,0.0019240117270076381
Stage34_NoChangeReproduction,full_2007_2026,2007-04,2026-07,232.0,0.09397403920792513,0.09598088273864275,0.9865031564080265,1.856662383218944,-0.14014806184551143,0.6705339907698115,5.677218935774575,0.6120689655172413,0.02680959702439847,0.01860328857527235
Stage34_NoChangeReproduction,early_2007_2017,2007-04,2017-12,129.0,0.06649336447055587,0.0907117758338351,0.7562607882245139,1.310772522752718,-0.14014806184551143,0.47445083146317857,1.9977916572442223,0.5968992248062015,0.043815836403051145,0.01667927744886944
Stage34_NoChangeReproduction,locked_2018_2026,2018-01,2026-07,103.0,0.12939251852915823,0.10186063655911895,1.2502706035104378,2.584854709987706,-0.1141902424525898,1.1331311305594276,2.8417472438571516,0.6310679611650486,0.005510520521037346,0.0019240111264029057
Stage34_BasisAlpha,full_2007_2026,2007-04,2026-07,232.0,0.09581744587962726,0.09786369935909327,0.9862073386748484,2.007459487258632,-0.11280200307627297,0.8494303582077234,5.8650546870383975,0.6077586206896551,0.07575225285486004,0.053382646082773204
Stage34_BasisAlpha,early_2007_2017,2007-04,2017-12,129.0,0.06409522206336016,0.08465866008596822,0.7773051690058248,1.3931509560226238,-0.1096438504183962,0.5845765341036051,1.9500255486406157,0.5968992248062015,0.09530355302895127,0.03684139984965112
Stage34_BasisAlpha,locked_2018_2026,2018-01,2026-07,103.0,0.13688443879712286,0.111677775264601,1.2086002641417093,2.748259111251729,-0.11280200307627297,1.2134929794160316,3.0076809460917038,0.6213592233009708,0.05126567302517295,0.01654124623312208
Stage34_BasisOIAlpha,full_2007_2026,2007-04,2026-07,232.0,0.09581296679104478,0.09786762761720544,0.9861299838841457,2.007076393096807,-0.1128729657732348,0.84885664281681,5.864591225206569,0.6077586206896551,0.07575055787032536,0.05338113987778279
Stage34_BasisOIAlpha,early_2007_2017,2007-04,2017-12,129.0,0.06409520878327069,0.08465866149095118,0.7773050092819693,1.3931506552792572,-0.10964385000158805,0.5845764152056167,1.9500252870216386,0.5968992248062015,0.09530362822673256,0.036841428970224764
Stage34_BasisOIAlpha,locked_2018_2026,2018-01,2026-07,103.0,0.13687398968301778,0.11168581016406838,1.2084389060875902,2.747185383882393,-0.11287296577323469,1.2126374880412187,3.0074436799554642,0.6213592233009708,0.05126176101618433,0.016539710907558014
Stage34_RiskConfirmation,full_2007_2026,2007-04,2026-07,232.0,0.09399400545290248,0.09599192471403088,0.9865930542198864,1.8564376009048438,-0.14024054664692476,0.6702341633732046,5.679222505315615,0.6120689655172413,0.026834674690192666,0.018620823526669585
Stage34_RiskConfirmation,early_2007_2017,2007-04,2017-12,129.0,0.06655735587617806,0.09072162841248083,0.7568537414392198,1.311613330251929,-0.14024054664692476,0.47459424159081137,1.9990806461814101,0.5968992248062015,0.04386273351232154,0.016698182425622668
Stage34_RiskConfirmation,locked_2018_2026,2018-01,2026-07,103.0,0.12935407854198355,0.10187572300608945,1.2497641630092544,2.5830669834666113,-0.11419024209017903,1.1327945030524522,2.840917156675953,0.6310679611650486,0.005508270922672036,0.0019226411010469181
Stage34_Combined,full_2007_2026,2007-04,2026-07,232.0,0.09583796276172363,0.09785874608159016,0.9864451199371229,2.0078862794516468,-0.11280200256413608,0.8496122460878549,5.867178061038717,0.6077586206896551,0.07567591893961441,0.05333009219347271
Stage34_Combined,early_2007_2017,2007-04,2017-12,129.0,0.06412270949979093,0.08464999367974277,0.7776829391517348,1.393691640730682,-0.10999340028760063,0.58296869932313,1.9505671218865235,0.5968992248062015,0.09515962472450686,0.03678588896390857
Stage34_Combined,locked_2018_2026,2018-01,2026-07,103.0,0.1368956026202286,0.11167663684050873,1.2087002944319742,2.7485753873441494,-0.11280200256413608,1.213591953231447,3.007934459268531,0.6213592233009708,0.051273996160477266,0.016544203229564135
